stock,model,n_paired_seeds,delta_mse,relative_mse_improvement_pct,delta_mae,relative_mae_improvement_pct
NVDA,GRU,3,0.0002115043555430731,-10.173000940456307,0.0012065329556271709,-3.5643663741187646
NVDA,Shared-target JEPA--MAE,3,0.0002060683873016843,-9.911540083586734,0.0026426435086729094,-7.806955970133989
