forecast_target,rolling_step,horizon_step,target_index,predicted_value,locked
relative_return,0,1,0,0.0018520345911383629,True
relative_return,0,2,1,0.039869144558906555,True
relative_return,0,3,2,0.02032279409468174,True
relative_return,0,4,3,-0.019371870905160904,True
relative_return,0,5,4,-0.007330380380153656,True
relative_return,1,1,1,0.0162309892475605,True
relative_return,1,2,2,0.06373648345470428,True
relative_return,1,3,3,0.06905195116996765,True
relative_return,1,4,4,-0.003819689154624939,True
relative_return,1,5,5,0.03382593393325806,True
relative_return,2,1,2,0.0215668473392725,True
relative_return,2,2,3,0.02998349256813526,True
relative_return,2,3,4,0.03463489189743996,True
relative_return,2,4,5,0.009832199662923813,True
relative_return,2,5,6,-0.003102809190750122,True
relative_return,3,1,3,0.023216914385557175,True
relative_return,3,2,4,0.04195420444011688,True
relative_return,3,3,5,0.022795917466282845,True
relative_return,3,4,6,-0.006835554260760546,True
relative_return,3,5,7,0.020907729864120483,True
relative_return,4,1,4,0.006838599219918251,True
relative_return,4,2,5,0.014566004276275635,True
relative_return,4,3,6,0.02196575328707695,True
relative_return,4,4,7,-0.004522606730461121,True
relative_return,4,5,8,0.014747146517038345,True
relative_return,5,1,5,-0.0019310163334012032,True
relative_return,5,2,6,0.023752517998218536,True
relative_return,5,3,7,0.027442676946520805,True
relative_return,5,4,8,0.02145126648247242,True
relative_return,5,5,9,0.0036084167659282684,True
relative_return,6,1,6,-0.0029322896152734756,True
relative_return,6,2,7,0.059371624141931534,True
relative_return,6,3,8,0.02815120667219162,True
relative_return,6,4,9,0.01865624077618122,True
relative_return,6,5,10,0.007596757262945175,True
relative_return,7,1,7,0.003015175461769104,True
relative_return,7,2,8,0.009397350251674652,True
relative_return,7,3,9,0.010595978237688541,True
relative_return,7,4,10,0.008174668997526169,True
relative_return,7,5,11,-0.012242154218256474,True
relative_return,8,1,8,0.005327885039150715,True
relative_return,8,2,9,0.0405099131166935,True
relative_return,8,3,10,0.023590562865138054,True
relative_return,8,4,11,0.022692736238241196,True
relative_return,8,5,12,-0.004063393920660019,True
relative_return,9,1,9,0.017238613218069077,True
