stock,n_matched_seeds,matched_seeds,shared_mse,local_mse,delta_mse,shared_mae,local_mae,delta_mae
NVDA,5,42;44;46;48;50,2.0670719376000415,1.8174395234025122,0.24963241419752924,1.2141579823744926,1.1377915548023423,0.07636642757215029
AAPL,5,42;44;46;48;50,0.130007991191266,0.05680653849391358,0.07320145269735241,0.2810615002481561,0.18895054290169164,0.09211095734646449
MSFT,5,42;44;46;48;50,0.20093983937163767,0.08812198587376263,0.11281785349787504,0.4063850235939026,0.2673176841986807,0.13906733939522192
AMZN,5,42;44;46;48;50,0.044170476122610935,0.030957469664050868,0.013213006458560068,0.1665691634228355,0.13330432615782087,0.03326483726501464
GOOGL,5,42;44;46;48;50,1.2227390086424297,0.4392204785575623,0.7835185300848674,0.7348356688650031,0.43585440585487767,0.2989812630101254
