config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
1fb9865257af5658,local_long,value,train_zscore,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,125,results/top10_sentiment_zscore/local_long/AAPL/seed_42/last_model_comparison_20260826_103730.csv;results/top10_sentiment_zscore/local_long/AAPL/seed_44/last_model_comparison_20260826_104141.csv;results/top10_sentiment_zscore/local_long/AAPL/seed_46/last_model_comparison_20260826_104552.csv;results/top10_sentiment_zscore/local_long/AAPL/seed_48/last_model_comparison_20260826_105003.csv;results/top10_sentiment_zscore/local_long/AAPL/seed_50/last_model_comparison_20260826_105414.csv;results/top10_sentiment_zscore/local_long/AMZN/seed_42/last_model_comparison_20260826_111921.csv;results/top10_sentiment_zscore/local_long/AMZN/seed_44/last_model_comparison_20260826_112331.csv;results/top10_sentiment_zscore/local_long/AMZN/seed_46/last_model_comparison_20260826_112741.csv;results/top10_sentiment_zscore/local_long/AMZN/seed_48/last_model_comparison_20260826_113153.csv;results/top10_sentiment_zscore/local_long/AMZN/seed_50/last_model_comparison_20260826_113603.csv;results/top10_sentiment_zscore/local_long/GOOGL/seed_42/last_model_comparison_20260826_114014.csv;results/top10_sentiment_zscore/local_long/GOOGL/seed_44/last_model_comparison_20260826_114424.csv;results/top10_sentiment_zscore/local_long/GOOGL/seed_46/last_model_comparison_20260826_114837.csv;results/top10_sentiment_zscore/local_long/GOOGL/seed_48/last_model_comparison_20260826_115246.csv;results/top10_sentiment_zscore/local_long/GOOGL/seed_50/last_model_comparison_20260826_115658.csv;results/top10_sentiment_zscore/local_long/MSFT/seed_42/last_model_comparison_20260826_105824.csv;results/top10_sentiment_zscore/local_long/MSFT/seed_44/last_model_comparison_20260826_110236.csv;results/top10_sentiment_zscore/local_long/MSFT/seed_46/last_model_comparison_20260826_110647.csv;results/top10_sentiment_zscore/local_long/MSFT/seed_48/last_model_comparison_20260826_111058.csv;results/top10_sentiment_zscore/local_long/MSFT/seed_50/last_model_comparison_20260826_111509.csv;results/top10_sentiment_zscore/local_long/NVDA/seed_42/last_model_comparison_20260826_101631.csv;results/top10_sentiment_zscore/local_long/NVDA/seed_44/last_model_comparison_20260826_102046.csv;results/top10_sentiment_zscore/local_long/NVDA/seed_46/last_model_comparison_20260826_102457.csv;results/top10_sentiment_zscore/local_long/NVDA/seed_48/last_model_comparison_20260826_102908.csv;results/top10_sentiment_zscore/local_long/NVDA/seed_50/last_model_comparison_20260826_103320.csv
1fb9865257af5658,random,value,train_zscore,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,125,results/top10_sentiment_zscore/random/AAPL/seed_42/last_model_comparison_20260826_103733.csv;results/top10_sentiment_zscore/random/AAPL/seed_44/last_model_comparison_20260826_104144.csv;results/top10_sentiment_zscore/random/AAPL/seed_46/last_model_comparison_20260826_104555.csv;results/top10_sentiment_zscore/random/AAPL/seed_48/last_model_comparison_20260826_105006.csv;results/top10_sentiment_zscore/random/AAPL/seed_50/last_model_comparison_20260826_105416.csv;results/top10_sentiment_zscore/random/AMZN/seed_42/last_model_comparison_20260826_111924.csv;results/top10_sentiment_zscore/random/AMZN/seed_44/last_model_comparison_20260826_112334.csv;results/top10_sentiment_zscore/random/AMZN/seed_46/last_model_comparison_20260826_112744.csv;results/top10_sentiment_zscore/random/AMZN/seed_48/last_model_comparison_20260826_113155.csv;results/top10_sentiment_zscore/random/AMZN/seed_50/last_model_comparison_20260826_113606.csv;results/top10_sentiment_zscore/random/GOOGL/seed_42/last_model_comparison_20260826_114017.csv;results/top10_sentiment_zscore/random/GOOGL/seed_44/last_model_comparison_20260826_114428.csv;results/top10_sentiment_zscore/random/GOOGL/seed_46/last_model_comparison_20260826_114838.csv;results/top10_sentiment_zscore/random/GOOGL/seed_48/last_model_comparison_20260826_115249.csv;results/top10_sentiment_zscore/random/GOOGL/seed_50/last_model_comparison_20260826_115700.csv;results/top10_sentiment_zscore/random/MSFT/seed_42/last_model_comparison_20260826_105829.csv;results/top10_sentiment_zscore/random/MSFT/seed_44/last_model_comparison_20260826_110239.csv;results/top10_sentiment_zscore/random/MSFT/seed_46/last_model_comparison_20260826_110650.csv;results/top10_sentiment_zscore/random/MSFT/seed_48/last_model_comparison_20260826_111101.csv;results/top10_sentiment_zscore/random/MSFT/seed_50/last_model_comparison_20260826_111512.csv;results/top10_sentiment_zscore/random/NVDA/seed_42/last_model_comparison_20260826_101637.csv;results/top10_sentiment_zscore/random/NVDA/seed_44/last_model_comparison_20260826_102047.csv;results/top10_sentiment_zscore/random/NVDA/seed_46/last_model_comparison_20260826_102500.csv;results/top10_sentiment_zscore/random/NVDA/seed_48/last_model_comparison_20260826_102911.csv;results/top10_sentiment_zscore/random/NVDA/seed_50/last_model_comparison_20260826_103322.csv
