stock,model,n_paired_seeds,delta_mse,relative_mse_improvement_pct,delta_mae,relative_mae_improvement_pct
AAPL,GRU,5,0.09050675790282128,-588.2785051939668,0.17488604947140346,-221.6516978131859
AAPL,Local-MAE/Long-JEPA,5,0.04142151981590163,-269.2328211151325,0.11004925263555428,-139.47712675464942
AAPL,Shared-target JEPA--MAE,5,0.11462297251325404,-745.0297910724773,0.20216020998201872,-256.21914331200907
AMZN,GRU,5,0.05927800140866618,-293.6249121071397,0.13865102755395992,-133.29795034621938
AMZN,Local-MAE/Long-JEPA,5,0.010769127679282061,-53.34329925363303,0.029288452549984578,-28.15767587590407
AMZN,Shared-target JEPA--MAE,5,0.023982134137842132,-118.79199468651545,0.06255328981499922,-60.13821510632067
GOOGL,GRU,5,1.2981631835041287,-3935.1907839577934,0.6421469033391852,-463.75969068699214
GOOGL,Local-MAE/Long-JEPA,5,0.4062319081229032,-1231.432289336492,0.2973889643267581,-214.77486443168883
GOOGL,Shared-target JEPA--MAE,5,1.1897504382077706,-3606.553489683121,0.5963702273368835,-430.69968994088157
MSFT,GRU,5,0.06673774516835626,-567.3547168690029,0.18085768900419535,-239.11049432926612
MSFT,Local-MAE/Long-JEPA,5,0.07635901939369978,-649.1476408023551,0.19167997975098458,-253.4185577822929
MSFT,Shared-target JEPA--MAE,5,0.18917687289157484,-1608.241196744141,0.33074731914620653,-437.2783673979957
NVDA,GRU,5,2.8864062624062266,-3267.190688463223,1.273418452865199,-540.6969306335575
NVDA,Local-MAE/Long-JEPA,5,1.729094319904032,-1957.202260486932,0.9022772804059478,-383.1093816790585
NVDA,Shared-target JEPA--MAE,5,1.9787267341015613,-2239.7670227061103,0.978643707978098,-415.5347740540521
