model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
drift,relative_return,7,4,98,2024-11-25T00:00:00,0.008628489449620247,-0.07475674152374268,0.08338522911071777,0.08338522911071777,0.006953096433846895
drift,relative_return,7,5,99,2024-11-26T00:00:00,0.010785611346364021,-0.0686347484588623,0.07942035794258118,0.07942035794258118,0.006307593255727717
drift,relative_return,8,1,100,2024-11-27T00:00:00,0.003801551880314946,-0.011539578437805176,0.015341130085289478,0.015341130085289478,0.00023535027229377396
drift,relative_return,8,2,101,2024-11-29T00:00:00,0.007603103760629892,0.00971376895904541,-0.002110665198415518,0.002110665198415518,4.454907579802417e-06
drift,relative_return,8,3,102,2024-12-02T00:00:00,0.011404655873775482,0.012489080429077148,-0.0010844245553016663,0.0010844245553016663,1.1759766161412166e-06
drift,relative_return,8,4,103,2024-12-03T00:00:00,0.015206207521259785,0.024393796920776367,-0.009187589399516582,0.009187589399516582,8.441179897410948e-05
drift,relative_return,8,5,104,2024-12-04T00:00:00,0.019007759168744087,0.060035109519958496,-0.04102735221385956,0.04102735221385956,0.0016832436296800868
drift,relative_return,9,1,105,2024-12-05T00:00:00,0.0032966407015919685,-0.0005512237548828125,0.003847864456474781,0.003847864456474781,1.4806060875401962e-05
drift,relative_return,9,2,106,2024-12-06T00:00:00,0.006593281403183937,-0.018602728843688965,0.025196010246872902,0.025196010246872902,0.0006348389323605243
drift,relative_return,9,3,107,2024-12-09T00:00:00,0.009889922104775906,-0.04361307621002197,0.05350299924612045,0.05350299924612045,0.0028625709283303657
drift,relative_return,9,4,108,2024-12-10T00:00:00,0.013186562806367874,-0.0693812370300293,0.08256779611110687,0.08256779611110687,0.006817440954645315
drift,relative_return,9,5,109,2024-12-11T00:00:00,0.016483204439282417,-0.04016810655593872,0.05665130913257599,0.05665130913257599,0.0032093708264346876
drift,relative_return,10,1,110,2024-12-12T00:00:00,0.0031559898052364588,-0.01414114236831665,0.017297131940722466,0.017297131940722466,0.0002991907733747613
drift,relative_return,10,2,111,2024-12-13T00:00:00,0.0063119796104729176,-0.03632187843322754,0.04263385757803917,0.04263385757803917,0.001817645811984528
drift,relative_return,10,3,112,2024-12-16T00:00:00,0.00946796964854002,-0.05247288942337036,0.061940860003232956,0.061940860003232956,0.003836670137940104
drift,relative_return,10,4,113,2024-12-17T00:00:00,0.012623959220945835,-0.06402987241744995,0.07665383070707321,0.07665383070707321,0.00587580976206864
drift,relative_return,10,5,114,2024-12-18T00:00:00,0.015779949724674225,-0.07465362548828125,0.09043357521295547,0.09043357521295547,0.008178231525797275
drift,relative_return,11,1,115,2024-12-19T00:00:00,0.0007099953945726156,0.013730406761169434,-0.013020411133766174,0.013020411133766174,0.00016953110609230215
drift,relative_return,11,2,116,2024-12-20T00:00:00,0.0014199907891452312,0.044914960861206055,-0.043494969606399536,0.043494969606399536,0.0018918123810616194
drift,relative_return,11,3,117,2024-12-23T00:00:00,0.002129986183717847,0.08346903324127197,-0.0813390463590622,0.0813390463590622,0.006616040462601669
drift,relative_return,11,4,118,2024-12-24T00:00:00,0.0028399815782904625,0.08773565292358398,-0.08489567041397095,0.08489567041397095,0.007207274855037582
drift,relative_return,11,5,119,2024-12-26T00:00:00,0.0035499772056937218,0.08548593521118164,-0.08193595707416534,0.08193595707416534,0.006713501061659466
