rolling_step,horizon_step,target_index,predicted_value,locked
0,1,0,-0.01463482528924942,True
0,2,1,-0.00482144532725215,True
0,3,2,-0.029357505962252617,True
0,4,3,-0.03284163773059845,True
0,5,4,0.00039754994213581085,True
1,1,1,-0.08289921283721924,True
1,2,2,-0.07145197689533234,True
1,3,3,-0.09034765511751175,True
1,4,4,-0.09634234011173248,True
1,5,5,-0.07630474865436554,True
2,1,2,0.05505981296300888,True
2,2,3,0.04465711861848831,True
2,3,4,0.03173918277025223,True
2,4,5,0.03089316189289093,True
2,5,6,0.027524152770638466,True
3,1,3,-0.005811118520796299,True
3,2,4,-0.015959590673446655,True
3,3,5,-0.01770377717912197,True
3,4,6,-0.021084429696202278,True
3,5,7,-0.0016477927565574646,True
4,1,4,-0.018931319937109947,True
4,2,5,-0.009658753871917725,True
4,3,6,-0.03109913505613804,True
4,4,7,-0.02409234829246998,True
4,5,8,-0.012140961363911629,True
5,1,5,-0.02746191993355751,True
5,2,6,-0.014377404004335403,True
5,3,7,-0.035085175186395645,True
5,4,8,-0.028412524610757828,True
5,5,9,-0.014791442081332207,True
6,1,6,-0.06171131134033203,True
6,2,7,-0.047724708914756775,True
6,3,8,-0.061551954597234726,True
6,4,9,-0.05151630938053131,True
6,5,10,-0.04533831775188446,True
7,1,7,0.012740299105644226,True
7,2,8,0.03195173293352127,True
7,3,9,0.0181872695684433,True
7,4,10,0.01571807824075222,True
7,5,11,0.029129572212696075,True
8,1,8,0.03762919828295708,True
8,2,9,0.048955462872982025,True
8,3,10,0.03453420475125313,True
8,4,11,0.028468215838074684,True
8,5,12,0.04614080861210823,True
9,1,9,0.14579927921295166,True
9,2,10,0.14233452081680298,True
9,3,11,0.13253821432590485,True
9,4,12,0.13197536766529083,True
9,5,13,0.12700165808200836,True
10,1,10,0.12812793254852295,True
10,2,11,0.1384163498878479,True
10,3,12,0.1263258457183838,True
10,4,13,0.13880649209022522,True
10,5,14,0.1412346363067627,True
11,1,11,0.12380361557006836,True
11,2,12,0.13387615978717804,True
11,3,13,0.1252925992012024,True
11,4,14,0.12473950535058975,True
11,5,15,0.12074364721775055,True
12,1,12,0.100369893014431,True
12,2,13,0.09709610044956207,True
12,3,14,0.11230628192424774,True
12,4,15,0.09902746975421906,True
12,5,16,0.10470490902662277,True
13,1,13,0.1996944546699524,True
13,2,14,0.20272795855998993,True
13,3,15,0.21760928630828857,True
