model,forecast_target,rmse,trend_accuracy
naive_last,relative_return,0.052557241171598434,0.0
TS-JEPA,relative_return,0.05442263185977936,0.376
mean_context,relative_return,0.05493675544857979,0.5
drift,relative_return,0.05519310012459755,0.496
GRU,relative_return,0.058472827076911926,0.472
