severity,status,stock,seed,method,strategy,source_file,details
warning,unsupported_model_row,AVGO,42,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/AVGO/seed_42/last_model_comparison_20260825_104923.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,42,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/AVGO/seed_42/last_model_comparison_20260825_104926.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,46,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/AVGO/seed_46/last_model_comparison_20260825_105342.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,46,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/AVGO/seed_46/last_model_comparison_20260825_105344.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,50,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/AVGO/seed_50/last_model_comparison_20260825_105802.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,50,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/AVGO/seed_50/last_model_comparison_20260825_105804.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,42,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/COST/seed_42/last_model_comparison_20260825_110221.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,42,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/COST/seed_42/last_model_comparison_20260825_110226.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,46,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/COST/seed_46/last_model_comparison_20260825_110643.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,46,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/COST/seed_46/last_model_comparison_20260825_110644.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,50,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/COST/seed_50/last_model_comparison_20260825_111102.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,50,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/COST/seed_50/last_model_comparison_20260825_111106.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,42,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/NVDA/seed_42/last_model_comparison_20260825_103620.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,42,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/NVDA/seed_42/last_model_comparison_20260825_103625.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,46,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/NVDA/seed_46/last_model_comparison_20260825_104041.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,46,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/NVDA/seed_46/last_model_comparison_20260825_104044.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,50,,local_long,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/local_long/NVDA/seed_50/last_model_comparison_20260825_104504.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,50,,random,results/top10_with_sentiment_jepa_lam_1_mae_lam_3/random/NVDA/seed_50/last_model_comparison_20260825_104505.csv,Model 'previous_patch' is not part of the thesis method set
