model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,3,0.001439909516036881,0.0006703219023610984,-62.71162582542245,0.00015583581282871593,0.0034935708329208288,0.0,0.25,0.75,1.0,3,0,3,0,0,9,0.009443443857285886,0.005712802122396075,-28.833494429518492,0.0032771438335705704,0.01934038561589101,0.0,0.25,0.75,1.0,3,0,3,0,0,9
Local-MAE/Long-JEPA,3,0.0015210284876506124,0.001424823752752204,-70.13401403317516,0.0001610926578566752,0.002977169052342958,0.0,0.25,0.75,1.0,3,0,3,0,0,9,0.009925394172968111,0.009791297253155919,-31.157297468449997,0.00379495437015991,0.016189930895588508,0.0,0.25,0.75,1.0,3,0,3,0,0,9
GRU,3,0.0008393335351451853,0.0005918148508941212,-47.270487197921874,0.0001274045476143666,0.0017987812069270679,0.0,0.25,0.75,1.0,3,0,3,0,0,9,0.007853144283640628,0.007163807818371996,-25.956399732039234,0.0035892316319963338,0.012806393400553553,0.0,0.25,0.75,1.0,3,0,3,0,0,9
