stock,model,n_paired_seeds,delta_mse,relative_mse_improvement_pct,delta_mae,relative_mae_improvement_pct
AVGO,GRU,3,0.0005918148508941212,-19.655832536458913,0.007163807818371996,-17.97864203747169
AVGO,Local-MAE/Long-JEPA,3,0.002977169052342958,-98.8801417152179,0.016189930895588508,-40.63104141860365
AVGO,Shared-target JEPA--MAE,3,0.0034935708329208288,-116.03129448746184,0.01934038561589101,-48.5375764775597
COST,GRU,3,0.0001274045476143666,-31.25426171326824,0.0035892316319963338,-24.084206511939836
COST,Local-MAE/Long-JEPA,3,0.0001610926578566752,-39.51846447411079,0.00379495437015991,-25.464632580284018
COST,Shared-target JEPA--MAE,3,0.00015583581282871593,-38.228880912405934,0.0032771438335705704,-21.99005719035868
NVDA,GRU,3,0.0017987812069270679,-90.90136734403848,0.012806393400553553,-35.80635064670618
NVDA,Local-MAE/Long-JEPA,3,0.001424823752752204,-72.00343591019679,0.009791297253155919,-27.376218406462332
NVDA,Shared-target JEPA--MAE,3,0.0006703219023610984,-33.87470207639958,0.005712802122396075,-15.97284962063709
