model,n_stocks,mean_delta_rmse,median_delta_rmse,relative_rmse_improvement_pct,rmse_ci_low,rmse_ci_high,rmse_wilcoxon_statistic,rmse_p_value,rmse_holm_p_value,rmse_rank_biserial,rmse_wilcoxon_n,rmse_stock_wins,rmse_stock_losses,rmse_stock_ties,rmse_run_wins,rmse_run_total
Shared-target JEPA--MAE,5,-0.002209892601439331,-0.002094978611520658,3.8184171675216887,-0.0036126132139409593,-0.0008071719889377021,1.0,0.125,0.125,-0.8666666666666667,5,4,1,0,14,15
GRU,5,-0.0026233265695790385,-0.002783839329527046,6.605446397599247,-0.0033762994586687112,-0.0016680960402261648,0.0,0.0625,0.125,-1.0,5,5,0,0,15,15
