stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.002603845121258447,12.64477000957958
AAPL,Shared-target JEPA--MAE,3,0.0008126432680927177,-3.9463511638892173
AVGO,GRU,3,-0.012314913878506467,14.781509640182804
AVGO,Shared-target JEPA--MAE,3,-0.014111525320087184,16.93797046527538
NVDA,GRU,3,-0.007636029051382003,15.317861225552397
NVDA,Shared-target JEPA--MAE,3,-0.004991899134650969,10.01374113194339
TSLA,GRU,3,-0.003841912990412389,3.498332302379095
TSLA,Shared-target JEPA--MAE,3,-0.01455084987936805,13.249573399265927
WMT,GRU,3,-0.0008866535115729107,5.497009966277492
WMT,Shared-target JEPA--MAE,3,-0.0006318986353121321,3.917599209443047
