forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
relative_return,0,1,30,2025-01-02T00:00:00,-0.005969183519482613,-0.0038738250732421875,-0.002095358446240425,0.002095358446240425,4.3905270182310885e-06
relative_return,0,2,31,2025-01-03T00:00:00,0.0013166889548301697,0.004759311676025391,-0.003442622721195221,0.003442622721195221,1.1851651200489588e-05
relative_return,0,3,32,2025-01-06T00:00:00,0.002954842522740364,0.011953592300415039,-0.008998749777674675,0.008998749777674675,8.097749756120001e-05
relative_return,0,4,33,2025-01-07T00:00:00,0.005417823791503906,0.005091309547424316,0.00032651424407958984,0.00032651424407958984,1.0661155158686597e-07
relative_return,0,5,34,2025-01-08T00:00:00,0.017029764130711555,0.016048789024353027,0.0009809751063585281,0.0009809751063585281,9.623121592951256e-07
relative_return,1,1,35,2025-01-10T00:00:00,-0.004986172541975975,0.013071894645690918,-0.018058067187666893,0.018058067187666893,0.0003260937905542917
relative_return,1,2,36,2025-01-13T00:00:00,0.00042741745710372925,-0.0029412508010864258,0.003368668258190155,0.003368668258190155,1.1347925833737893e-05
relative_return,1,3,37,2025-01-14T00:00:00,0.001500217244029045,-0.011002182960510254,0.012502400204539299,0.012502400204539299,0.0001563100108744643
relative_return,1,4,38,2025-01-15T00:00:00,0.005713306367397308,-0.00501096248626709,0.010724268853664398,0.010724268853664398,0.0001150099424456763
relative_return,1,5,39,2025-01-16T00:00:00,0.01583777740597725,-0.00544661283493042,0.02128439024090767,0.02128439024090767,0.0004530252679272456
relative_return,2,1,40,2025-01-17T00:00:00,-0.0006324052810668945,0.00700986385345459,-0.007642269134521484,0.007642269134521484,5.840427752445976e-05
relative_return,2,2,41,2025-01-21T00:00:00,0.0020162947475910187,0.01949620246887207,-0.01747990772128105,0.01747990772128105,0.00030554717394450093
relative_return,2,3,42,2025-01-22T00:00:00,0.0008563976734876633,0.021139144897460938,-0.020282747223973274,0.020282747223973274,0.00041138983495159556
relative_return,2,4,43,2025-01-23T00:00:00,0.004518598318099976,0.02749168872833252,-0.022973090410232544,0.022973090410232544,0.0005277628829967185
relative_return,2,5,44,2025-01-24T00:00:00,0.011494101956486702,0.03789699077606201,-0.02640288881957531,0.02640288881957531,0.0006971125380188549
relative_return,3,1,45,2025-01-27T00:00:00,-0.0012898091226816177,0.027859807014465332,-0.02914961613714695,0.02914961613714695,0.0008497001209430179
relative_return,3,2,46,2025-01-28T00:00:00,0.0020694024860858917,0.026699066162109375,-0.024629663676023483,0.024629663676023483,0.0006066203327940306
