method,horizon,mse,mse_ci_low,mse_ci_high,mae,mae_ci_low,mae_ci_high,direction_accuracy,direction_ci_low,direction_ci_high,n_stocks,n_runs
Drift,1,0.01127851810920923,0.0028249428303982567,0.023718561752641847,0.0723656077133982,0.03903217566640753,0.11492735210217933,,,,5,25
Drift,2,0.026545934085407553,0.009426730352168915,0.05396875468089426,0.10996253051255882,0.06737107038497926,0.1647310062458641,0.4894736842105264,0.44210526315789467,0.536842105263158,5,25
Drift,3,0.03522956488545196,0.01372002005890785,0.06846554753599267,0.13254047255767018,0.08515644700903643,0.19346840946297897,0.5684210526315789,0.5315789473684209,0.6157894736842106,5,25
Drift,4,0.04989460511460269,0.02450964937540619,0.08727468388077628,0.16361158145101445,0.11420588367863707,0.22468894657335778,0.5736842105263158,0.4789473684210527,0.631578947368421,5,25
Drift,5,0.05585394005568338,0.0299394801456556,0.09167023882748576,0.1734771621854682,0.1250141877877085,0.23246124292674816,0.5736842105263158,0.5263157894736842,0.6368421052631579,5,25
GRU,1,0.9734903786283933,0.05850038697879236,2.1029952567443178,0.5916886640849868,0.19329124011491475,1.1081925156241967,,,,5,25
GRU,2,0.9069069583071186,0.061465942435867484,1.9839637812384887,0.5829889184550234,0.2075139127279583,1.0652709758909125,0.5126315789473684,0.47789473684210526,0.5610526315789474,5,25
GRU,3,0.8843176461384304,0.05810990664010738,1.9750150373631725,0.5791464094111793,0.2019880333699678,1.081624339254279,0.5105263157894736,0.48421052631578954,0.5336842105263159,5,25
GRU,4,0.9794722382725114,0.08402307685611828,2.1232115949884696,0.6327547053286903,0.24648285338753148,1.1396698705773602,0.4631578947368421,0.41368421052631577,0.5252631578947369,5,25
GRU,5,1.0751721189984207,0.09051279805757531,2.390316403203887,0.6614014540220563,0.2567950792061655,1.2073171731045371,0.5147368421052632,0.45578947368421047,0.5726315789473683,5,25
Local-MAE/Long-JEPA,1,0.5188079813331721,0.021970071947912312,1.2680852288896147,0.4051079302085074,0.11624690708361174,0.8193009917359604,,,,5,25
Local-MAE/Long-JEPA,2,0.4118304114891143,0.026331276399555244,0.9091283831171701,0.3791815981112029,0.13250618445245846,0.6944249663854901,0.5568421052631579,0.5189473684210528,0.588421052631579,5,25
Local-MAE/Long-JEPA,3,0.40741353638362565,0.030021014239104006,0.9031798253594052,0.3861325006735952,0.13983268323697542,0.7109071249710885,0.4968421052631579,0.4536842105263158,0.5357894736842106,5,25
Local-MAE/Long-JEPA,4,0.46851099384747874,0.04199987766096412,1.0910150111807764,0.42718846484234463,0.1649324887677243,0.7943831621973139,0.48736842105263156,0.4284210526315789,0.5431578947368421,5,25
Local-MAE/Long-JEPA,5,0.6020447338562482,0.04643086702638723,1.4087231165341314,0.4781196559102911,0.16935883082841574,0.9073729589110926,0.49263157894736836,0.45473684210526316,0.5463157894736842,5,25
Mean-context,1,0.32276230732583533,0.10386714396744923,0.5727189824431979,0.430486073619441,0.2623509557623612,0.6079962981374639,,,,5,25
Mean-context,2,0.31011732651082535,0.08864536815548674,0.5533803611237056,0.41733845535077546,0.24438183433131164,0.592648706938091,0.0,0.0,0.0,5,25
Mean-context,3,0.33438110477525135,0.10250444187658773,0.5961508886117571,0.43607834765785614,0.26077670674575,0.6136713442049528,0.0,0.0,0.0,5,25
Mean-context,4,0.36468799426810994,0.11823185534151075,0.6590302260143527,0.456564670487454,0.2819900795033104,0.6408431065709966,0.0,0.0,0.0,5,25
Mean-context,5,0.39633667998276234,0.12107937917726466,0.6974326831700154,0.4756969395436739,0.2834294946570146,0.6679643844303331,0.0,0.0,0.0,5,25
Naive-last,1,0.010871413484370786,0.0027485144690032833,0.022909801836813792,0.06999587385277999,0.0374482148572018,0.11116606561761158,,,,5,25
Naive-last,2,0.02412585075862846,0.008228036064261349,0.04958596653740177,0.10457158527876201,0.06429982436330696,0.15814792231509556,0.0,0.0,0.0,5,25
Naive-last,3,0.03262843408131795,0.012336295565512048,0.06455872409277337,0.12758697020380122,0.08031583334270276,0.1920745215917888,0.0,0.0,0.0,5,25
Naive-last,4,0.04664677418561466,0.022884013657182616,0.08381231675292612,0.16043300377695183,0.1115475340893394,0.22684578017184606,0.0,0.0,0.0,5,25
Naive-last,5,0.05439762856605087,0.028049211399479794,0.08842291376307605,0.16994715113388864,0.11948245638295225,0.23114173851515116,0.0,0.0,0.0,5,25
Shared-target JEPA--MAE,1,0.6540972212368251,0.07172033872837963,1.376046735833985,0.49372646457270564,0.20268324111637318,0.8630446462882192,,,,5,25
Shared-target JEPA--MAE,2,0.546091641771967,0.06395681781386982,1.0988233561891783,0.46373554292478064,0.20266970822685643,0.7718384899591145,0.5515789473684211,0.5052631578947369,0.5989473684210527,5,25
Shared-target JEPA--MAE,3,0.5393958983358733,0.06541944120054455,1.0997776070104195,0.4697788236015722,0.21028917387912144,0.8040453270861978,0.5189473684210526,0.4515789473684211,0.5852631578947369,5,25
Shared-target JEPA--MAE,4,0.6490257099337448,0.09274484682192659,1.3901059033667742,0.5295765806499281,0.250532560975928,0.900986091086739,0.4726315789473684,0.4084210526315789,0.5347368421052632,5,25
Shared-target JEPA--MAE,5,0.7244320541491949,0.10009919720144289,1.5681170346852118,0.5585547388227362,0.2625094824088247,0.9610770294540807,0.5105263157894736,0.5031578947368421,0.5189473684210528,5,25
