stock,seed,model,strategy,test_signature,model_rmse,naive_rmse,delta_rmse,relative_rmse_improvement_pct,model_source_file,naive_source_file
NVDA,42,Shared-target JEPA--MAE,random,afd51825e1d04aa23047,0.05701983602921115,0.05759803288999259,-0.0005781968607814353,1.003848277050959,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_42/last_model_comparison_20260905_124144.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_42/last_model_comparison_20260905_124144.csv
NVDA,44,Shared-target JEPA--MAE,random,afd51825e1d04aa23047,0.053714836184890466,0.05759803288999259,-0.003883196705102121,6.741891190136131,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_44/last_model_comparison_20260905_124145.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_44/last_model_comparison_20260905_124145.csv
NVDA,46,Shared-target JEPA--MAE,random,afd51825e1d04aa23047,0.05906672286601088,0.05759803288999259,0.0014686899760182962,-2.5498960681927643,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_46/last_model_comparison_20260905_124244.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_46/last_model_comparison_20260905_124244.csv
AAPL,42,Shared-target JEPA--MAE,random,ba12dbf82e0de1f7b4be,0.023369290219361318,0.02222024246465654,0.001149047754704778,-5.171175591501535,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_42/last_model_comparison_20260905_124244.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_42/last_model_comparison_20260905_124244.csv
AAPL,44,Shared-target JEPA--MAE,random,ba12dbf82e0de1f7b4be,0.022313596695809547,0.02222024246465654,9.335423115300681e-05,-0.4201314693190041,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_44/last_model_comparison_20260905_124344.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_44/last_model_comparison_20260905_124344.csv
AAPL,46,Shared-target JEPA--MAE,random,ba12dbf82e0de1f7b4be,0.022093509340158062,0.02222024246465654,-0.0001267331244984779,0.5703498721945058,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_46/last_model_comparison_20260905_124343.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_46/last_model_comparison_20260905_124343.csv
AVGO,42,Shared-target JEPA--MAE,random,85bcd4edc11038a28a0d,0.0635686345054496,0.07196649888354975,-0.008397864378100153,11.669130093001861,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_42/last_model_comparison_20260905_124444.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_42/last_model_comparison_20260905_124444.csv
AVGO,44,Shared-target JEPA--MAE,random,85bcd4edc11038a28a0d,0.06749807862183148,0.07196649888354975,-0.004468420261718273,6.209028271541598,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_44/last_model_comparison_20260905_124444.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_44/last_model_comparison_20260905_124444.csv
AVGO,46,Shared-target JEPA--MAE,random,85bcd4edc11038a28a0d,0.06401717647894156,0.07196649888354975,-0.007949322404608189,11.04586512881657,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_46/last_model_comparison_20260905_124544.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_46/last_model_comparison_20260905_124544.csv
TSLA,42,Shared-target JEPA--MAE,random,e886bf6679cafd21f411,0.07833933646808637,0.08763537133417103,-0.009296034866084657,10.607628774273158,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_42/last_model_comparison_20260905_124544.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_42/last_model_comparison_20260905_124544.csv
TSLA,44,Shared-target JEPA--MAE,random,e886bf6679cafd21f411,0.08275959581196446,0.08763537133417103,-0.0048757755222065685,5.563707265659057,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_44/last_model_comparison_20260905_124643.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_44/last_model_comparison_20260905_124643.csv
TSLA,46,Shared-target JEPA--MAE,random,e886bf6679cafd21f411,0.07323697718699261,0.08763537133417103,-0.014398394147178417,16.429888899853562,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_46/last_model_comparison_20260905_124643.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_46/last_model_comparison_20260905_124643.csv
WMT,42,Shared-target JEPA--MAE,random,b380b7ce352ce232b9c4,0.016918488094031722,0.018267464162411342,-0.0013489760683796197,7.384583083816228,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_42/last_model_comparison_20260905_124742.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_42/last_model_comparison_20260905_124742.csv
WMT,44,Shared-target JEPA--MAE,random,b380b7ce352ce232b9c4,0.018323359786812907,0.018267464162411342,5.5895624401565425e-05,-0.3059845849681803,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_44/last_model_comparison_20260905_124743.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_44/last_model_comparison_20260905_124743.csv
WMT,46,Shared-target JEPA--MAE,random,b380b7ce352ce232b9c4,0.016229114207233587,0.018267464162411342,-0.0020383499551777547,11.15836296190488,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_46/last_model_comparison_20260905_124833.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_46/last_model_comparison_20260905_124833.csv
NVDA,42,GRU,random,afd51825e1d04aa23047,0.056004602524580685,0.05759803288999259,-0.001593430365411902,2.766466640371591,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_42/last_model_comparison_20260905_124144.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_42/last_model_comparison_20260905_124144.csv
NVDA,44,GRU,random,afd51825e1d04aa23047,0.056531996217611916,0.05759803288999259,-0.0010660366723806713,1.8508213195695624,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_44/last_model_comparison_20260905_124145.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_44/last_model_comparison_20260905_124145.csv
NVDA,46,GRU,random,afd51825e1d04aa23047,0.05276869068008811,0.05759803288999259,-0.004829342209904476,8.384561012922289,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_46/last_model_comparison_20260905_124244.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_46/last_model_comparison_20260905_124244.csv
AAPL,42,GRU,random,ba12dbf82e0de1f7b4be,0.020701464912302944,0.02222024246465654,-0.0015187775523535958,6.8351079191388635,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_42/last_model_comparison_20260905_124244.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_42/last_model_comparison_20260905_124244.csv
AAPL,44,GRU,random,ba12dbf82e0de1f7b4be,0.021615459589487934,0.02222024246465654,-0.0006047828751686059,2.721765417864238,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_44/last_model_comparison_20260905_124344.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_44/last_model_comparison_20260905_124344.csv
AAPL,46,GRU,random,ba12dbf82e0de1f7b4be,0.021574096702712556,0.02222024246465654,-0.0006461457619439843,2.9079149922497116,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_46/last_model_comparison_20260905_124343.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_46/last_model_comparison_20260905_124343.csv
AVGO,42,GRU,random,85bcd4edc11038a28a0d,0.06743455403969884,0.07196649888354975,-0.004531944843850916,6.297297929115789,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_42/last_model_comparison_20260905_124444.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_42/last_model_comparison_20260905_124444.csv
AVGO,44,GRU,random,85bcd4edc11038a28a0d,0.06753703904353192,0.07196649888354975,-0.00442945984001783,6.154891385205797,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_44/last_model_comparison_20260905_124444.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_44/last_model_comparison_20260905_124444.csv
AVGO,46,GRU,random,85bcd4edc11038a28a0d,0.06774974370821357,0.07196649888354975,-0.004216755175336179,5.859330717420871,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_46/last_model_comparison_20260905_124544.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_46/last_model_comparison_20260905_124544.csv
TSLA,42,GRU,random,e886bf6679cafd21f411,0.08552212353611846,0.08763537133417103,-0.002113247798052567,2.411409646447819,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_42/last_model_comparison_20260905_124544.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_42/last_model_comparison_20260905_124544.csv
TSLA,44,GRU,random,e886bf6679cafd21f411,0.08528314510943806,0.08763537133417103,-0.0023522262247329673,2.684105959639816,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_44/last_model_comparison_20260905_124643.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_44/last_model_comparison_20260905_124643.csv
TSLA,46,GRU,random,e886bf6679cafd21f411,0.08556335040532671,0.08763537133417103,-0.0020720209288443148,2.364366005757297,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_46/last_model_comparison_20260905_124643.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_46/last_model_comparison_20260905_124643.csv
WMT,42,GRU,random,b380b7ce352ce232b9c4,0.016581336770173084,0.018267464162411342,-0.0016861273922382583,9.23022143219952,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_42/last_model_comparison_20260905_124742.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_42/last_model_comparison_20260905_124742.csv
WMT,44,GRU,random,b380b7ce352ce232b9c4,0.01644563570037741,0.018267464162411342,-0.001821828462033933,9.973078068398127,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_44/last_model_comparison_20260905_124743.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_44/last_model_comparison_20260905_124743.csv
WMT,46,GRU,random,b380b7ce352ce232b9c4,0.016378121459773107,0.018267464162411342,-0.0018893427026382345,10.34266543971606,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_46/last_model_comparison_20260905_124833.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_46/last_model_comparison_20260905_124833.csv
NVDA,42,Drift,random,afd51825e1d04aa23047,0.06182109182014732,0.05759803288999259,0.004223058930154733,-7.331949926519924,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_42/last_model_comparison_20260905_124144.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_42/last_model_comparison_20260905_124144.csv
NVDA,44,Drift,random,afd51825e1d04aa23047,0.06182109182014732,0.05759803288999259,0.004223058930154733,-7.331949926519924,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_44/last_model_comparison_20260905_124145.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_44/last_model_comparison_20260905_124145.csv
NVDA,46,Drift,random,afd51825e1d04aa23047,0.06182109182014732,0.05759803288999259,0.004223058930154733,-7.331949926519924,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_46/last_model_comparison_20260905_124244.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/NVDA/seed_46/last_model_comparison_20260905_124244.csv
AAPL,42,Drift,random,ba12dbf82e0de1f7b4be,0.02389103878617134,0.02222024246465654,0.0016707963215147996,-7.5192533302566975,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_42/last_model_comparison_20260905_124244.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_42/last_model_comparison_20260905_124244.csv
AAPL,44,Drift,random,ba12dbf82e0de1f7b4be,0.02389103878617134,0.02222024246465654,0.0016707963215147996,-7.5192533302566975,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_44/last_model_comparison_20260905_124344.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_44/last_model_comparison_20260905_124344.csv
AAPL,46,Drift,random,ba12dbf82e0de1f7b4be,0.02389103878617134,0.02222024246465654,0.0016707963215147996,-7.5192533302566975,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_46/last_model_comparison_20260905_124343.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AAPL/seed_46/last_model_comparison_20260905_124343.csv
AVGO,42,Drift,random,85bcd4edc11038a28a0d,0.07318226387312521,0.07196649888354975,0.0012157649895754574,-1.6893485280459566,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_42/last_model_comparison_20260905_124444.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_42/last_model_comparison_20260905_124444.csv
AVGO,44,Drift,random,85bcd4edc11038a28a0d,0.07318226387312521,0.07196649888354975,0.0012157649895754574,-1.6893485280459566,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_44/last_model_comparison_20260905_124444.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_44/last_model_comparison_20260905_124444.csv
AVGO,46,Drift,random,85bcd4edc11038a28a0d,0.07318226387312521,0.07196649888354975,0.0012157649895754574,-1.6893485280459566,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_46/last_model_comparison_20260905_124544.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/AVGO/seed_46/last_model_comparison_20260905_124544.csv
TSLA,42,Drift,random,e886bf6679cafd21f411,0.08631103412615924,0.08763537133417103,-0.0013243372080117832,1.5111902738014575,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_42/last_model_comparison_20260905_124544.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_42/last_model_comparison_20260905_124544.csv
TSLA,44,Drift,random,e886bf6679cafd21f411,0.08631103412615924,0.08763537133417103,-0.0013243372080117832,1.5111902738014575,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_44/last_model_comparison_20260905_124643.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_44/last_model_comparison_20260905_124643.csv
TSLA,46,Drift,random,e886bf6679cafd21f411,0.08631103412615924,0.08763537133417103,-0.0013243372080117832,1.5111902738014575,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_46/last_model_comparison_20260905_124643.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/TSLA/seed_46/last_model_comparison_20260905_124643.csv
WMT,42,Drift,random,b380b7ce352ce232b9c4,0.01746665428484828,0.018267464162411342,-0.0008008098775630634,4.383804289655466,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_42/last_model_comparison_20260905_124742.csv,results/04_shared_joint_loss_jepa_1_mae_1/random/WMT/seed_42/last_model_comparison_20260905_124742.csv
