dataset,model,mean_rmse,std_rmse,num_runs
MNIST_ROWS,JEPA-MAE,0.10891726613044739,,1
MNIST_ROWS,JEPA-only,0.14645253121852875,,1
MNIST_ROWS,MAE-only,0.1091107651591301,,1
MNIST_ROWS,GRU,0.1702006608247757,,1
MNIST_ROWS,Naive-last,0.24622952938079834,,1
MNIST_ROWS,Drift,0.2782523036003113,,1
MNIST_ROWS,Mean-context,0.27828171849250793,,1
