dataset,model,mean_rmse,std_rmse,num_runs
SIN_COS,JEPA-MAE,0.008631282486021519,,1
SIN_COS,JEPA-only,0.009168757125735283,,1
SIN_COS,MAE-only,0.008288069628179073,,1
SIN_COS,GRU,0.0028741522692143917,,1
SIN_COS,Naive-last,0.08959664404392242,,1
SIN_COS,Drift,0.09266380220651627,,1
SIN_COS,Mean-context,0.07416389137506485,,1
