model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,10,0.0008895648065763179,0.0006170078091722834,-56.850851969761244,0.0004757555897761744,0.0013864275561205849,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100,0.007780617304048251,0.0063918100386294195,-29.022059196960434,0.005599848875634547,0.010310057022951163,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100
Local-MAE/Long-JEPA,10,0.0011499077802917834,0.0008764440962476806,-77.94866368547976,0.0006351787345401572,0.0017326006704302872,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100,0.009571558983769803,0.009343272717148797,-36.18292044659191,0.007238899544600888,0.012011539706954193,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100
GRU,10,0.0003068891920766152,0.00018930444327552049,-20.46371319078418,0.0001469922746527447,0.0004858714212954678,1.0,0.00390625,0.005859375,0.9636363636363636,10,1,9,0,16,100,0.003498814046600414,0.0032175896342500603,-13.126458356506134,0.002046540549988582,0.005026636775357008,0.0,0.001953125,0.005859375,1.0,10,0,10,0,16,100
