model,rolling_step,horizon_step,target_index,predicted_value,locked
naive_last,0,1,0,-0.2163979411125183,True
naive_last,0,2,1,-0.2163979411125183,True
naive_last,0,3,2,-0.2163979411125183,True
naive_last,0,4,3,-0.2163979411125183,True
naive_last,0,5,4,-0.2163979411125183,True
naive_last,1,1,1,-0.28158342838287354,True
naive_last,1,2,2,-0.28158342838287354,True
naive_last,1,3,3,-0.28158342838287354,True
naive_last,1,4,4,-0.28158342838287354,True
naive_last,1,5,5,-0.28158342838287354,True
naive_last,2,1,2,-0.19606423377990723,True
naive_last,2,2,3,-0.19606423377990723,True
naive_last,2,3,4,-0.19606423377990723,True
naive_last,2,4,5,-0.19606423377990723,True
naive_last,2,5,6,-0.19606423377990723,True
naive_last,3,1,3,-0.16492146253585815,True
naive_last,3,2,4,-0.16492146253585815,True
naive_last,3,3,5,-0.16492146253585815,True
naive_last,3,4,6,-0.16492146253585815,True
naive_last,3,5,7,-0.16492146253585815,True
naive_last,4,1,4,-0.06548953056335449,True
naive_last,4,2,5,-0.06548953056335449,True
naive_last,4,3,6,-0.06548953056335449,True
naive_last,4,4,7,-0.06548953056335449,True
naive_last,4,5,8,-0.06548953056335449,True
naive_last,5,1,5,-0.14995884895324707,True
naive_last,5,2,6,-0.14995884895324707,True
naive_last,5,3,7,-0.14995884895324707,True
naive_last,5,4,8,-0.14995884895324707,True
naive_last,5,5,9,-0.14995884895324707,True
naive_last,6,1,6,-0.06793403625488281,True
naive_last,6,2,7,-0.06793403625488281,True
naive_last,6,3,8,-0.06793403625488281,True
naive_last,6,4,9,-0.06793403625488281,True
naive_last,6,5,10,-0.06793403625488281,True
naive_last,7,1,7,0.06120193004608154,True
naive_last,7,2,8,0.06120193004608154,True
naive_last,7,3,9,0.06120193004608154,True
naive_last,7,4,10,0.06120193004608154,True
naive_last,7,5,11,0.06120193004608154,True
naive_last,8,1,8,0.1622554063796997,True
naive_last,8,2,9,0.1622554063796997,True
naive_last,8,3,10,0.1622554063796997,True
naive_last,8,4,11,0.1622554063796997,True
naive_last,8,5,12,0.1622554063796997,True
naive_last,9,1,9,0.3048914670944214,True
naive_last,9,2,10,0.3048914670944214,True
naive_last,9,3,11,0.3048914670944214,True
naive_last,9,4,12,0.3048914670944214,True
naive_last,9,5,13,0.3048914670944214,True
naive_last,10,1,10,0.23737335205078125,True
naive_last,10,2,11,0.23737335205078125,True
naive_last,10,3,12,0.23737335205078125,True
naive_last,10,4,13,0.23737335205078125,True
naive_last,10,5,14,0.23737335205078125,True
naive_last,11,1,11,0.20540225505828857,True
naive_last,11,2,12,0.20540225505828857,True
naive_last,11,3,13,0.20540225505828857,True
naive_last,11,4,14,0.20540225505828857,True
naive_last,11,5,15,0.20540225505828857,True
