model,n_stocks,mean_delta_rmse,median_delta_rmse,relative_rmse_improvement_pct,rmse_ci_low,rmse_ci_high,rmse_wilcoxon_statistic,rmse_p_value,rmse_holm_p_value,rmse_rank_biserial,rmse_wilcoxon_n,rmse_stock_wins,rmse_stock_losses,rmse_stock_ties,rmse_run_wins,rmse_run_total
Local-MAE/Long-JEPA,5,-0.0016402762975032625,-0.001436857318317858,3.1393932689219946,-0.0027861664553199025,-0.0006155922396052829,1.0,0.125,0.125,-0.8666666666666667,5,4,1,0,13,15
GRU,5,-0.003465076276806397,-0.003908232802113614,6.52389439068462,-0.005315035703534415,-0.0016151168500783794,0.0,0.0625,0.125,-1.0,5,5,0,0,15,15
