stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.0008102974786109984,3.6466635316867286
AAPL,Local-MAE/Long-JEPA,3,4.285455920544079e-07,-0.001928626983868605
AVGO,GRU,3,-0.003908232802113614,5.430627948759316
AVGO,Local-MAE/Long-JEPA,3,-0.003685705879987932,5.121418906249471
NVDA,GRU,3,-0.006114996013922606,10.616675096529313
NVDA,Local-MAE/Long-JEPA,3,-0.002118371678369949,3.677854211472571
TSLA,GRU,3,-0.005218476843856623,5.954760919489389
TSLA,Local-MAE/Long-JEPA,3,-0.001436857318317858,1.639586044359687
WMT,GRU,3,-0.0012733782455281427,6.970744456958356
WMT,Local-MAE/Long-JEPA,3,-0.0009608751564326284,5.260035809512112
