config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
a3fa44c72d77dc5b,local_long,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/AVGO/seed_42/last_model_comparison_20260825_112829.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/AVGO/seed_46/last_model_comparison_20260825_113249.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/AVGO/seed_50/last_model_comparison_20260825_113708.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/COST/seed_42/last_model_comparison_20260825_114128.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/COST/seed_46/last_model_comparison_20260825_114547.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/COST/seed_50/last_model_comparison_20260825_115009.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/NVDA/seed_42/last_model_comparison_20260825_111527.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/NVDA/seed_46/last_model_comparison_20260825_111948.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/local_long/NVDA/seed_50/last_model_comparison_20260825_112408.csv
a3fa44c72d77dc5b,random,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/AVGO/seed_42/last_model_comparison_20260825_112830.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/AVGO/seed_46/last_model_comparison_20260825_113250.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/AVGO/seed_50/last_model_comparison_20260825_113711.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/COST/seed_42/last_model_comparison_20260825_114131.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/COST/seed_46/last_model_comparison_20260825_114550.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/COST/seed_50/last_model_comparison_20260825_115011.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/NVDA/seed_42/last_model_comparison_20260825_111531.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/NVDA/seed_46/last_model_comparison_20260825_111950.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_4/random/NVDA/seed_50/last_model_comparison_20260825_112412.csv
