epoch,train_loss,mse_loss,trend_loss,val_mse,val_mae,val_trend_acc
0,0.24647800624370575,0.22281424167255562,23.663763427734374,0.06041010469198227,0.19852027297019958,0.3541666666666667
1,0.03956192222734292,0.03333420722434918,6.227714554468791,0.03574828803539276,0.14462091028690338,0.5625
2,0.019863444628814855,0.015472133768101533,4.391310938199362,0.021621275693178177,0.10978017747402191,0.4166666666666667
3,0.014476632016400497,0.011131554190069438,3.3450776100158692,0.02122817374765873,0.10815165936946869,0.4583333333333333
4,0.011301096839209398,0.008751742541790009,2.5493542273839314,0.020447593182325363,0.10757549107074738,0.4583333333333333
5,0.010187476345648368,0.008088697337855895,2.098778971036275,0.021430499851703644,0.10470397025346756,0.5
6,0.009536459979911645,0.00770419486798346,1.832265019416809,0.021297065541148186,0.10794118791818619,0.5208333333333334
7,0.009807465846339862,0.007925540069118142,1.8819256146748862,0.02244841679930687,0.10384149849414825,0.4583333333333333
8,0.009647826912502449,0.00805643309528629,1.591393733024597,0.022947514429688454,0.10522542148828506,0.5
9,0.009229652180025975,0.007654632814228535,1.5750192483266194,0.023738348856568336,0.10925137251615524,0.4791666666666667
10,0.009513949354489645,0.007882077169294158,1.6318721453348795,0.02125565893948078,0.10795117914676666,0.5
11,0.008488197935124238,0.007001097655544678,1.4871002594629923,0.020578676834702492,0.10259446501731873,0.6041666666666666
12,0.0076531020924448965,0.006403401990731557,1.2497000614802043,0.021427370607852936,0.10300178080797195,0.5
13,0.0077802582643926145,0.006476347055286169,1.3039111057917276,0.020521273836493492,0.103160060942173,0.5416666666666666
14,0.007458233957489332,0.006297739346822103,1.160494601726532,0.020576899871230125,0.10273836553096771,0.5625
15,0.00786353914688031,0.006550131179392338,1.3134078621864318,0.022447817027568817,0.10576602071523666,0.5208333333333334
16,0.008102478769918283,0.006851020408794284,1.2514582872390747,0.020233724266290665,0.10249924659729004,0.6875
17,0.007453254594778021,0.00620204812536637,1.2512063105901083,0.019972896203398705,0.10429374873638153,0.3958333333333333
18,0.007122023450210691,0.005943319092815121,1.1787043452262878,0.021187666803598404,0.103354811668396,0.5208333333333334
19,0.008074815229823193,0.006584963078300158,1.4898521105448406,0.02224169485270977,0.10625819861888885,0.5208333333333334
20,0.006888291426002979,0.0057777853527416784,1.1105060577392578,0.02098754607141018,0.10329639911651611,0.5833333333333334
21,0.007333377593507369,0.006019914584855238,1.3134629567464193,0.01983403041958809,0.1033175140619278,0.4166666666666667
22,0.007562395061055819,0.006051312045504649,1.511082895596822,0.021580765023827553,0.10393234342336655,0.5833333333333334
23,0.007483055318395297,0.005888618327056368,1.5944369355837504,0.01980552263557911,0.09952867031097412,0.625
24,0.00677340884382526,0.005584394590308269,1.1890142202377318,0.019959572702646255,0.101860411465168,0.5
