stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.0015913568190662902,7.677894799639726
AAPL,Shared-target JEPA--MAE,3,-0.0006827950072625563,3.294313489388937
AVGO,GRU,3,-0.004485400817909861,5.949671580245874
AVGO,Shared-target JEPA--MAE,3,-0.01397642343971611,18.53906322055527
NVDA,GRU,3,-0.0007825060434361736,1.5512303141749977
NVDA,Shared-target JEPA--MAE,3,0.0008032587144446735,-1.592370152823556
TSLA,GRU,3,-0.004117260142432906,4.421674036760093
TSLA,Shared-target JEPA--MAE,3,-0.007156636504960766,7.685769839604004
WMT,GRU,3,-0.0016422953425354117,10.436791031919206
WMT,Shared-target JEPA--MAE,3,0.00017697903095727276,-1.1247021868070533
