method,horizon,rmse,rmse_ci_low,rmse_ci_high,direction_accuracy,direction_ci_low,direction_ci_high,n_stocks,n_runs
Drift,1,0.021979706895315802,0.011756968402178113,0.03209677720506562,0.4888888888888888,0.42222222222222217,0.5777777777777777,5,15
Drift,2,0.04348841046760328,0.020733183868561756,0.0662436370666448,0.5222222222222224,0.4111111111111111,0.6222222222222222,5,15
Drift,3,0.05795574478987764,0.026252851189275884,0.08965863839047938,0.5888888888888888,0.4888888888888888,0.6555555555555556,5,15
Drift,4,0.06116834864978682,0.0283002283801037,0.09403646891946996,0.5,0.42222222222222217,0.5999999999999999,5,15
Drift,5,0.05888201453544591,0.0318334581047108,0.08547919422147701,0.6,0.5,0.7,5,15
GRU,1,0.02326984569802347,0.012553585064654576,0.0337261122166217,0.47037037037037044,0.4333333333333333,0.5,5,15
GRU,2,0.041097246982395426,0.01926561616166532,0.06292887780312553,0.5481481481481482,0.4481481481481482,0.6703703703703703,5,15
GRU,3,0.055456798828978415,0.024328943990954012,0.08658465366700283,0.5407407407407407,0.45925925925925926,0.6296296296296295,5,15
GRU,4,0.05735246882956331,0.025957488704838223,0.0887474489542884,0.5333333333333334,0.4481481481481482,0.5962962962962963,5,15
GRU,5,0.05552690950126833,0.029378273753856276,0.08126915096071927,0.47777777777777775,0.40740740740740744,0.548148148148148,5,15
Mean-context,1,0.02204905303715889,0.011772810677272028,0.03221163401735026,0.4888888888888888,0.39999999999999997,0.5888888888888888,5,15
Mean-context,2,0.043477929276616874,0.020797578691483336,0.06615827986175041,0.5222222222222224,0.4444444444444445,0.6000000000000001,5,15
Mean-context,3,0.05800844757953348,0.0264903472328252,0.08952654792624178,0.5888888888888888,0.4333333333333333,0.6888888888888889,5,15
Mean-context,4,0.060927008990380595,0.02849305194729031,0.09336096603347085,0.5,0.4333333333333333,0.5888888888888888,5,15
Mean-context,5,0.05881806289721083,0.03224429062418157,0.085286156371333,0.5777777777777777,0.5,0.6888888888888889,5,15
Naive-last,1,0.02156239163707491,0.011773834765312973,0.031350948508836844,0.0,0.0,0.0,5,15
Naive-last,2,0.04260435464198105,0.01990534638452027,0.06530336289944184,0.01111111111111111,0.0,0.03333333333333333,5,15
Naive-last,3,0.05769332265126078,0.025308433928597617,0.09007821137392394,0.0,0.0,0.0,5,15
Naive-last,4,0.06125592660370412,0.027985959158670713,0.09496688143523639,0.0,0.0,0.0,5,15
Naive-last,5,0.05949371648911357,0.03254345535979024,0.08644397761843689,0.01111111111111111,0.0,0.03333333333333333,5,15
Shared-target JEPA--MAE,1,0.024802955394191167,0.014313929586850783,0.035291981201531555,0.5037037037037037,0.45925925925925926,0.5592592592592592,5,15
Shared-target JEPA--MAE,2,0.04068085188841497,0.021514873724939692,0.061237747971841484,0.5296296296296297,0.4851851851851852,0.5851851851851853,5,15
Shared-target JEPA--MAE,3,0.052735168011693236,0.02419457608060368,0.08127575994278281,0.5444444444444445,0.5074074074074074,0.5814814814814815,5,15
Shared-target JEPA--MAE,4,0.05341132696982879,0.02727931839639374,0.08162559754015478,0.5814814814814815,0.5185185185185185,0.6444444444444445,5,15
Shared-target JEPA--MAE,5,0.05428087128294523,0.029301270675849884,0.07926047189004057,0.45555555555555555,0.39629629629629626,0.5111111111111111,5,15
