model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,locked
naive_last,relative_return,6,3,92,2024-11-15T00:00:00,0.0,True
naive_last,relative_return,6,4,93,2024-11-18T00:00:00,0.0,True
naive_last,relative_return,6,5,94,2024-11-19T00:00:00,0.0,True
naive_last,relative_return,7,1,95,2024-11-20T00:00:00,0.0,True
naive_last,relative_return,7,2,96,2024-11-21T00:00:00,0.0,True
naive_last,relative_return,7,3,97,2024-11-22T00:00:00,0.0,True
naive_last,relative_return,7,4,98,2024-11-25T00:00:00,0.0,True
naive_last,relative_return,7,5,99,2024-11-26T00:00:00,0.0,True
naive_last,relative_return,8,1,100,2024-11-27T00:00:00,0.0,True
naive_last,relative_return,8,2,101,2024-11-29T00:00:00,0.0,True
naive_last,relative_return,8,3,102,2024-12-02T00:00:00,0.0,True
naive_last,relative_return,8,4,103,2024-12-03T00:00:00,0.0,True
naive_last,relative_return,8,5,104,2024-12-04T00:00:00,0.0,True
naive_last,relative_return,9,1,105,2024-12-05T00:00:00,0.0,True
naive_last,relative_return,9,2,106,2024-12-06T00:00:00,0.0,True
naive_last,relative_return,9,3,107,2024-12-09T00:00:00,0.0,True
naive_last,relative_return,9,4,108,2024-12-10T00:00:00,0.0,True
naive_last,relative_return,9,5,109,2024-12-11T00:00:00,0.0,True
naive_last,relative_return,10,1,110,2024-12-12T00:00:00,0.0,True
naive_last,relative_return,10,2,111,2024-12-13T00:00:00,0.0,True
naive_last,relative_return,10,3,112,2024-12-16T00:00:00,0.0,True
naive_last,relative_return,10,4,113,2024-12-17T00:00:00,0.0,True
naive_last,relative_return,10,5,114,2024-12-18T00:00:00,0.0,True
naive_last,relative_return,11,1,115,2024-12-19T00:00:00,0.0,True
naive_last,relative_return,11,2,116,2024-12-20T00:00:00,0.0,True
naive_last,relative_return,11,3,117,2024-12-23T00:00:00,0.0,True
naive_last,relative_return,11,4,118,2024-12-24T00:00:00,0.0,True
naive_last,relative_return,11,5,119,2024-12-26T00:00:00,0.0,True
mean_context,relative_return,0,1,60,2024-10-02T00:00:00,-7.355809793807566e-05,True
mean_context,relative_return,0,2,61,2024-10-03T00:00:00,-0.0001471107971156016,True
mean_context,relative_return,0,3,62,2024-10-04T00:00:00,-0.00022065806842874736,True
mean_context,relative_return,0,4,63,2024-10-07T00:00:00,-0.0002941999409813434,True
mean_context,relative_return,0,5,64,2024-10-08T00:00:00,-0.00036773638566955924,True
mean_context,relative_return,1,1,65,2024-10-09T00:00:00,-0.000559373467694968,True
mean_context,relative_return,1,2,66,2024-10-10T00:00:00,-0.0011184340110048652,True
mean_context,relative_return,1,3,67,2024-10-11T00:00:00,-0.0016771819209679961,True
mean_context,relative_return,1,4,68,2024-10-14T00:00:00,-0.0022356172557920218,True
mean_context,relative_return,1,5,69,2024-10-15T00:00:00,-0.002793740015476942,True
mean_context,relative_return,2,1,70,2024-10-16T00:00:00,0.0007565963896922767,True
mean_context,relative_return,2,2,71,2024-10-17T00:00:00,0.0015137651935219765,True
mean_context,relative_return,2,3,72,2024-10-18T00:00:00,0.0022715069353580475,True
mean_context,relative_return,2,4,73,2024-10-21T00:00:00,0.0030298219062387943,True
mean_context,relative_return,2,5,74,2024-10-22T00:00:00,0.0037887105718255043,True
mean_context,relative_return,3,1,75,2024-10-23T00:00:00,0.0013709068298339844,True
mean_context,relative_return,3,2,76,2024-10-24T00:00:00,0.002743693068623543,True
mean_context,relative_return,3,3,77,2024-10-25T00:00:00,0.004118361044675112,True
mean_context,relative_return,3,4,78,2024-10-28T00:00:00,0.0054949140176177025,True
mean_context,relative_return,3,5,79,2024-10-29T00:00:00,0.006873353850096464,True
mean_context,relative_return,4,1,80,2024-10-30T00:00:00,0.00211257953196764,True
mean_context,relative_return,4,2,81,2024-10-31T00:00:00,0.004229621961712837,True
mean_context,relative_return,4,3,82,2024-11-01T00:00:00,0.006351137068122625,True
mean_context,relative_return,4,4,83,2024-11-04T00:00:00,0.008477133698761463,True
mean_context,relative_return,4,5,84,2024-11-05T00:00:00,0.010607621632516384,True
mean_context,relative_return,5,1,85,2024-11-06T00:00:00,0.00024233579460997134,True
mean_context,relative_return,5,2,86,2024-11-07T00:00:00,0.0004847303207498044,True
mean_context,relative_return,5,3,87,2024-11-08T00:00:00,0.0007271835347637534,True
mean_context,relative_return,5,4,88,2024-11-11T00:00:00,0.0009696955676190555,True
mean_context,relative_return,5,5,89,2024-11-12T00:00:00,0.0012122663902118802,True
mean_context,relative_return,6,1,90,2024-11-13T00:00:00,-9.205267269862816e-05,True
mean_context,relative_return,6,2,91,2024-11-14T00:00:00,-0.0001840968761825934,True
mean_context,relative_return,6,3,92,2024-11-15T00:00:00,-0.00027613260317593813,True
mean_context,relative_return,6,4,93,2024-11-18T00:00:00,-0.0003681598464027047,True
mean_context,relative_return,6,5,94,2024-11-19T00:00:00,-0.00046017864951863885,True
mean_context,relative_return,7,1,95,2024-11-20T00:00:00,0.00010133213072549552,True
mean_context,relative_return,7,2,96,2024-11-21T00:00:00,0.00020267452055122703,True
mean_context,relative_return,7,3,97,2024-11-22T00:00:00,0.000304027198581025,True
mean_context,relative_return,7,4,98,2024-11-25T00:00:00,0.000405390135711059,True
mean_context,relative_return,7,5,99,2024-11-26T00:00:00,0.0005067633464932442,True
mean_context,relative_return,8,1,100,2024-11-27T00:00:00,0.0011329582193866372,True
mean_context,relative_return,8,2,101,2024-11-29T00:00:00,0.002267200034111738,True
mean_context,relative_return,8,3,102,2024-12-02T00:00:00,0.0034027269575744867,True
mean_context,relative_return,8,4,103,2024-12-03T00:00:00,0.0045395405031740665,True
mean_context,relative_return,8,5,104,2024-12-04T00:00:00,0.005677641835063696,True
mean_context,relative_return,9,1,105,2024-12-05T00:00:00,0.0015593435382470489,True
mean_context,relative_return,9,2,106,2024-12-06T00:00:00,0.0031211187597364187,True
mean_context,relative_return,9,3,107,2024-12-09T00:00:00,0.004685329273343086,True
mean_context,relative_return,9,4,108,2024-12-10T00:00:00,0.006251978687942028,True
mean_context,relative_return,9,5,109,2024-12-11T00:00:00,0.007821070961654186,True
mean_context,relative_return,10,1,110,2024-12-12T00:00:00,0.0019440919859334826,True
mean_context,relative_return,10,2,111,2024-12-13T00:00:00,0.0038919635117053986,True
mean_context,relative_return,10,3,112,2024-12-16T00:00:00,0.005843621678650379,True
mean_context,relative_return,10,4,113,2024-12-17T00:00:00,0.007799074519425631,True
mean_context,relative_return,10,5,114,2024-12-18T00:00:00,0.009758329018950462,True
mean_context,relative_return,11,1,115,2024-12-19T00:00:00,0.0016142923850566149,True
mean_context,relative_return,11,2,116,2024-12-20T00:00:00,0.0032311908435076475,True
mean_context,relative_return,11,3,117,2024-12-23T00:00:00,0.004850699100643396,True
mean_context,relative_return,11,4,118,2024-12-24T00:00:00,0.006472822278738022,True
mean_context,relative_return,11,5,119,2024-12-26T00:00:00,0.008097563870251179,True
drift,relative_return,0,1,60,2024-10-02T00:00:00,-0.00018506802734918892,True
drift,relative_return,0,2,61,2024-10-03T00:00:00,-0.00037013605469837785,True
drift,relative_return,0,3,62,2024-10-04T00:00:00,-0.0005552041111513972,True
drift,relative_return,0,4,63,2024-10-07T00:00:00,-0.0007402721093967557,True
drift,relative_return,0,5,64,2024-10-08T00:00:00,-0.0009253401658497751,True
drift,relative_return,1,1,65,2024-10-09T00:00:00,-0.0006794079672545195,True
drift,relative_return,1,2,66,2024-10-10T00:00:00,-0.001358815934509039,True
drift,relative_return,1,3,67,2024-10-11T00:00:00,-0.0020382239017635584,True
drift,relative_return,1,4,68,2024-10-14T00:00:00,-0.002717631869018078,True
drift,relative_return,1,5,69,2024-10-15T00:00:00,-0.0033970398362725973,True
drift,relative_return,2,1,70,2024-10-16T00:00:00,0.000640713085886091,True
drift,relative_return,2,2,71,2024-10-17T00:00:00,0.001281426171772182,True
drift,relative_return,2,3,72,2024-10-18T00:00:00,0.001922139199450612,True
drift,relative_return,2,4,73,2024-10-21T00:00:00,0.002562852343544364,True
drift,relative_return,2,5,74,2024-10-22T00:00:00,0.003203565487638116,True
drift,relative_return,3,1,75,2024-10-23T00:00:00,0.0012259498471394181,True
drift,relative_return,3,2,76,2024-10-24T00:00:00,0.0024518996942788363,True
drift,relative_return,3,3,77,2024-10-25T00:00:00,0.0036778494250029325,True
drift,relative_return,3,4,78,2024-10-28T00:00:00,0.0049037993885576725,True
drift,relative_return,3,5,79,2024-10-29T00:00:00,0.006129749119281769,True
drift,relative_return,4,1,80,2024-10-30T00:00:00,0.0019178135553374887,True
drift,relative_return,4,2,81,2024-10-31T00:00:00,0.0038356271106749773,True
drift,relative_return,4,3,82,2024-11-01T00:00:00,0.005753440782427788,True
drift,relative_return,4,4,83,2024-11-04T00:00:00,0.007671254221349955,True
drift,relative_return,4,5,84,2024-11-05T00:00:00,0.009589067660272121,True
drift,relative_return,5,1,85,2024-11-06T00:00:00,0.00016535681788809597,True
drift,relative_return,5,2,86,2024-11-07T00:00:00,0.00033071363577619195,True
drift,relative_return,5,3,87,2024-11-08T00:00:00,0.0004960704827681184,True
drift,relative_return,5,4,88,2024-11-11T00:00:00,0.0006614272715523839,True
drift,relative_return,5,5,89,2024-11-12T00:00:00,0.0008267841185443103,True
drift,relative_return,6,1,90,2024-11-13T00:00:00,-0.00017234143160749227,True
drift,relative_return,6,2,91,2024-11-14T00:00:00,-0.00034468286321498454,True
drift,relative_return,6,3,92,2024-11-15T00:00:00,-0.000517024309374392,True
drift,relative_return,6,4,93,2024-11-18T00:00:00,-0.0006893657264299691,True
drift,relative_return,6,5,94,2024-11-19T00:00:00,-0.0008617071434855461,True
drift,relative_return,7,1,95,2024-11-20T00:00:00,1.856215385487303e-05,True
drift,relative_return,7,2,96,2024-11-21T00:00:00,3.712430770974606e-05,True
drift,relative_return,7,3,97,2024-11-22T00:00:00,5.56864652025979e-05,True
drift,relative_return,7,4,98,2024-11-25T00:00:00,7.424861541949213e-05,True
drift,relative_return,7,5,99,2024-11-26T00:00:00,9.281077655032277e-05,True
drift,relative_return,8,1,100,2024-11-27T00:00:00,0.0010246203746646643,True
drift,relative_return,8,2,101,2024-11-29T00:00:00,0.0020492407493293285,True
drift,relative_return,8,3,102,2024-12-02T00:00:00,0.003073861123993993,True
drift,relative_return,8,4,103,2024-12-03T00:00:00,0.004098481498658657,True
drift,relative_return,8,5,104,2024-12-04T00:00:00,0.005123102106153965,True
drift,relative_return,9,1,105,2024-12-05T00:00:00,0.001419345266185701,True
drift,relative_return,9,2,106,2024-12-06T00:00:00,0.002838690532371402,True
drift,relative_return,9,3,107,2024-12-09T00:00:00,0.004258035682141781,True
drift,relative_return,9,4,108,2024-12-10T00:00:00,0.005677381064742804,True
drift,relative_return,9,5,109,2024-12-11T00:00:00,0.007096725981682539,True
drift,relative_return,10,1,110,2024-12-12T00:00:00,0.0017740600742399693,True
drift,relative_return,10,2,111,2024-12-13T00:00:00,0.0035481201484799385,True
drift,relative_return,10,3,112,2024-12-16T00:00:00,0.005322180222719908,True
drift,relative_return,10,4,113,2024-12-17T00:00:00,0.007096240296959877,True
drift,relative_return,10,5,114,2024-12-18T00:00:00,0.008870299905538559,True
drift,relative_return,11,1,115,2024-12-19T00:00:00,0.0014813849702477455,True
drift,relative_return,11,2,116,2024-12-20T00:00:00,0.002962769940495491,True
drift,relative_return,11,3,117,2024-12-23T00:00:00,0.0044441549107432365,True
drift,relative_return,11,4,118,2024-12-24T00:00:00,0.005925539880990982,True
drift,relative_return,11,5,119,2024-12-26T00:00:00,0.007406924851238728,True
