Date,Open,High,Low,Close,Volume,sentiment_mean,sentiment_sum,sentiment_max,sentiment_min,sentiment_std,news_count
2015-01-02,27.84749984741211,27.86000061035156,26.837499618530277,27.332500457763672,212818400,0.03587005799636245,0.1434802319854498,0.9355463702231646,-0.5111483857035637,0.6266223058435352,4.0
2015-01-05,27.07250022888184,27.162500381469727,26.352500915527344,26.5625,257142000,-0.09624058892950416,-0.5774435335770249,0.6731366291642189,-0.9528170041739941,0.6990365978074459,6.0
2015-01-06,26.63500022888184,26.857500076293945,26.15749931335449,26.565000534057617,263188400,-0.06593857208887736,-0.19781571626663208,0.05472641810774803,-0.14490342885255814,0.10614704327296572,3.0
2015-01-07,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,160423600,-0.37535431887954473,-0.7507086377590895,-0.07224522531032562,-0.6784634124487638,0.4286609910042051,2.0
2015-01-08,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,237458000,0.15597051195800304,1.5597051195800304,0.9370056223124266,-0.9444581679999828,0.549466007495294,10.0
2015-01-09,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,214798000,0.14866922022774814,1.4866922022774816,0.8527384139597416,-0.3843661490827799,0.39826594150458544,10.0
2015-01-12,28.149999618530277,28.15749931335449,27.200000762939453,27.3125,198603200,0.3142358886078,3.142358886078,0.9266145192086697,-0.955641170963645,0.5792587300207692,10.0
2015-01-13,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,268367600,0.09717369254897623,1.6519527733325958,0.7360414415597916,-0.9150387374684215,0.5356337180792511,17.0
2015-01-14,27.26000022888184,27.622499465942383,27.125,27.450000762939453,195826400,-0.09273235251506169,-1.3909852877259254,0.9276609662920237,-0.9370122896507382,0.6038371985771994,15.0
2015-01-15,27.5,27.51499938964844,26.665000915527344,26.70499992370605,240056000,-0.011671236250549555,-0.1517260712571442,0.8993208725005388,-0.9680047291330993,0.6641361408086666,13.0
2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,314053200,0.4527990226633847,1.8111960906535387,0.8316141553223133,0.018914472311735153,0.3847306590584687,4.0
