stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.0008894797804295829,4.0030156369553
AAPL,Local-MAE/Long-JEPA,3,-0.00036267610759347854,1.63218789430561
AVGO,GRU,3,-0.00307914429298795,4.278580090397849
AVGO,Local-MAE/Long-JEPA,3,-0.003112934834510301,4.325533245055308
NVDA,GRU,3,-0.0037712728780964883,6.5475723542491515
NVDA,Local-MAE/Long-JEPA,3,-0.003004680738646938,5.216637770226678
TSLA,GRU,3,-0.0025928965668541256,2.958732903597678
TSLA,Local-MAE/Long-JEPA,3,-0.0025299246320958555,2.886876147815648
WMT,GRU,3,-0.002783839329527046,15.23933100279625
WMT,Local-MAE/Long-JEPA,3,-0.0011483093176513544,6.286090436209594
