method,mse,mse_std_across_stocks,mae,mae_std_across_stocks,direction_accuracy,direction_accuracy_std_across_stocks,mse_average_rank,mae_average_rank,direction_accuracy_average_rank,mse_stock_wins,mse_stock_second_places,mae_stock_wins,mae_stock_second_places,direction_accuracy_stock_wins,direction_accuracy_stock_second_places,n_stocks,n_direction_stocks
Shared-target JEPA--MAE,0.0027791899120114924,0.0022227442299142097,0.03775495308194696,0.018003886395950162,0.5102339181286549,0.02464870657907514,3.6666666666666665,3.3333333333333335,3.0,0,0,0,0,0,1,3,3
Local-MAE/Long-JEPA,0.003090866525509267,0.0022435758556564917,0.040314738586414274,0.017225261478593375,0.5043859649122807,0.03508771929824561,4.666666666666667,4.666666666666667,3.0,0,0,0,0,0,2,3,3
GRU,0.0026384512433474624,0.001823702606557453,0.03802473083062217,0.01693379748598576,0.5065789473684211,0.0037983570341422546,3.6666666666666665,4.0,2.6666666666666665,0,0,0,0,1,1,3,3
Naive-last,0.0017991177082022775,0.00131089527137936,0.030171586546981544,0.013379593392502746,0.0021929824561403508,0.003798357034142275,1.0,1.3333333333333333,5.5,3,0,2,1,0,0,3,3
Drift,0.0018934205551617486,0.0013820829128502262,0.030511409843650954,0.013403259338156458,0.5394736842105262,0.03663002870282907,2.0,1.6666666666666667,1.3333333333333333,0,3,1,2,2,1,3,3
Mean-context,0.0204347583560817,0.01705982526080744,0.10381425582755789,0.06713848211825689,0.0021929824561403508,0.003798357034142275,6.0,6.0,5.5,0,0,0,0,0,0,3,3
