stock,method,mse_mean,mse_std,mae_mean,mae_std,direction_accuracy_mean,direction_accuracy_std,n_valid_seeds,n_direction_seeds
AVGO,Shared-target JEPA--MAE,0.004982158090698655,0.0015193472499984886,0.05304765703254624,0.007522138496189675,0.537280701754386,0.049814985489476084,3,3
AVGO,Local-MAE/Long-JEPA,0.005348662756419019,0.0004956703255852758,0.05514671278692651,0.004105458924812392,0.5394736842105263,0.023720732075420938,3,3
AVGO,GRU,0.0036027015675792807,0.0001600225195831804,0.047010019803909876,0.0018367688284840642,0.5109649122807017,0.043804790253153945,3,3
AVGO,Naive-last,0.00301088671668516,0.0,0.03984621198553788,0.0,0.0,0.0,3,3
AVGO,Drift,0.003206176350828088,0.0,0.040613234099490865,0.0,0.5723684210526315,0.0,3,3
AVGO,Mean-context,0.03377415824343458,0.0,0.15762535544896597,0.0,0.0,0.0,3,3
COST,Shared-target JEPA--MAE,0.0005371838744416884,6.433447898529927e-05,0.0179127071349955,0.0009959474107809935,0.4890350877192982,0.023104503843975308,3,3
COST,Local-MAE/Long-JEPA,0.0008617867183088653,0.00010577544576360166,0.021421859964826373,0.0006750412299237601,0.4692982456140351,0.051101667533908074,3,3
COST,GRU,0.0005350435082885843,2.5122334365117385e-05,0.018492075245369933,0.000352266379198273,0.5043859649122807,0.021148356932002108,3,3
COST,Naive-last,0.00040763896067421763,0.0,0.014902843613373599,0.0,0.006578947368421052,0.0,3,3
COST,Drift,0.00045113086603079433,0.0,0.015306078928130617,0.0,0.5,0.0,3,3
COST,Mean-context,0.00121185380508482,0.0,0.02857807443299525,0.0,0.006578947368421052,0.0,3,3
NVDA,Shared-target JEPA--MAE,0.002818227770894135,0.0003015285506371702,0.042304495078299136,0.0027472609746984787,0.5043859649122807,0.04667499266182622,3,3
NVDA,Local-MAE/Long-JEPA,0.003062150101799917,0.0006465419282942176,0.04437564300748994,0.005370568597633238,0.5043859649122807,0.051101667533908095,3,3
NVDA,GRU,0.0037776086541745223,0.0012349450168564439,0.0485720974425867,0.006551672669966323,0.5043859649122807,0.013695171049119288,3,3
NVDA,Naive-last,0.0019788274472474546,0.0,0.03576570404203314,0.0,0.0,0.0,3,3
NVDA,Drift,0.002022954448626363,0.0,0.03561491650333139,0.0,0.5460526315789473,0.0,3,3
NVDA,Mean-context,0.0263182630197257,0.0,0.12523933760071246,0.0,0.0,0.0,3,3
