model,forecast_target,rmse,trend_accuracy
GRU,relative_return,0.02859460934996605,0.488
naive_last,relative_return,0.028900789096951485,0.004
TS-JEPA,relative_return,0.030396267771720886,0.524
drift,relative_return,0.03128292039036751,0.472
mean_context,relative_return,0.03132099658250809,0.468
