stock,model,n_paired_seeds,delta_mse,relative_mse_improvement_pct,delta_mae,relative_mae_improvement_pct
AAPL,GRU,5,3.722721553600654e-05,-3.155181165658981,0.0006766530503764009,-3.1850908779597966
AAPL,Shared-target JEPA--MAE,5,0.00021664459064101613,-18.36164543037861,0.003418995381492236,-16.093640596639496
AVGO,GRU,5,-0.00017623604018517292,6.213782797648835,-0.00017452593549693445,0.48411702059028683
AVGO,Shared-target JEPA--MAE,5,0.000703238605976855,-24.794996232723836,0.007302536744085195,-20.256486929759017
NVDA,GRU,5,0.00023366037904842045,-11.238668110184022,0.0014358748010310674,-4.241893132193158
NVDA,Shared-target JEPA--MAE,5,0.00021294178875306633,-10.2421390409912,0.00239830376506832,-7.085122089092351
TSLA,GRU,5,5.315992702157081e-05,-1.5877732101128241,0.000375364735151186,-0.9074061908965575
TSLA,Shared-target JEPA--MAE,5,0.0009696040670835657,-28.959997659647513,0.00881969327719784,-21.32071431354539
WMT,GRU,5,-3.809518642575085e-05,5.281492779563883,-0.00034406369601032715,1.8268036043373066
WMT,Shared-target JEPA--MAE,5,9.482032418197254e-05,-13.145830339984329,0.0022824606731975186,-12.118707765175639
