config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
7a9288fa8ec9d59a,random,relative_return,window_return,raw,5,fixed_pretraining_epoch_500,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,125,results/normalization_pilot_window_return/random/AAPL/seed_42/last_model_comparison_20260828_091659.csv;results/normalization_pilot_window_return/random/AAPL/seed_44/last_model_comparison_20260828_091717.csv;results/normalization_pilot_window_return/random/AAPL/seed_46/last_model_comparison_20260828_091735.csv;results/normalization_pilot_window_return/random/AAPL/seed_48/last_model_comparison_20260828_091753.csv;results/normalization_pilot_window_return/random/AAPL/seed_50/last_model_comparison_20260828_091811.csv;results/normalization_pilot_window_return/random/AVGO/seed_42/last_model_comparison_20260828_091830.csv;results/normalization_pilot_window_return/random/AVGO/seed_44/last_model_comparison_20260828_091848.csv;results/normalization_pilot_window_return/random/AVGO/seed_46/last_model_comparison_20260828_091906.csv;results/normalization_pilot_window_return/random/AVGO/seed_48/last_model_comparison_20260828_091924.csv;results/normalization_pilot_window_return/random/AVGO/seed_50/last_model_comparison_20260828_091943.csv;results/normalization_pilot_window_return/random/NVDA/seed_42/last_model_comparison_20260828_091527.csv;results/normalization_pilot_window_return/random/NVDA/seed_44/last_model_comparison_20260828_091545.csv;results/normalization_pilot_window_return/random/NVDA/seed_46/last_model_comparison_20260828_091604.csv;results/normalization_pilot_window_return/random/NVDA/seed_48/last_model_comparison_20260828_091622.csv;results/normalization_pilot_window_return/random/NVDA/seed_50/last_model_comparison_20260828_091641.csv;results/normalization_pilot_window_return/random/TSLA/seed_42/last_model_comparison_20260828_092000.csv;results/normalization_pilot_window_return/random/TSLA/seed_44/last_model_comparison_20260828_092018.csv;results/normalization_pilot_window_return/random/TSLA/seed_46/last_model_comparison_20260828_092037.csv;results/normalization_pilot_window_return/random/TSLA/seed_48/last_model_comparison_20260828_092055.csv;results/normalization_pilot_window_return/random/TSLA/seed_50/last_model_comparison_20260828_092113.csv;results/normalization_pilot_window_return/random/WMT/seed_42/last_model_comparison_20260828_092131.csv;results/normalization_pilot_window_return/random/WMT/seed_44/last_model_comparison_20260828_092149.csv;results/normalization_pilot_window_return/random/WMT/seed_46/last_model_comparison_20260828_092208.csv;results/normalization_pilot_window_return/random/WMT/seed_48/last_model_comparison_20260828_092226.csv;results/normalization_pilot_window_return/random/WMT/seed_50/last_model_comparison_20260828_092244.csv
