model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,10,0.0006661715268647578,0.00039098775202464024,-36.504321266049594,0.0002850161817022502,0.0011758274145936157,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100,0.005853052496815122,0.00532018954730837,-20.56619179562183,0.003744277130067878,0.008602482315601234,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100
Local-MAE/Long-JEPA,10,0.0008396341657900472,0.0003295499245420493,-42.49023426645251,0.00030777621883722173,0.0015643472009009534,0.0,0.001953125,0.005859375,1.0,10,0,10,0,2,100,0.0064330082497296,0.004465491408574098,-21.714225044692434,0.003732137274985828,0.00982556032556328,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100
GRU,10,0.00029750413505498307,0.00015851968157721137,-19.900239080999146,0.0001014025003498851,0.0005421019718446801,1.0,0.00390625,0.005859375,0.9636363636363636,10,1,9,0,12,100,0.0034832218929429794,0.0030314160479036558,-13.043274105757416,0.0019867847666956207,0.005082258231568915,1.0,0.00390625,0.005859375,0.9636363636363636,10,1,9,0,8,100
