config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
d6336968aa7facb1,local_long,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,500,results/top10_without_sentiment/local_long/AAPL/seed_42/last_model_comparison_20260823_132825.csv;results/top10_without_sentiment/local_long/AAPL/seed_43/last_model_comparison_20260823_133538.csv;results/top10_without_sentiment/local_long/AAPL/seed_44/last_model_comparison_20260823_134247.csv;results/top10_without_sentiment/local_long/AAPL/seed_45/last_model_comparison_20260823_134958.csv;results/top10_without_sentiment/local_long/AAPL/seed_46/last_model_comparison_20260823_135710.csv;results/top10_without_sentiment/local_long/AAPL/seed_47/last_model_comparison_20260823_140420.csv;results/top10_without_sentiment/local_long/AAPL/seed_48/last_model_comparison_20260823_141132.csv;results/top10_without_sentiment/local_long/AAPL/seed_49/last_model_comparison_20260823_141849.csv;results/top10_without_sentiment/local_long/AAPL/seed_50/last_model_comparison_20260823_142600.csv;results/top10_without_sentiment/local_long/AAPL/seed_51/last_model_comparison_20260823_143306.csv;results/top10_without_sentiment/local_long/AMZN/seed_42/last_model_comparison_20260823_155212.csv;results/top10_without_sentiment/local_long/AMZN/seed_43/last_model_comparison_20260823_155926.csv;results/top10_without_sentiment/local_long/AMZN/seed_44/last_model_comparison_20260823_160640.csv;results/top10_without_sentiment/local_long/AMZN/seed_45/last_model_comparison_20260823_161351.csv;results/top10_without_sentiment/local_long/AMZN/seed_46/last_model_comparison_20260823_162112.csv;results/top10_without_sentiment/local_long/AMZN/seed_47/last_model_comparison_20260823_162832.csv;results/top10_without_sentiment/local_long/AMZN/seed_48/last_model_comparison_20260823_163553.csv;results/top10_without_sentiment/local_long/AMZN/seed_49/last_model_comparison_20260823_164312.csv;results/top10_without_sentiment/local_long/AMZN/seed_50/last_model_comparison_20260823_165028.csv;results/top10_without_sentiment/local_long/AMZN/seed_51/last_model_comparison_20260823_165742.csv;results/top10_without_sentiment/local_long/AVGO/seed_42/last_model_comparison_20260823_181755.csv;results/top10_without_sentiment/local_long/AVGO/seed_43/last_model_comparison_20260823_182514.csv;results/top10_without_sentiment/local_long/AVGO/seed_44/last_model_comparison_20260823_183231.csv;results/top10_without_sentiment/local_long/AVGO/seed_45/last_model_comparison_20260823_183949.csv;results/top10_without_sentiment/local_long/AVGO/seed_46/last_model_comparison_20260823_184709.csv;results/top10_without_sentiment/local_long/AVGO/seed_47/last_model_comparison_20260823_185429.csv;results/top10_without_sentiment/local_long/AVGO/seed_48/last_model_comparison_20260823_190150.csv;results/top10_without_sentiment/local_long/AVGO/seed_49/last_model_comparison_20260823_190910.csv;results/top10_without_sentiment/local_long/AVGO/seed_50/last_model_comparison_20260823_191627.csv;results/top10_without_sentiment/local_long/AVGO/seed_51/last_model_comparison_20260823_192339.csv;results/top10_without_sentiment/local_long/COST/seed_42/last_model_comparison_20260823_215551.csv;results/top10_without_sentiment/local_long/COST/seed_43/last_model_comparison_20260823_220311.csv;results/top10_without_sentiment/local_long/COST/seed_44/last_model_comparison_20260823_221024.csv;results/top10_without_sentiment/local_long/COST/seed_45/last_model_comparison_20260823_221739.csv;results/top10_without_sentiment/local_long/COST/seed_46/last_model_comparison_20260823_222451.csv;results/top10_without_sentiment/local_long/COST/seed_47/last_model_comparison_20260823_223204.csv;results/top10_without_sentiment/local_long/COST/seed_48/last_model_comparison_20260823_223919.csv;results/top10_without_sentiment/local_long/COST/seed_49/last_model_comparison_20260823_224630.csv;results/top10_without_sentiment/local_long/COST/seed_50/last_model_comparison_20260823_225342.csv;results/top10_without_sentiment/local_long/COST/seed_51/last_model_comparison_20260823_230057.csv;results/top10_without_sentiment/local_long/GOOGL/seed_42/last_model_comparison_20260823_170502.csv;results/top10_without_sentiment/local_long/GOOGL/seed_43/last_model_comparison_20260823_171218.csv;results/top10_without_sentiment/local_long/GOOGL/seed_44/last_model_comparison_20260823_171937.csv;results/top10_without_sentiment/local_long/GOOGL/seed_45/last_model_comparison_20260823_172654.csv;results/top10_without_sentiment/local_long/GOOGL/seed_46/last_model_comparison_20260823_173409.csv;results/top10_without_sentiment/local_long/GOOGL/seed_47/last_model_comparison_20260823_174129.csv;results/top10_without_sentiment/local_long/GOOGL/seed_48/last_model_comparison_20260823_174844.csv;results/top10_without_sentiment/local_long/GOOGL/seed_49/last_model_comparison_20260823_175558.csv;results/top10_without_sentiment/local_long/GOOGL/seed_50/last_model_comparison_20260823_180319.csv;results/top10_without_sentiment/local_long/GOOGL/seed_51/last_model_comparison_20260823_181035.csv;results/top10_without_sentiment/local_long/META/seed_42/last_model_comparison_20260823_193056.csv;results/top10_without_sentiment/local_long/META/seed_43/last_model_comparison_20260823_193814.csv;results/top10_without_sentiment/local_long/META/seed_44/last_model_comparison_20260823_194533.csv;results/top10_without_sentiment/local_long/META/seed_45/last_model_comparison_20260823_195257.csv;results/top10_without_sentiment/local_long/META/seed_46/last_model_comparison_20260823_200014.csv;results/top10_without_sentiment/local_long/META/seed_47/last_model_comparison_20260823_200724.csv;results/top10_without_sentiment/local_long/META/seed_48/last_model_comparison_20260823_201438.csv;results/top10_without_sentiment/local_long/META/seed_49/last_model_comparison_20260823_202148.csv;results/top10_without_sentiment/local_long/META/seed_50/last_model_comparison_20260823_202901.csv;results/top10_without_sentiment/local_long/META/seed_51/last_model_comparison_20260823_203620.csv;results/top10_without_sentiment/local_long/MSFT/seed_42/last_model_comparison_20260823_144017.csv;results/top10_without_sentiment/local_long/MSFT/seed_43/last_model_comparison_20260823_144724.csv;results/top10_without_sentiment/local_long/MSFT/seed_44/last_model_comparison_20260823_145435.csv;results/top10_without_sentiment/local_long/MSFT/seed_45/last_model_comparison_20260823_150149.csv;results/top10_without_sentiment/local_long/MSFT/seed_46/last_model_comparison_20260823_150856.csv;results/top10_without_sentiment/local_long/MSFT/seed_47/last_model_comparison_20260823_151610.csv;results/top10_without_sentiment/local_long/MSFT/seed_48/last_model_comparison_20260823_152325.csv;results/top10_without_sentiment/local_long/MSFT/seed_49/last_model_comparison_20260823_153034.csv;results/top10_without_sentiment/local_long/MSFT/seed_50/last_model_comparison_20260823_153746.csv;results/top10_without_sentiment/local_long/MSFT/seed_51/last_model_comparison_20260823_154456.csv;results/top10_without_sentiment/local_long/NVDA/seed_42/last_model_comparison_20260823_121706.csv;results/top10_without_sentiment/local_long/NVDA/seed_43/last_model_comparison_20260823_122416.csv;results/top10_without_sentiment/local_long/NVDA/seed_44/last_model_comparison_20260823_123128.csv;results/top10_without_sentiment/local_long/NVDA/seed_45/last_model_comparison_20260823_123837.csv;results/top10_without_sentiment/local_long/NVDA/seed_46/last_model_comparison_20260823_124541.csv;results/top10_without_sentiment/local_long/NVDA/seed_47/last_model_comparison_20260823_125251.csv;results/top10_without_sentiment/local_long/NVDA/seed_48/last_model_comparison_20260823_130000.csv;results/top10_without_sentiment/local_long/NVDA/seed_49/last_model_comparison_20260823_130704.csv;results/top10_without_sentiment/local_long/NVDA/seed_50/last_model_comparison_20260823_131411.csv;results/top10_without_sentiment/local_long/NVDA/seed_51/last_model_comparison_20260823_132115.csv;results/top10_without_sentiment/local_long/TSLA/seed_42/last_model_comparison_20260823_204329.csv;results/top10_without_sentiment/local_long/TSLA/seed_43/last_model_comparison_20260823_205040.csv;results/top10_without_sentiment/local_long/TSLA/seed_44/last_model_comparison_20260823_205756.csv;results/top10_without_sentiment/local_long/TSLA/seed_45/last_model_comparison_20260823_210510.csv;results/top10_without_sentiment/local_long/TSLA/seed_46/last_model_comparison_20260823_211222.csv;results/top10_without_sentiment/local_long/TSLA/seed_47/last_model_comparison_20260823_211932.csv;results/top10_without_sentiment/local_long/TSLA/seed_48/last_model_comparison_20260823_212647.csv;results/top10_without_sentiment/local_long/TSLA/seed_49/last_model_comparison_20260823_213405.csv;results/top10_without_sentiment/local_long/TSLA/seed_50/last_model_comparison_20260823_214120.csv;results/top10_without_sentiment/local_long/TSLA/seed_51/last_model_comparison_20260823_214833.csv;results/top10_without_sentiment/local_long/WMT/seed_42/last_model_comparison_20260823_230813.csv;results/top10_without_sentiment/local_long/WMT/seed_43/last_model_comparison_20260823_231530.csv;results/top10_without_sentiment/local_long/WMT/seed_44/last_model_comparison_20260823_232245.csv;results/top10_without_sentiment/local_long/WMT/seed_45/last_model_comparison_20260823_232959.csv;results/top10_without_sentiment/local_long/WMT/seed_46/last_model_comparison_20260823_233707.csv;results/top10_without_sentiment/local_long/WMT/seed_47/last_model_comparison_20260823_234421.csv;results/top10_without_sentiment/local_long/WMT/seed_48/last_model_comparison_20260823_235136.csv;results/top10_without_sentiment/local_long/WMT/seed_49/last_model_comparison_20260823_235848.csv;results/top10_without_sentiment/local_long/WMT/seed_50/last_model_comparison_20260824_000601.csv;results/top10_without_sentiment/local_long/WMT/seed_51/last_model_comparison_20260824_001313.csv
d6336968aa7facb1,random,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,500,results/top10_without_sentiment/random/AAPL/seed_42/last_model_comparison_20260823_132445.csv;results/top10_without_sentiment/random/AAPL/seed_43/last_model_comparison_20260823_133157.csv;results/top10_without_sentiment/random/AAPL/seed_44/last_model_comparison_20260823_133909.csv;results/top10_without_sentiment/random/AAPL/seed_45/last_model_comparison_20260823_134621.csv;results/top10_without_sentiment/random/AAPL/seed_46/last_model_comparison_20260823_135331.csv;results/top10_without_sentiment/random/AAPL/seed_47/last_model_comparison_20260823_140043.csv;results/top10_without_sentiment/random/AAPL/seed_48/last_model_comparison_20260823_140754.csv;results/top10_without_sentiment/random/AAPL/seed_49/last_model_comparison_20260823_141509.csv;results/top10_without_sentiment/random/AAPL/seed_50/last_model_comparison_20260823_142222.csv;results/top10_without_sentiment/random/AAPL/seed_51/last_model_comparison_20260823_142932.csv;results/top10_without_sentiment/random/AMZN/seed_42/last_model_comparison_20260823_154836.csv;results/top10_without_sentiment/random/AMZN/seed_43/last_model_comparison_20260823_155548.csv;results/top10_without_sentiment/random/AMZN/seed_44/last_model_comparison_20260823_160300.csv;results/top10_without_sentiment/random/AMZN/seed_45/last_model_comparison_20260823_161011.csv;results/top10_without_sentiment/random/AMZN/seed_46/last_model_comparison_20260823_161730.csv;results/top10_without_sentiment/random/AMZN/seed_47/last_model_comparison_20260823_162448.csv;results/top10_without_sentiment/random/AMZN/seed_48/last_model_comparison_20260823_163212.csv;results/top10_without_sentiment/random/AMZN/seed_49/last_model_comparison_20260823_163932.csv;results/top10_without_sentiment/random/AMZN/seed_50/last_model_comparison_20260823_164648.csv;results/top10_without_sentiment/random/AMZN/seed_51/last_model_comparison_20260823_165404.csv;results/top10_without_sentiment/random/AVGO/seed_42/last_model_comparison_20260823_181414.csv;results/top10_without_sentiment/random/AVGO/seed_43/last_model_comparison_20260823_182133.csv;results/top10_without_sentiment/random/AVGO/seed_44/last_model_comparison_20260823_182849.csv;results/top10_without_sentiment/random/AVGO/seed_45/last_model_comparison_20260823_183608.csv;results/top10_without_sentiment/random/AVGO/seed_46/last_model_comparison_20260823_184325.csv;results/top10_without_sentiment/random/AVGO/seed_47/last_model_comparison_20260823_185045.csv;results/top10_without_sentiment/random/AVGO/seed_48/last_model_comparison_20260823_185808.csv;results/top10_without_sentiment/random/AVGO/seed_49/last_model_comparison_20260823_190527.csv;results/top10_without_sentiment/random/AVGO/seed_50/last_model_comparison_20260823_191247.csv;results/top10_without_sentiment/random/AVGO/seed_51/last_model_comparison_20260823_192001.csv;results/top10_without_sentiment/random/COST/seed_42/last_model_comparison_20260823_215211.csv;results/top10_without_sentiment/random/COST/seed_43/last_model_comparison_20260823_215929.csv;results/top10_without_sentiment/random/COST/seed_44/last_model_comparison_20260823_220644.csv;results/top10_without_sentiment/random/COST/seed_45/last_model_comparison_20260823_221358.csv;results/top10_without_sentiment/random/COST/seed_46/last_model_comparison_20260823_222114.csv;results/top10_without_sentiment/random/COST/seed_47/last_model_comparison_20260823_222827.csv;results/top10_without_sentiment/random/COST/seed_48/last_model_comparison_20260823_223539.csv;results/top10_without_sentiment/random/COST/seed_49/last_model_comparison_20260823_224252.csv;results/top10_without_sentiment/random/COST/seed_50/last_model_comparison_20260823_225003.csv;results/top10_without_sentiment/random/COST/seed_51/last_model_comparison_20260823_225716.csv;results/top10_without_sentiment/random/GOOGL/seed_42/last_model_comparison_20260823_170119.csv;results/top10_without_sentiment/random/GOOGL/seed_43/last_model_comparison_20260823_170839.csv;results/top10_without_sentiment/random/GOOGL/seed_44/last_model_comparison_20260823_171554.csv;results/top10_without_sentiment/random/GOOGL/seed_45/last_model_comparison_20260823_172315.csv;results/top10_without_sentiment/random/GOOGL/seed_46/last_model_comparison_20260823_173030.csv;results/top10_without_sentiment/random/GOOGL/seed_47/last_model_comparison_20260823_173746.csv;results/top10_without_sentiment/random/GOOGL/seed_48/last_model_comparison_20260823_174506.csv;results/top10_without_sentiment/random/GOOGL/seed_49/last_model_comparison_20260823_175216.csv;results/top10_without_sentiment/random/GOOGL/seed_50/last_model_comparison_20260823_175936.csv;results/top10_without_sentiment/random/GOOGL/seed_51/last_model_comparison_20260823_180656.csv;results/top10_without_sentiment/random/META/seed_42/last_model_comparison_20260823_192716.csv;results/top10_without_sentiment/random/META/seed_43/last_model_comparison_20260823_193433.csv;results/top10_without_sentiment/random/META/seed_44/last_model_comparison_20260823_194151.csv;results/top10_without_sentiment/random/META/seed_45/last_model_comparison_20260823_194915.csv;results/top10_without_sentiment/random/META/seed_46/last_model_comparison_20260823_195635.csv;results/top10_without_sentiment/random/META/seed_47/last_model_comparison_20260823_200348.csv;results/top10_without_sentiment/random/META/seed_48/last_model_comparison_20260823_201058.csv;results/top10_without_sentiment/random/META/seed_49/last_model_comparison_20260823_201810.csv;results/top10_without_sentiment/random/META/seed_50/last_model_comparison_20260823_202525.csv;results/top10_without_sentiment/random/META/seed_51/last_model_comparison_20260823_203238.csv;results/top10_without_sentiment/random/MSFT/seed_42/last_model_comparison_20260823_143637.csv;results/top10_without_sentiment/random/MSFT/seed_43/last_model_comparison_20260823_144347.csv;results/top10_without_sentiment/random/MSFT/seed_44/last_model_comparison_20260823_145056.csv;results/top10_without_sentiment/random/MSFT/seed_45/last_model_comparison_20260823_145808.csv;results/top10_without_sentiment/random/MSFT/seed_46/last_model_comparison_20260823_150520.csv;results/top10_without_sentiment/random/MSFT/seed_47/last_model_comparison_20260823_151229.csv;results/top10_without_sentiment/random/MSFT/seed_48/last_model_comparison_20260823_151945.csv;results/top10_without_sentiment/random/MSFT/seed_49/last_model_comparison_20260823_152659.csv;results/top10_without_sentiment/random/MSFT/seed_50/last_model_comparison_20260823_153409.csv;results/top10_without_sentiment/random/MSFT/seed_51/last_model_comparison_20260823_154120.csv;results/top10_without_sentiment/random/NVDA/seed_42/last_model_comparison_20260823_121329.csv;results/top10_without_sentiment/random/NVDA/seed_43/last_model_comparison_20260823_122037.csv;results/top10_without_sentiment/random/NVDA/seed_44/last_model_comparison_20260823_122748.csv;results/top10_without_sentiment/random/NVDA/seed_45/last_model_comparison_20260823_123503.csv;results/top10_without_sentiment/random/NVDA/seed_46/last_model_comparison_20260823_124206.csv;results/top10_without_sentiment/random/NVDA/seed_47/last_model_comparison_20260823_124916.csv;results/top10_without_sentiment/random/NVDA/seed_48/last_model_comparison_20260823_125625.csv;results/top10_without_sentiment/random/NVDA/seed_49/last_model_comparison_20260823_130330.csv;results/top10_without_sentiment/random/NVDA/seed_50/last_model_comparison_20260823_131037.csv;results/top10_without_sentiment/random/NVDA/seed_51/last_model_comparison_20260823_131743.csv;results/top10_without_sentiment/random/TSLA/seed_42/last_model_comparison_20260823_203954.csv;results/top10_without_sentiment/random/TSLA/seed_43/last_model_comparison_20260823_204701.csv;results/top10_without_sentiment/random/TSLA/seed_44/last_model_comparison_20260823_205414.csv;results/top10_without_sentiment/random/TSLA/seed_45/last_model_comparison_20260823_210130.csv;results/top10_without_sentiment/random/TSLA/seed_46/last_model_comparison_20260823_210844.csv;results/top10_without_sentiment/random/TSLA/seed_47/last_model_comparison_20260823_211556.csv;results/top10_without_sentiment/random/TSLA/seed_48/last_model_comparison_20260823_212308.csv;results/top10_without_sentiment/random/TSLA/seed_49/last_model_comparison_20260823_213024.csv;results/top10_without_sentiment/random/TSLA/seed_50/last_model_comparison_20260823_213738.csv;results/top10_without_sentiment/random/TSLA/seed_51/last_model_comparison_20260823_214457.csv;results/top10_without_sentiment/random/WMT/seed_42/last_model_comparison_20260823_230435.csv;results/top10_without_sentiment/random/WMT/seed_43/last_model_comparison_20260823_231152.csv;results/top10_without_sentiment/random/WMT/seed_44/last_model_comparison_20260823_231905.csv;results/top10_without_sentiment/random/WMT/seed_45/last_model_comparison_20260823_232622.csv;results/top10_without_sentiment/random/WMT/seed_46/last_model_comparison_20260823_233331.csv;results/top10_without_sentiment/random/WMT/seed_47/last_model_comparison_20260823_234042.csv;results/top10_without_sentiment/random/WMT/seed_48/last_model_comparison_20260823_234757.csv;results/top10_without_sentiment/random/WMT/seed_49/last_model_comparison_20260823_235511.csv;results/top10_without_sentiment/random/WMT/seed_50/last_model_comparison_20260824_000226.csv;results/top10_without_sentiment/random/WMT/seed_51/last_model_comparison_20260824_000932.csv
