severity,status,stock,seed,method,strategy,source_file,details
warning,unsupported_model_row,AAPL,49,,random,results/top10_without_sentiment/random/AAPL/seed_49/last_model_comparison_20260823_141509.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,50,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_50/last_model_comparison_20260823_142600.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,50,,random,results/top10_without_sentiment/random/AAPL/seed_50/last_model_comparison_20260823_142222.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,51,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_51/last_model_comparison_20260823_143306.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,51,,random,results/top10_without_sentiment/random/AAPL/seed_51/last_model_comparison_20260823_142932.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,42,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_42/last_model_comparison_20260823_155212.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,42,,random,results/top10_without_sentiment/random/AMZN/seed_42/last_model_comparison_20260823_154836.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,43,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_43/last_model_comparison_20260823_155926.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,43,,random,results/top10_without_sentiment/random/AMZN/seed_43/last_model_comparison_20260823_155548.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,44,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_44/last_model_comparison_20260823_160640.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,44,,random,results/top10_without_sentiment/random/AMZN/seed_44/last_model_comparison_20260823_160300.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,45,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_45/last_model_comparison_20260823_161351.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,45,,random,results/top10_without_sentiment/random/AMZN/seed_45/last_model_comparison_20260823_161011.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,46,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_46/last_model_comparison_20260823_162112.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,46,,random,results/top10_without_sentiment/random/AMZN/seed_46/last_model_comparison_20260823_161730.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,47,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_47/last_model_comparison_20260823_162832.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,47,,random,results/top10_without_sentiment/random/AMZN/seed_47/last_model_comparison_20260823_162448.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,48,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_48/last_model_comparison_20260823_163553.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,48,,random,results/top10_without_sentiment/random/AMZN/seed_48/last_model_comparison_20260823_163212.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,49,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_49/last_model_comparison_20260823_164312.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,49,,random,results/top10_without_sentiment/random/AMZN/seed_49/last_model_comparison_20260823_163932.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,50,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_50/last_model_comparison_20260823_165028.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,50,,random,results/top10_without_sentiment/random/AMZN/seed_50/last_model_comparison_20260823_164648.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,51,,local_long,results/top10_without_sentiment/local_long/AMZN/seed_51/last_model_comparison_20260823_165742.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AMZN,51,,random,results/top10_without_sentiment/random/AMZN/seed_51/last_model_comparison_20260823_165404.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,42,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_42/last_model_comparison_20260823_181755.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,42,,random,results/top10_without_sentiment/random/AVGO/seed_42/last_model_comparison_20260823_181414.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,43,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_43/last_model_comparison_20260823_182514.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,43,,random,results/top10_without_sentiment/random/AVGO/seed_43/last_model_comparison_20260823_182133.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,44,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_44/last_model_comparison_20260823_183231.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,44,,random,results/top10_without_sentiment/random/AVGO/seed_44/last_model_comparison_20260823_182849.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,45,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_45/last_model_comparison_20260823_183949.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,45,,random,results/top10_without_sentiment/random/AVGO/seed_45/last_model_comparison_20260823_183608.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,46,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_46/last_model_comparison_20260823_184709.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,46,,random,results/top10_without_sentiment/random/AVGO/seed_46/last_model_comparison_20260823_184325.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,47,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_47/last_model_comparison_20260823_185429.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,47,,random,results/top10_without_sentiment/random/AVGO/seed_47/last_model_comparison_20260823_185045.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,48,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_48/last_model_comparison_20260823_190150.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,48,,random,results/top10_without_sentiment/random/AVGO/seed_48/last_model_comparison_20260823_185808.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,49,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_49/last_model_comparison_20260823_190910.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,49,,random,results/top10_without_sentiment/random/AVGO/seed_49/last_model_comparison_20260823_190527.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,50,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_50/last_model_comparison_20260823_191627.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,50,,random,results/top10_without_sentiment/random/AVGO/seed_50/last_model_comparison_20260823_191247.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,51,,local_long,results/top10_without_sentiment/local_long/AVGO/seed_51/last_model_comparison_20260823_192339.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AVGO,51,,random,results/top10_without_sentiment/random/AVGO/seed_51/last_model_comparison_20260823_192001.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,42,,local_long,results/top10_without_sentiment/local_long/COST/seed_42/last_model_comparison_20260823_215551.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,42,,random,results/top10_without_sentiment/random/COST/seed_42/last_model_comparison_20260823_215211.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,43,,local_long,results/top10_without_sentiment/local_long/COST/seed_43/last_model_comparison_20260823_220311.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,43,,random,results/top10_without_sentiment/random/COST/seed_43/last_model_comparison_20260823_215929.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,44,,local_long,results/top10_without_sentiment/local_long/COST/seed_44/last_model_comparison_20260823_221024.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,44,,random,results/top10_without_sentiment/random/COST/seed_44/last_model_comparison_20260823_220644.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,45,,local_long,results/top10_without_sentiment/local_long/COST/seed_45/last_model_comparison_20260823_221739.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,45,,random,results/top10_without_sentiment/random/COST/seed_45/last_model_comparison_20260823_221358.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,46,,local_long,results/top10_without_sentiment/local_long/COST/seed_46/last_model_comparison_20260823_222451.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,46,,random,results/top10_without_sentiment/random/COST/seed_46/last_model_comparison_20260823_222114.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,47,,local_long,results/top10_without_sentiment/local_long/COST/seed_47/last_model_comparison_20260823_223204.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,47,,random,results/top10_without_sentiment/random/COST/seed_47/last_model_comparison_20260823_222827.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,48,,local_long,results/top10_without_sentiment/local_long/COST/seed_48/last_model_comparison_20260823_223919.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,48,,random,results/top10_without_sentiment/random/COST/seed_48/last_model_comparison_20260823_223539.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,49,,local_long,results/top10_without_sentiment/local_long/COST/seed_49/last_model_comparison_20260823_224630.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,49,,random,results/top10_without_sentiment/random/COST/seed_49/last_model_comparison_20260823_224252.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,50,,local_long,results/top10_without_sentiment/local_long/COST/seed_50/last_model_comparison_20260823_225342.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,50,,random,results/top10_without_sentiment/random/COST/seed_50/last_model_comparison_20260823_225003.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,51,,local_long,results/top10_without_sentiment/local_long/COST/seed_51/last_model_comparison_20260823_230057.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,COST,51,,random,results/top10_without_sentiment/random/COST/seed_51/last_model_comparison_20260823_225716.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,42,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_42/last_model_comparison_20260823_170502.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,42,,random,results/top10_without_sentiment/random/GOOGL/seed_42/last_model_comparison_20260823_170119.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,43,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_43/last_model_comparison_20260823_171218.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,43,,random,results/top10_without_sentiment/random/GOOGL/seed_43/last_model_comparison_20260823_170839.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,44,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_44/last_model_comparison_20260823_171937.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,44,,random,results/top10_without_sentiment/random/GOOGL/seed_44/last_model_comparison_20260823_171554.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,45,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_45/last_model_comparison_20260823_172654.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,45,,random,results/top10_without_sentiment/random/GOOGL/seed_45/last_model_comparison_20260823_172315.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,46,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_46/last_model_comparison_20260823_173409.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,46,,random,results/top10_without_sentiment/random/GOOGL/seed_46/last_model_comparison_20260823_173030.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,47,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_47/last_model_comparison_20260823_174129.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,47,,random,results/top10_without_sentiment/random/GOOGL/seed_47/last_model_comparison_20260823_173746.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,48,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_48/last_model_comparison_20260823_174844.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,48,,random,results/top10_without_sentiment/random/GOOGL/seed_48/last_model_comparison_20260823_174506.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,49,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_49/last_model_comparison_20260823_175558.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,49,,random,results/top10_without_sentiment/random/GOOGL/seed_49/last_model_comparison_20260823_175216.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,50,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_50/last_model_comparison_20260823_180319.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,50,,random,results/top10_without_sentiment/random/GOOGL/seed_50/last_model_comparison_20260823_175936.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,51,,local_long,results/top10_without_sentiment/local_long/GOOGL/seed_51/last_model_comparison_20260823_181035.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,GOOGL,51,,random,results/top10_without_sentiment/random/GOOGL/seed_51/last_model_comparison_20260823_180656.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,42,,local_long,results/top10_without_sentiment/local_long/META/seed_42/last_model_comparison_20260823_193056.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,42,,random,results/top10_without_sentiment/random/META/seed_42/last_model_comparison_20260823_192716.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,43,,local_long,results/top10_without_sentiment/local_long/META/seed_43/last_model_comparison_20260823_193814.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,43,,random,results/top10_without_sentiment/random/META/seed_43/last_model_comparison_20260823_193433.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,44,,local_long,results/top10_without_sentiment/local_long/META/seed_44/last_model_comparison_20260823_194533.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,44,,random,results/top10_without_sentiment/random/META/seed_44/last_model_comparison_20260823_194151.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,45,,local_long,results/top10_without_sentiment/local_long/META/seed_45/last_model_comparison_20260823_195257.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,45,,random,results/top10_without_sentiment/random/META/seed_45/last_model_comparison_20260823_194915.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,46,,local_long,results/top10_without_sentiment/local_long/META/seed_46/last_model_comparison_20260823_200014.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,46,,random,results/top10_without_sentiment/random/META/seed_46/last_model_comparison_20260823_195635.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,47,,local_long,results/top10_without_sentiment/local_long/META/seed_47/last_model_comparison_20260823_200724.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,47,,random,results/top10_without_sentiment/random/META/seed_47/last_model_comparison_20260823_200348.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,48,,local_long,results/top10_without_sentiment/local_long/META/seed_48/last_model_comparison_20260823_201438.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,48,,random,results/top10_without_sentiment/random/META/seed_48/last_model_comparison_20260823_201058.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,49,,local_long,results/top10_without_sentiment/local_long/META/seed_49/last_model_comparison_20260823_202148.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,49,,random,results/top10_without_sentiment/random/META/seed_49/last_model_comparison_20260823_201810.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,50,,local_long,results/top10_without_sentiment/local_long/META/seed_50/last_model_comparison_20260823_202901.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,50,,random,results/top10_without_sentiment/random/META/seed_50/last_model_comparison_20260823_202525.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,51,,local_long,results/top10_without_sentiment/local_long/META/seed_51/last_model_comparison_20260823_203620.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,META,51,,random,results/top10_without_sentiment/random/META/seed_51/last_model_comparison_20260823_203238.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,42,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_42/last_model_comparison_20260823_144017.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,42,,random,results/top10_without_sentiment/random/MSFT/seed_42/last_model_comparison_20260823_143637.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,43,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_43/last_model_comparison_20260823_144724.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,43,,random,results/top10_without_sentiment/random/MSFT/seed_43/last_model_comparison_20260823_144347.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,44,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_44/last_model_comparison_20260823_145435.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,44,,random,results/top10_without_sentiment/random/MSFT/seed_44/last_model_comparison_20260823_145056.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,45,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_45/last_model_comparison_20260823_150149.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,45,,random,results/top10_without_sentiment/random/MSFT/seed_45/last_model_comparison_20260823_145808.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,46,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_46/last_model_comparison_20260823_150856.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,46,,random,results/top10_without_sentiment/random/MSFT/seed_46/last_model_comparison_20260823_150520.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,47,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_47/last_model_comparison_20260823_151610.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,47,,random,results/top10_without_sentiment/random/MSFT/seed_47/last_model_comparison_20260823_151229.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,48,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_48/last_model_comparison_20260823_152325.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,48,,random,results/top10_without_sentiment/random/MSFT/seed_48/last_model_comparison_20260823_151945.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,49,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_49/last_model_comparison_20260823_153034.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,49,,random,results/top10_without_sentiment/random/MSFT/seed_49/last_model_comparison_20260823_152659.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,50,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_50/last_model_comparison_20260823_153746.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,50,,random,results/top10_without_sentiment/random/MSFT/seed_50/last_model_comparison_20260823_153409.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,51,,local_long,results/top10_without_sentiment/local_long/MSFT/seed_51/last_model_comparison_20260823_154456.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,MSFT,51,,random,results/top10_without_sentiment/random/MSFT/seed_51/last_model_comparison_20260823_154120.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,42,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_42/last_model_comparison_20260823_121706.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,42,,random,results/top10_without_sentiment/random/NVDA/seed_42/last_model_comparison_20260823_121329.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,43,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_43/last_model_comparison_20260823_122416.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,43,,random,results/top10_without_sentiment/random/NVDA/seed_43/last_model_comparison_20260823_122037.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,44,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_44/last_model_comparison_20260823_123128.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,44,,random,results/top10_without_sentiment/random/NVDA/seed_44/last_model_comparison_20260823_122748.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,45,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_45/last_model_comparison_20260823_123837.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,45,,random,results/top10_without_sentiment/random/NVDA/seed_45/last_model_comparison_20260823_123503.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,46,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_46/last_model_comparison_20260823_124541.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,46,,random,results/top10_without_sentiment/random/NVDA/seed_46/last_model_comparison_20260823_124206.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,47,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_47/last_model_comparison_20260823_125251.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,47,,random,results/top10_without_sentiment/random/NVDA/seed_47/last_model_comparison_20260823_124916.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,48,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_48/last_model_comparison_20260823_130000.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,48,,random,results/top10_without_sentiment/random/NVDA/seed_48/last_model_comparison_20260823_125625.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,49,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_49/last_model_comparison_20260823_130704.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,49,,random,results/top10_without_sentiment/random/NVDA/seed_49/last_model_comparison_20260823_130330.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,50,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_50/last_model_comparison_20260823_131411.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,50,,random,results/top10_without_sentiment/random/NVDA/seed_50/last_model_comparison_20260823_131037.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,51,,local_long,results/top10_without_sentiment/local_long/NVDA/seed_51/last_model_comparison_20260823_132115.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,NVDA,51,,random,results/top10_without_sentiment/random/NVDA/seed_51/last_model_comparison_20260823_131743.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,TSLA,42,,local_long,results/top10_without_sentiment/local_long/TSLA/seed_42/last_model_comparison_20260823_204329.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,TSLA,42,,random,results/top10_without_sentiment/random/TSLA/seed_42/last_model_comparison_20260823_203954.csv,Model 'previous_patch' is not part of the thesis method set
