severity,status,stock,seed,method,strategy,source_file,details
warning,unsupported_model_row,AAPL,42,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_42/last_model_comparison_20260823_132825.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,42,,random,results/top10_without_sentiment/random/AAPL/seed_42/last_model_comparison_20260823_132445.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,43,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_43/last_model_comparison_20260823_133538.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,43,,random,results/top10_without_sentiment/random/AAPL/seed_43/last_model_comparison_20260823_133157.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,44,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_44/last_model_comparison_20260823_134247.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,44,,random,results/top10_without_sentiment/random/AAPL/seed_44/last_model_comparison_20260823_133909.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,45,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_45/last_model_comparison_20260823_134958.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,45,,random,results/top10_without_sentiment/random/AAPL/seed_45/last_model_comparison_20260823_134621.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,46,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_46/last_model_comparison_20260823_135710.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,46,,random,results/top10_without_sentiment/random/AAPL/seed_46/last_model_comparison_20260823_135331.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,47,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_47/last_model_comparison_20260823_140420.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,47,,random,results/top10_without_sentiment/random/AAPL/seed_47/last_model_comparison_20260823_140043.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,48,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_48/last_model_comparison_20260823_141132.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,48,,random,results/top10_without_sentiment/random/AAPL/seed_48/last_model_comparison_20260823_140754.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,49,,local_long,results/top10_without_sentiment/local_long/AAPL/seed_49/last_model_comparison_20260823_141849.csv,Model 'previous_patch' is not part of the thesis method set
