method,horizon,mse,mse_ci_low,mse_ci_high,mae,mae_ci_low,mae_ci_high,direction_accuracy,direction_ci_low,direction_ci_high,n_stocks,n_runs
Drift,1,0.0005095011459179539,0.00022351930568227256,0.0009498242883357568,0.014804109608399136,0.010920254205258578,0.01939955019173028,,,,10,100
Drift,2,0.0011255359264209937,0.0006992932151426583,0.0016170323916811194,0.02326928583941863,0.01853453472169348,0.028396174190673144,0.5105263157894737,0.47105263157894733,0.5526315789473685,10,100
Drift,3,0.0015680353919432562,0.0009955748077150365,0.0022720257358668752,0.02921253040059175,0.023251792886838204,0.03588443811597626,0.5236842105263158,0.48157894736842105,0.5684210526315788,10,100
Drift,4,0.0023850225253545534,0.00152432233933638,0.0033931146657583365,0.035771322327261594,0.02875848730364324,0.04348706283193007,0.5421052631578946,0.48421052631578937,0.5947368421052632,10,100
Drift,5,0.0027350651097682137,0.001797245328460639,0.003816179749911531,0.03795233509736135,0.03091028919788137,0.04542247254030753,0.5552631578947369,0.5131578947368421,0.5973684210526315,10,100
GRU,1,0.0007807004736961864,0.00037723350840810277,0.001373169739243913,0.018790462187983057,0.013999001158319799,0.024335448668340823,,,,10,100
GRU,2,0.0011817054098644442,0.0007504623265251835,0.0016814707651665115,0.025326328488728518,0.02011495439096745,0.030949707230513202,0.5094736842105263,0.4881578947368421,0.5360526315789473,10,100
GRU,3,0.0017852520464945235,0.001121336161127555,0.0025843165904511998,0.03187614532889136,0.02529875287057764,0.039132285671627236,0.4921052631578947,0.46868421052631587,0.5155263157894737,10,100
GRU,4,0.0025575813751791145,0.0016690200623205806,0.0035660879615794496,0.03803556962337002,0.030687333071500206,0.045773154273812997,0.5223684210526315,0.4947368421052631,0.5492105263157895,10,100
GRU,5,0.002762904016872755,0.001910503211033951,0.0036952336805493972,0.03965185916492421,0.03281197670209956,0.04684831747277271,0.5126315789473684,0.4860526315789473,0.5423684210526316,10,100
Local-MAE/Long-JEPA,1,0.001129322989981398,0.0005078834844285877,0.001853033487959117,0.02206167697587883,0.015801425565818417,0.028857372077682797,,,,10,100
Local-MAE/Long-JEPA,2,0.0017258251214806249,0.0009009895568780348,0.0028005651815812844,0.028818168800330324,0.02183297091472195,0.03678780141494874,0.5402631578947369,0.4976315789473684,0.5826315789473684,10,100
Local-MAE/Long-JEPA,3,0.0024703690542337,0.0011947167549123615,0.004134683491512383,0.035012000523198174,0.0262534365062081,0.04511535713720244,0.511578947368421,0.4836842105263158,0.5413157894736841,10,100
Local-MAE/Long-JEPA,4,0.003030743258344171,0.0017762092515179236,0.004518847992808846,0.040085033037344384,0.03127738917479291,0.04977830473909546,0.5028947368421053,0.47552631578947374,0.5278947368421053,10,100
Local-MAE/Long-JEPA,5,0.003422533051742451,0.002084760634999511,0.005055656337484798,0.04245241724107855,0.03375434731185592,0.05196365877471275,0.5292105263157895,0.5052565789473684,0.55,10,100
Mean-context,1,0.01394753371877748,0.007901815045404112,0.020495424492951025,0.08917907029872846,0.06445134681686651,0.11404001578844288,,,,10,100
Mean-context,2,0.01374799040988256,0.007517506340199133,0.020315954510401673,0.08775688990771364,0.06320443754367785,0.11316570879308864,0.005263157894736842,0.0,0.013157894736842105,10,100
Mean-context,3,0.014411243012937147,0.00806744104269965,0.021003078547505983,0.09046082616236832,0.0654721853070537,0.11557449871607355,0.0,0.0,0.0,10,100
Mean-context,4,0.015949541535528668,0.009053133340498171,0.023170862648086186,0.09542802251181504,0.0704346275705393,0.12085914618248159,0.0,0.0,0.0,10,100
Mean-context,5,0.017284992973939383,0.009700242531710956,0.02536333882071144,0.09884321903312077,0.07101461698980864,0.1274864466100418,0.0,0.0,0.0,10,100
Naive-last,1,0.0004799321776628671,0.0002162338843168455,0.0008854194819436672,0.01429727783328608,0.01059119375912766,0.018678370282838218,,,,10,100
Naive-last,2,0.0010122125998604681,0.0006312326658295534,0.0014374191950891348,0.022272435928645883,0.01773071210635336,0.027274413814670155,0.005263157894736842,0.0,0.013157894736842105,10,100
Naive-last,3,0.0013897623642005264,0.0009104648694489994,0.0019331125630760067,0.028121761271828093,0.022387340108030715,0.03433047931053135,0.0,0.0,0.0,10,100
Naive-last,4,0.0021521928194282035,0.0014348603428315757,0.0029801208527029405,0.034754235493509394,0.027934644473226442,0.041864721712313195,0.0,0.0,0.0,10,100
Naive-last,5,0.0025465226856800434,0.0016836528483964706,0.0035117800679755084,0.03681854480191281,0.029827921735612974,0.044204578956491034,0.0,0.0,0.0,10,100
Shared-target JEPA--MAE,1,0.0009706783505519059,0.0004899199160014131,0.0015250814064130512,0.021240068730962534,0.015871759546736457,0.02700188722982267,,,,10,100
Shared-target JEPA--MAE,2,0.0015387336910582543,0.0008842470781425589,0.0023975864428357687,0.028059560172749975,0.02178106928457686,0.03518864885504177,0.5271052631578946,0.48894736842105263,0.5660526315789473,10,100
Shared-target JEPA--MAE,3,0.0022020345953645045,0.0012191420953577422,0.0034943729999528483,0.033930695124589336,0.026426336565759573,0.042537748988434404,0.5031578947368422,0.47026315789473694,0.535,10,100
Shared-target JEPA--MAE,4,0.0029503244732086167,0.0017953223831491246,0.004282372264513455,0.04001675290291467,0.03133130819836974,0.04954950154889803,0.5221052631578946,0.4931578947368422,0.5502631578947369,10,100
Shared-target JEPA--MAE,5,0.0032497091709726153,0.0020685856897757833,0.004611331389686061,0.042282440882041354,0.034066656391753644,0.051179988918636794,0.5444736842105264,0.5168355263157894,0.5731578947368422,10,100
