forecast_target,rolling_step,horizon_step,target_index,predicted_value,locked
relative_return,0,1,0,0.02198275551199913,True
relative_return,0,2,1,-0.010518776252865791,True
relative_return,0,3,2,0.003793947398662567,True
relative_return,0,4,3,0.011260646395385265,True
relative_return,0,5,4,0.015239089727401733,True
relative_return,1,1,1,0.0022549331188201904,True
relative_return,1,2,2,-0.020232029259204865,True
relative_return,1,3,3,-0.0019419873133301735,True
relative_return,1,4,4,0.031209051609039307,True
relative_return,1,5,5,0.04738110303878784,True
relative_return,2,1,2,0.026584893465042114,True
relative_return,2,2,3,0.03155718743801117,True
relative_return,2,3,4,-0.00929170474410057,True
relative_return,2,4,5,-0.0021939538419246674,True
relative_return,2,5,6,0.027428191155195236,True
relative_return,3,1,3,0.019349467009305954,True
relative_return,3,2,4,-0.021958915516734123,True
relative_return,3,3,5,-0.01361455675214529,True
relative_return,3,4,6,0.028901584446430206,True
relative_return,3,5,7,0.02937314286828041,True
relative_return,4,1,4,0.023026175796985626,True
relative_return,4,2,5,0.003577878698706627,True
relative_return,4,3,6,0.002297421917319298,True
relative_return,4,4,7,0.02271454781293869,True
relative_return,4,5,8,0.02410900592803955,True
relative_return,5,1,5,0.020732272416353226,True
relative_return,5,2,6,0.004211479797959328,True
relative_return,5,3,7,-0.005241410806775093,True
relative_return,5,4,8,0.01582316681742668,True
relative_return,5,5,9,0.028233304619789124,True
relative_return,6,1,6,0.013272789306938648,True
relative_return,6,2,7,0.02159869857132435,True
relative_return,6,3,8,-0.014387225732207298,True
relative_return,6,4,9,0.02202276512980461,True
relative_return,6,5,10,0.012593761086463928,True
relative_return,7,1,7,0.014930863864719868,True
relative_return,7,2,8,0.02052062749862671,True
relative_return,7,3,9,-0.016044363379478455,True
relative_return,7,4,10,0.026648249477148056,True
relative_return,7,5,11,0.02909564971923828,True
relative_return,8,1,8,0.014537178911268711,True
relative_return,8,2,9,0.022946089506149292,True
relative_return,8,3,10,-0.007016949355602264,True
relative_return,8,4,11,0.004618298262357712,True
relative_return,8,5,12,0.0020098090171813965,True
relative_return,9,1,9,0.024247735738754272,True
relative_return,9,2,10,0.022083744406700134,True
relative_return,9,3,11,-0.010368680581450462,True
relative_return,9,4,12,0.0022975392639636993,True
relative_return,9,5,13,-0.011045746505260468,True
relative_return,10,1,10,0.01593013107776642,True
relative_return,10,2,11,0.021610083058476448,True
relative_return,10,3,12,-0.023821469396352768,True
relative_return,10,4,13,-0.0031510554254055023,True
relative_return,10,5,14,-0.01622229814529419,True
relative_return,11,1,11,0.01954520493745804,True
relative_return,11,2,12,0.01411331258714199,True
relative_return,11,3,13,-0.020301401615142822,True
relative_return,11,4,14,-0.008061528205871582,True
relative_return,11,5,15,-0.01902298629283905,True
relative_return,12,1,12,0.028504975140094757,True
relative_return,12,2,13,0.03821832686662674,True
relative_return,12,3,14,-0.010705716907978058,True
relative_return,12,4,15,-0.0009146817028522491,True
relative_return,12,5,16,-0.025887832045555115,True
relative_return,13,1,13,0.009034775197505951,True
relative_return,13,2,14,0.03099929727613926,True
relative_return,13,3,15,-0.024952368810772896,True
relative_return,13,4,16,0.00266091525554657,True
relative_return,13,5,17,0.006266430020332336,True
relative_return,14,1,14,0.028105683624744415,True
relative_return,14,2,15,0.033585987985134125,True
relative_return,14,3,16,-0.02531971037387848,True
relative_return,14,4,17,-0.01251838356256485,True
relative_return,14,5,18,-0.020478084683418274,True
relative_return,15,1,15,0.03052721917629242,True
relative_return,15,2,16,0.03529147803783417,True
relative_return,15,3,17,-0.02816060185432434,True
relative_return,15,4,18,-0.023157555609941483,True
relative_return,15,5,19,-0.015661731362342834,True
relative_return,16,1,16,0.03058193251490593,True
relative_return,16,2,17,0.027069028466939926,True
relative_return,16,3,18,-0.021739281713962555,True
relative_return,16,4,19,-0.025936078280210495,True
relative_return,16,5,20,-0.029638931155204773,True
relative_return,17,1,17,0.022507194429636,True
relative_return,17,2,18,0.025929806753993034,True
relative_return,17,3,19,-0.013562001287937164,True
relative_return,17,4,20,-0.020817767828702927,True
relative_return,17,5,21,-0.012182757258415222,True
relative_return,18,1,18,0.027049005031585693,True
relative_return,18,2,19,0.030232280492782593,True
relative_return,18,3,20,-0.0345010831952095,True
relative_return,18,4,21,-0.02719733491539955,True
relative_return,18,5,22,-0.03132560849189758,True
relative_return,19,1,19,0.02532428875565529,True
relative_return,19,2,20,0.031141748651862144,True
relative_return,19,3,21,-0.031489767134189606,True
relative_return,19,4,22,-0.0291457399725914,True
relative_return,19,5,23,-0.027122706174850464,True
relative_return,20,1,20,0.029116861522197723,True
relative_return,20,2,21,0.021598758175969124,True
relative_return,20,3,22,-0.023612141609191895,True
relative_return,20,4,23,-0.029397327452898026,True
relative_return,20,5,24,-0.029825493693351746,True
relative_return,21,1,21,0.02833230420947075,True
relative_return,21,2,22,0.030374540016055107,True
relative_return,21,3,23,-0.013273820281028748,True
relative_return,21,4,24,-0.0232890322804451,True
relative_return,21,5,25,-0.016436457633972168,True
relative_return,22,1,22,0.026006784290075302,True
relative_return,22,2,23,0.016029005870223045,True
relative_return,22,3,24,-0.016861915588378906,True
relative_return,22,4,25,-0.028754886239767075,True
relative_return,22,5,26,-0.027904078364372253,True
relative_return,23,1,23,0.035158149898052216,True
relative_return,23,2,24,0.03547358512878418,True
relative_return,23,3,25,-0.01667841151356697,True
relative_return,23,4,26,-0.03181971609592438,True
relative_return,23,5,27,-0.01948106288909912,True
relative_return,24,1,24,0.0422678142786026,True
relative_return,24,2,25,0.030349940061569214,True
relative_return,24,3,26,-0.016405649483203888,True
relative_return,24,4,27,-0.02051643654704094,True
relative_return,24,5,28,-0.02006492018699646,True
relative_return,25,1,25,0.03201936185359955,True
relative_return,25,2,26,0.030822690576314926,True
relative_return,25,3,27,-0.024671411141753197,True
relative_return,25,4,28,-0.025058545172214508,True
relative_return,25,5,29,-0.027727067470550537,True
relative_return,26,1,26,0.03116791695356369,True
relative_return,26,2,27,0.0348377525806427,True
relative_return,26,3,28,-0.03178051859140396,True
relative_return,26,4,29,-0.027949657291173935,True
relative_return,26,5,30,-0.020898640155792236,True
relative_return,27,1,27,0.025999154895544052,True
relative_return,27,2,28,0.021149417385458946,True
relative_return,27,3,29,-0.0366363599896431,True
relative_return,27,4,30,-0.02354457974433899,True
relative_return,27,5,31,-0.01613706350326538,True
relative_return,28,1,28,0.03216657415032387,True
relative_return,28,2,29,0.027468495070934296,True
relative_return,28,3,30,-0.015456195920705795,True
relative_return,28,4,31,-0.03549064323306084,True
relative_return,28,5,32,-0.03204458951950073,True
relative_return,29,1,29,0.030257076025009155,True
relative_return,29,2,30,0.03239264339208603,True
relative_return,29,3,31,-0.022690005600452423,True
relative_return,29,4,32,-0.03336292877793312,True
relative_return,29,5,33,-0.03624947369098663,True
relative_return,30,1,30,0.03167808800935745,True
relative_return,30,2,31,0.047878071665763855,True
relative_return,30,3,32,-0.04322724789381027,True
relative_return,30,4,33,-0.02547914907336235,True
relative_return,30,5,34,-0.0005325525999069214,True
relative_return,31,1,31,0.021352197974920273,True
relative_return,31,2,32,0.024240199476480484,True
relative_return,31,3,33,-0.04635998606681824,True
relative_return,31,4,34,-0.02759522572159767,True
relative_return,31,5,35,-0.02864871919155121,True
relative_return,32,1,32,0.02306186407804489,True
relative_return,32,2,33,0.03140345215797424,True
relative_return,32,3,34,-0.02080560475587845,True
relative_return,32,4,35,-0.03482603654265404,True
relative_return,32,5,36,-0.038835495710372925,True
relative_return,33,1,33,0.03131961077451706,True
relative_return,33,2,34,0.02773539163172245,True
relative_return,33,3,35,-0.016604023054242134,True
relative_return,33,4,36,-0.026010233908891678,True
relative_return,33,5,37,-0.01847204566001892,True
relative_return,34,1,34,0.026517797261476517,True
relative_return,34,2,35,0.03236167132854462,True
relative_return,34,3,36,-0.0177683774381876,True
relative_return,34,4,37,-0.03341737389564514,True
relative_return,34,5,38,-0.032081231474876404,True
relative_return,35,1,35,0.032571274787187576,True
relative_return,35,2,36,0.03603754937648773,True
relative_return,35,3,37,-0.01730145327746868,True
