stock,model,rmse,rmse_std,trend_accuracy,trend_accuracy_std,num_runs,source_files
NVDA,GRU,0.042000160863002144,0.002612983694991957,0.6555555555555556,0.03469443332443556,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_42/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_44/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_46/last_model_comparison_20260902_064654.csv
NVDA,TS-JEPA,0.04638657967249552,0.0008755787294845909,0.5777777777777778,0.03469443332443553,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_42/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_44/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_46/last_model_comparison_20260902_064654.csv
NVDA,drift,0.05321185290813446,0.0,0.4666666666666666,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_42/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_44/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_46/last_model_comparison_20260902_064654.csv
NVDA,mean_context,0.05344025418162346,0.0,0.4666666666666666,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_42/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_44/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_46/last_model_comparison_20260902_064654.csv
NVDA,naive_last,0.04985048994421959,0.0,0.0,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_42/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_44/last_model_comparison_20260902_064238.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/NVDA/seed_46/last_model_comparison_20260902_064654.csv
TSLA,GRU,0.10330913960933685,0.002056127095456824,0.5,0.0726483157256779,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_42/last_model_comparison_20260902_065931.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_44/last_model_comparison_20260902_070338.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_46/last_model_comparison_20260902_070338.csv
TSLA,TS-JEPA,0.10068344324827194,0.0016066352120001105,0.5277777777777778,0.025458753860865796,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_42/last_model_comparison_20260902_065931.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_44/last_model_comparison_20260902_070338.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_46/last_model_comparison_20260902_070338.csv
TSLA,drift,0.10552143305540085,0.0,0.6,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_42/last_model_comparison_20260902_065931.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_44/last_model_comparison_20260902_070338.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_46/last_model_comparison_20260902_070338.csv
TSLA,mean_context,0.1044137179851532,0.0,0.5666666666666667,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_42/last_model_comparison_20260902_065931.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_44/last_model_comparison_20260902_070338.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_46/last_model_comparison_20260902_070338.csv
TSLA,naive_last,0.10982126742601395,0.0,0.0,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_42/last_model_comparison_20260902_065931.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_44/last_model_comparison_20260902_070338.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/TSLA/seed_46/last_model_comparison_20260902_070338.csv
WMT,GRU,0.014850614902873835,0.0004742338337505215,0.5444444444444444,0.03469443332443553,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_42/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_44/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_46/last_model_comparison_20260902_071126.csv
WMT,TS-JEPA,0.01761224369208018,0.0012854834831474012,0.5555555555555556,0.02545875386086579,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_42/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_44/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_46/last_model_comparison_20260902_071126.csv
WMT,drift,0.01582508347928524,0.0,0.6166666666666667,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_42/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_44/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_46/last_model_comparison_20260902_071126.csv
WMT,mean_context,0.016087008640170097,0.0,0.6166666666666667,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_42/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_44/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_46/last_model_comparison_20260902_071126.csv
WMT,naive_last,0.016129741445183754,0.0,0.016666666666666666,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_42/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_44/last_model_comparison_20260902_070749.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/WMT/seed_46/last_model_comparison_20260902_071126.csv
