stock,model,rmse,rmse_std,trend_accuracy,trend_accuracy_std,num_runs,source_files
AAPL,GRU,0.019495235135157902,0.0001243476434566696,0.5722222222222223,0.03469443332443556,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_42/last_model_comparison_20260902_064653.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_44/last_model_comparison_20260902_065103.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_46/last_model_comparison_20260902_065105.csv
AAPL,TS-JEPA,0.020048625767230988,0.00039157086804140605,0.5277777777777778,0.025458753860865796,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_42/last_model_comparison_20260902_064653.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_44/last_model_comparison_20260902_065103.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_46/last_model_comparison_20260902_065105.csv
AAPL,drift,0.020775405690073967,0.0,0.55,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_42/last_model_comparison_20260902_064653.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_44/last_model_comparison_20260902_065103.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_46/last_model_comparison_20260902_065105.csv
AAPL,mean_context,0.020752906799316406,0.0,0.55,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_42/last_model_comparison_20260902_064653.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_44/last_model_comparison_20260902_065103.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_46/last_model_comparison_20260902_065105.csv
AAPL,naive_last,0.02059226855635643,0.0,0.016666666666666666,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_42/last_model_comparison_20260902_064653.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_44/last_model_comparison_20260902_065103.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AAPL/seed_46/last_model_comparison_20260902_065105.csv
AVGO,GRU,0.07943687339623769,0.000738117051645331,0.5333333333333333,0.033333333333333326,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_42/last_model_comparison_20260902_065518.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_44/last_model_comparison_20260902_065520.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_46/last_model_comparison_20260902_065929.csv
AVGO,TS-JEPA,0.07844109584887822,0.001442771296790494,0.55,0.05773502691896261,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_42/last_model_comparison_20260902_065518.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_44/last_model_comparison_20260902_065520.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_46/last_model_comparison_20260902_065929.csv
AVGO,drift,0.081946462392807,0.0,0.45,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_42/last_model_comparison_20260902_065518.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_44/last_model_comparison_20260902_065520.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_46/last_model_comparison_20260902_065929.csv
AVGO,mean_context,0.08162663131952286,0.0,0.5,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_42/last_model_comparison_20260902_065518.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_44/last_model_comparison_20260902_065520.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_46/last_model_comparison_20260902_065929.csv
AVGO,naive_last,0.08331296592950821,0.0,0.0,0.0,3,/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_42/last_model_comparison_20260902_065518.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_44/last_model_comparison_20260902_065520.csv;/home/xujiang/TS_JEPA/results/01_preprocessing_window_return/random/AVGO/seed_46/last_model_comparison_20260902_065929.csv
