config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
77dedc84401b02b9,local_long,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/AVGO/seed_42/last_model_comparison_20260825_120730.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/AVGO/seed_46/last_model_comparison_20260825_121148.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/AVGO/seed_50/last_model_comparison_20260825_121608.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/COST/seed_42/last_model_comparison_20260825_122026.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/COST/seed_46/last_model_comparison_20260825_122447.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/COST/seed_50/last_model_comparison_20260825_122903.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/NVDA/seed_42/last_model_comparison_20260825_115432.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/NVDA/seed_46/last_model_comparison_20260825_115852.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/NVDA/seed_50/last_model_comparison_20260825_120310.csv
77dedc84401b02b9,random,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_42/last_model_comparison_20260825_120732.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_46/last_model_comparison_20260825_121152.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_50/last_model_comparison_20260825_121608.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_42/last_model_comparison_20260825_122029.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_46/last_model_comparison_20260825_122448.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_50/last_model_comparison_20260825_122908.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_42/last_model_comparison_20260825_115436.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_46/last_model_comparison_20260825_115853.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_50/last_model_comparison_20260825_120313.csv
