model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,3,0.0014780861731374256,0.0010725502823765705,-86.45889003929354,0.00044093625317570464,0.0029207719838600017,0.0,0.25,0.75,1.0,3,0,3,0,0,9,0.011216789010874056,0.008712833155796197,-38.83311273038386,0.0070358685777408185,0.017901665299085153,0.0,0.25,0.75,1.0,3,0,3,0,0,9
Local-MAE/Long-JEPA,3,0.0017954654536151075,0.0010364946346926496,-95.26418114971,0.00041933000510809335,0.003930571721044579,0.0,0.25,0.75,1.0,3,0,3,0,0,9,0.012553626644133715,0.007768598018957525,-43.07426817884524,0.007248319211628357,0.022643962701815262,0.0,0.25,0.75,1.0,3,0,3,0,0,9
GRU,3,0.0008393335351451853,0.0005918148508941212,-47.270487197921874,0.0001274045476143666,0.0017987812069270679,0.0,0.25,0.75,1.0,3,0,3,0,0,9,0.007853144283640628,0.007163807818371996,-25.956399732039234,0.0035892316319963338,0.012806393400553553,0.0,0.25,0.75,1.0,3,0,3,0,0,9
