stock,seed,model,strategy,test_signature,model_mse,naive_mse,delta_mse,relative_mse_improvement_pct,model_mae,naive_mae,delta_mae,relative_mae_improvement_pct,model_source_file,naive_source_file
NVDA,42,Shared-target JEPA--MAE,random,09153d935a7c9a4488bb,0.0035397491050795033,0.0019788274472474546,0.0015609216578320487,-78.88114044523124,0.048068027315955414,0.03576570404203314,0.01230232327392227,-34.396983376768254,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_42/last_model_comparison_20260825_115436.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_42/last_model_comparison_20260825_115436.csv
NVDA,46,Shared-target JEPA--MAE,random,09153d935a7c9a4488bb,0.002892917890130747,0.0019788274472474546,0.0009140904428832923,-46.19353972246496,0.04286174052640011,0.03576570404203314,0.00709603648436697,-19.840337760518995,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_46/last_model_comparison_20260825_115853.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_46/last_model_comparison_20260825_115853.csv
NVDA,50,Shared-target JEPA--MAE,random,09153d935a7c9a4488bb,0.002721466193661825,0.0019788274472474546,0.0007426387464143703,-37.52923214438831,0.04250584375113249,0.03576570404203314,0.006740139709099348,-18.84525941717264,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_50/last_model_comparison_20260825_120313.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/NVDA/seed_50/last_model_comparison_20260825_120313.csv
AVGO,42,Shared-target JEPA--MAE,random,0574650739836f4c963d,0.004869256163863958,0.00301088671668516,0.0018583694471787978,-61.721666141752834,0.053615024029032184,0.03984621198553788,0.013768812043494304,-34.55488328097956,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_42/last_model_comparison_20260825_120732.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_42/last_model_comparison_20260825_120732.csv
AVGO,46,Shared-target JEPA--MAE,random,0574650739836f4c963d,0.007357881679773598,0.00301088671668516,0.004346994963088438,-144.37590557622403,0.06337553244084121,0.03984621198553788,0.02352932045530333,-59.05033197093681,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_46/last_model_comparison_20260825_121152.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_46/last_model_comparison_20260825_121152.csv
AVGO,50,Shared-target JEPA--MAE,random,0574650739836f4c963d,0.005567838257997929,0.00301088671668516,0.002556951541312769,-84.92353854242144,0.05625307538399571,0.03984621198553788,0.01640686339845783,-41.17546582448709,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_50/last_model_comparison_20260825_121608.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/AVGO/seed_50/last_model_comparison_20260825_121608.csv
COST,42,Shared-target JEPA--MAE,random,334d0ea0f0e53790e465,0.0008427919712574269,0.0004076389606742177,0.0004351530105832092,-106.7496124176856,0.020693708502834557,0.014902843613373599,0.005790864889460958,-38.857449220391196,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_42/last_model_comparison_20260825_122029.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_42/last_model_comparison_20260825_122029.csv
COST,46,Shared-target JEPA--MAE,random,334d0ea0f0e53790e465,0.0010024127278597818,0.0004076389606742177,0.0005947737671855641,-145.90699726096676,0.024478435293330155,0.014902843613373599,0.009575591679956556,-64.253453423906,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_46/last_model_comparison_20260825_122448.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_46/last_model_comparison_20260825_122448.csv
COST,50,Shared-target JEPA--MAE,random,334d0ea0f0e53790e465,0.0007005209424325584,0.0004076389606742177,0.0002928819817583407,-71.84837810250674,0.02064399277717854,0.014902843613373599,0.005741149163804941,-38.52385029829418,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_50/last_model_comparison_20260825_122908.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/random/COST/seed_50/last_model_comparison_20260825_122908.csv
NVDA,42,Local-MAE/Long-JEPA,local_long,09153d935a7c9a4488bb,0.0032660702135710175,0.0019788274472474546,0.0012872427663235628,-65.05078389296223,0.0443175400362203,0.03576570404203314,0.008551835994187157,-23.91071621052596,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/NVDA/seed_42/last_model_comparison_20260825_115432.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_5/local_long/NVDA/seed_42/last_model_comparison_20260825_115432.csv
