stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.0008102974786109984,3.6466635316867286
AAPL,Local-MAE/Long-JEPA,3,-0.00041647970714051713,1.8743256641009598
AVGO,GRU,3,-0.003908232802113614,5.430627948759316
AVGO,Local-MAE/Long-JEPA,3,-0.003912804106906827,5.436979938732609
NVDA,GRU,3,-0.006114996013922606,10.616675096529313
NVDA,Local-MAE/Long-JEPA,3,-0.003898594870222344,6.768625028685151
TSLA,GRU,3,-0.005218476843856623,5.954760919489389
TSLA,Local-MAE/Long-JEPA,3,-0.00164934945481419,1.882059070104118
WMT,GRU,3,-0.0012733782455281427,6.970744456958356
WMT,Local-MAE/Long-JEPA,3,-0.0005186528302672418,2.839216355680419
