config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
fde84b724832b64b,local_long,relative_return,window_return,raw,5,best_pretraining_validation,ema,True,0.001,2025-01-01,2026-01-01,75,results/04_local_long_joint_loss_jepa_1_mae_1/local_long/AAPL/seed_42/last_model_comparison_20260903_030401.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/AAPL/seed_44/last_model_comparison_20260903_030822.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/AAPL/seed_46/last_model_comparison_20260903_030822.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/AVGO/seed_42/last_model_comparison_20260903_031241.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/AVGO/seed_44/last_model_comparison_20260903_031243.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/AVGO/seed_46/last_model_comparison_20260903_031703.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/NVDA/seed_42/last_model_comparison_20260903_025941.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/NVDA/seed_44/last_model_comparison_20260903_025941.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/NVDA/seed_46/last_model_comparison_20260903_030400.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/TSLA/seed_42/last_model_comparison_20260903_031706.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/TSLA/seed_44/last_model_comparison_20260903_032123.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/TSLA/seed_46/last_model_comparison_20260903_032124.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/WMT/seed_42/last_model_comparison_20260903_032543.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/WMT/seed_44/last_model_comparison_20260903_032543.csv;results/04_local_long_joint_loss_jepa_1_mae_1/local_long/WMT/seed_46/last_model_comparison_20260903_032943.csv
