model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,1,0.0002060683873016843,0.0002060683873016843,-9.911540083586734,0.0002060683873016843,0.0002060683873016843,0.0,1.0,1.0,1.0,1,0,1,0,0,3,0.0026426435086729094,0.0026426435086729094,-7.806955970133989,0.0026426435086729094,0.0026426435086729094,0.0,1.0,1.0,1.0,1,0,1,0,0,3
GRU,1,0.0002115043555430731,0.0002115043555430731,-10.173000940456307,0.0002115043555430731,0.0002115043555430731,0.0,1.0,1.0,1.0,1,0,1,0,0,3,0.0012065329556271709,0.0012065329556271709,-3.5643663741187646,0.0012065329556271709,0.0012065329556271709,0.0,1.0,1.0,1.0,1,0,1,0,0,3
