severity,status,stock,seed,method,strategy,source_file,details
warning,unsupported_model_row,AAPL,42,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_42/last_model_comparison_20260824_081227.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,42,,random,results/top10_with_sentiment/random/AAPL/seed_42/last_model_comparison_20260824_080829.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,43,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_43/last_model_comparison_20260824_082032.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,43,,random,results/top10_with_sentiment/random/AAPL/seed_43/last_model_comparison_20260824_081629.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,44,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_44/last_model_comparison_20260824_082834.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,44,,random,results/top10_with_sentiment/random/AAPL/seed_44/last_model_comparison_20260824_082432.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,45,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_45/last_model_comparison_20260824_083640.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,45,,random,results/top10_with_sentiment/random/AAPL/seed_45/last_model_comparison_20260824_083233.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,46,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_46/last_model_comparison_20260824_084444.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,46,,random,results/top10_with_sentiment/random/AAPL/seed_46/last_model_comparison_20260824_084043.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,47,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_47/last_model_comparison_20260824_085238.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,47,,random,results/top10_with_sentiment/random/AAPL/seed_47/last_model_comparison_20260824_084838.csv,Model 'previous_patch' is not part of the thesis method set
warning,unsupported_model_row,AAPL,48,,local_long,results/top10_with_sentiment/local_long/AAPL/seed_48/last_model_comparison_20260824_090041.csv,Model 'previous_patch' is not part of the thesis method set
