model,n_stocks,mean_delta_rmse,median_delta_rmse,relative_rmse_improvement_pct,rmse_ci_low,rmse_ci_high,rmse_wilcoxon_statistic,rmse_p_value,rmse_holm_p_value,rmse_rank_biserial,rmse_wilcoxon_n,rmse_stock_wins,rmse_stock_losses,rmse_stock_ties,rmse_run_wins,rmse_run_total
Local-MAE/Long-JEPA,5,-0.003989240512596967,-0.0020878204418963466,6.371904972950153,-0.007878979027550038,-0.00031434340878577565,2.0,0.1875,0.1875,-0.7333333333333333,5,4,1,0,11,15
GRU,5,-0.002358097920327229,-0.0021791649838766164,5.385600259067823,-0.0034947058254814834,-0.0014487538699775768,0.0,0.0625,0.125,-1.0,5,5,0,0,15,15
