model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
naive_last,relative_return,0,1,60,2024-10-02T00:00:00,0.0,0.019048213958740234,-0.019048213958740234,0.019048213958740234,0.0003628344550179463
naive_last,relative_return,0,2,61,2024-10-03T00:00:00,0.0,0.026392817497253418,-0.026392817497253418,0.026392817497253418,0.0006965808154433262
naive_last,relative_return,0,3,62,2024-10-04T00:00:00,0.0,0.0547560453414917,-0.0547560453414917,0.0547560453414917,0.002998224501439495
naive_last,relative_return,0,4,63,2024-10-07T00:00:00,0.0,0.04544103145599365,-0.04544103145599365,0.04544103145599365,0.0020648873397846046
naive_last,relative_return,0,5,64,2024-10-08T00:00:00,0.0,0.0791783332824707,-0.0791783332824707,0.0791783332824707,0.006269208461390008
naive_last,relative_return,1,1,65,2024-10-09T00:00:00,0.0,0.028882861137390137,-0.028882861137390137,0.028882861137390137,0.0008342196674817615
naive_last,relative_return,1,2,66,2024-10-10T00:00:00,0.0,0.02744424343109131,-0.02744424343109131,0.02744424343109131,0.0007531864975049984
naive_last,relative_return,1,3,67,2024-10-11T00:00:00,0.0,0.004149794578552246,-0.004149794578552246,0.004149794578552246,1.7220795044181614e-05
naive_last,relative_return,1,4,68,2024-10-14T00:00:00,0.0,0.008742332458496094,-0.008742332458496094,0.008742332458496094,7.642837681487435e-05
naive_last,relative_return,1,5,69,2024-10-15T00:00:00,0.0,-0.026282310485839844,0.026282310485839844,0.026282310485839844,0.000690759844474087
naive_last,relative_return,2,1,70,2024-10-16T00:00:00,0.0,0.004773378372192383,-0.004773378372192383,0.004773378372192383,2.2785141084114002e-05
naive_last,relative_return,2,2,71,2024-10-17T00:00:00,0.0,0.031537652015686035,-0.031537652015686035,0.031537652015686035,0.0009946234946625054
naive_last,relative_return,2,3,72,2024-10-18T00:00:00,0.0,0.02221846580505371,-0.02221846580505371,0.02221846580505371,0.000493660222730341
naive_last,relative_return,2,4,73,2024-10-21T00:00:00,0.0,0.022786736488342285,-0.022786736488342285,0.022786736488342285,0.0005192353597891497
naive_last,relative_return,2,5,74,2024-10-22T00:00:00,0.0,0.01932048797607422,-0.01932048797607422,0.01932048797607422,0.00037328125563362846
naive_last,relative_return,3,1,75,2024-10-23T00:00:00,0.0,-0.03272390365600586,0.03272390365600586,0.03272390365600586,0.0010708538704875536
naive_last,relative_return,3,2,76,2024-10-24T00:00:00,0.0,-0.04476529359817505,0.04476529359817505,0.04476529359817505,0.002003931510930812
