epoch,train_loss,rmse_loss,trend_loss,val_rmse,val_trend_acc
0,0.19759616901477178,0.1885685443878174,9.027622731526693,0.09354003518819809,0.48333333333333334
1,0.06462811355789502,0.06180836483836174,2.8197484652201337,0.07852210849523544,0.6333333333333333
2,0.048800341039896014,0.04703668430447579,1.7636570533116658,0.09113284945487976,0.5666666666666667
3,0.046188349525133766,0.044684405376513796,1.5039439439773559,0.08277010172605515,0.5833333333333334
4,0.0411870871980985,0.03992282599210739,1.2642611980438232,0.08172289282083511,0.55
5,0.043644749621550245,0.04239836558699608,1.246384088198344,0.07677722722291946,0.5833333333333334
6,0.04387280493974686,0.042613840848207477,1.2589643875757852,0.09049786627292633,0.6
7,0.05012512405713399,0.04847931464513143,1.645809547106425,0.08124013245105743,0.4666666666666667
8,0.042575911680857344,0.04129210685690244,1.283804754416148,0.08578309416770935,0.5
9,0.04309203376372655,0.041785414020220436,1.3066195408503214,0.079461969435215,0.5166666666666667
10,0.04228343740105629,0.04118346087634563,1.0999763528505961,0.08207882195711136,0.5166666666666667
11,0.04160691648721695,0.040383846312761304,1.2230702797571817,0.08436804264783859,0.43333333333333335
12,0.04144192238648733,0.04000021480023861,1.441707444190979,0.09118836373090744,0.5333333333333333
13,0.04079745101432006,0.03963096762696902,1.166483183701833,0.08506384491920471,0.5333333333333333
14,0.0388371338446935,0.037759788582722345,1.0773449858029684,0.07985897362232208,0.55
15,0.04239990835388501,0.04129056483507156,1.1093433300654094,0.09142197668552399,0.5166666666666667
16,0.03887783537308375,0.03789334247509638,0.9844923337300618,0.09115208685398102,0.48333333333333334
17,0.04227091719706853,0.04127663237353166,0.9942846179008484,0.0864054411649704,0.5
18,0.04087518279751142,0.039796922355890274,1.0782608071962991,0.08857285231351852,0.55
19,0.03953876706461112,0.03853343228499095,1.0053351163864135,0.08153443783521652,0.48333333333333334
20,0.04555251660446326,0.04449853872259458,1.053977898756663,0.09907306730747223,0.5333333333333333
21,0.042338666319847104,0.04127526804804802,1.063397971789042,0.08085858821868896,0.45
22,0.046496861179669696,0.04515475084384282,1.3421103795369467,0.09491362422704697,0.55
23,0.04385767877101898,0.04265326807896296,1.204410696029663,0.09321260452270508,0.55
