model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
naive_last,relative_return,0,1,60,2024-10-02T00:00:00,0.0,-0.010335862636566162,0.010335862636566162,0.010335862636566162,0.00010683005644196442
naive_last,relative_return,0,2,61,2024-10-03T00:00:00,0.0,-0.010335862636566162,0.010335862636566162,0.010335862636566162,0.00010683005644196442
naive_last,relative_return,0,3,62,2024-10-04T00:00:00,0.0,-0.0040604472160339355,0.0040604472160339355,0.0040604472160339355,1.6487231594197738e-05
naive_last,relative_return,0,4,63,2024-10-07T00:00:00,0.0,-0.02670109272003174,0.02670109272003174,0.02670109272003174,0.0007129483524437319
naive_last,relative_return,0,5,64,2024-10-08T00:00:00,0.0,-0.019195258617401123,0.019195258617401123,0.019195258617401123,0.0003684579533889121
naive_last,relative_return,1,1,65,2024-10-09T00:00:00,0.0,0.00865638256072998,-0.00865638256072998,0.00865638256072998,7.493295903771013e-05
naive_last,relative_return,1,2,66,2024-10-10T00:00:00,0.0,-0.0012544989585876465,0.0012544989585876465,0.0012544989585876465,1.5737676370974896e-06
naive_last,relative_return,1,3,67,2024-10-11T00:00:00,0.0,0.004892706871032715,-0.004892706871032715,0.004892706871032715,2.393858052585074e-05
naive_last,relative_return,1,4,68,2024-10-14T00:00:00,0.0,0.007276415824890137,-0.007276415824890137,0.007276415824890137,5.294622725671161e-05
naive_last,relative_return,1,5,69,2024-10-15T00:00:00,0.0,0.024338245391845703,-0.024338245391845703,0.024338245391845703,0.0005923501887536986
naive_last,relative_return,2,1,70,2024-10-16T00:00:00,0.0,-0.005266368389129639,0.005266368389129639,0.005266368389129639,2.7734636010023905e-05
naive_last,relative_return,2,2,71,2024-10-17T00:00:00,0.0,-0.009308040142059326,0.009308040142059326,0.009308040142059326,8.66396112861878e-05
naive_last,relative_return,2,3,72,2024-10-18T00:00:00,0.0,-0.004164159297943115,0.004164159297943115,0.004164159297943115,1.73402226586461e-05
naive_last,relative_return,2,4,73,2024-10-21T00:00:00,0.0,-0.010287880897521973,0.010287880897521973,0.010287880897521973,0.00010584049336159751
