stock,seed,model,strategy,test_signature,model_mse,naive_mse,delta_mse,relative_mse_improvement_pct,model_mae,naive_mae,delta_mae,relative_mae_improvement_pct,model_source_file,naive_source_file
NVDA,42,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.0020704179408343195,0.0020790753562398285,-8.657415405509059e-06,0.4164070041774087,0.033758326236305626,0.033849857982836226,-9.153174653060009e-05,0.27040511241439125,results/top10_market_windows_return/random/NVDA/seed_42/last_model_comparison_20260827_105440.csv,results/top10_market_windows_return/random/NVDA/seed_42/last_model_comparison_20260827_105440.csv
NVDA,43,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.002013209257200452,0.0020790753562398285,-6.586609903937645e-05,3.168047701671597,0.033317977561321266,0.033849857982836226,-0.0005318804215149603,1.5712929188200833,results/top10_market_windows_return/random/NVDA/seed_43/last_model_comparison_20260827_105532.csv,results/top10_market_windows_return/random/NVDA/seed_43/last_model_comparison_20260827_105532.csv
NVDA,44,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.002338750148791465,0.0020790753562398285,0.0002596747925516364,-12.48991729772021,0.03621518023091512,0.033849857982836226,0.002365322248078894,-6.987687361283006,results/top10_market_windows_return/random/NVDA/seed_44/last_model_comparison_20260827_105624.csv,results/top10_market_windows_return/random/NVDA/seed_44/last_model_comparison_20260827_105624.csv
NVDA,45,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.0025042578532199285,0.0020790753562398285,0.00042518249698009995,-20.45055729721485,0.03799183792924798,0.033849857982836226,0.0041419799464117515,-12.236328874738462,results/top10_market_windows_return/random/NVDA/seed_45/last_model_comparison_20260827_105716.csv,results/top10_market_windows_return/random/NVDA/seed_45/last_model_comparison_20260827_105716.csv
NVDA,46,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.0025604667708767534,0.0020790753562398285,0.0004813914146369249,-23.15411094610631,0.03777760700077599,0.033849857982836226,0.003927749017939762,-11.603443122069674,results/top10_market_windows_return/random/NVDA/seed_46/last_model_comparison_20260827_105809.csv,results/top10_market_windows_return/random/NVDA/seed_46/last_model_comparison_20260827_105809.csv
NVDA,47,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.0025117518007512626,0.0020790753562398285,0.00043267644451143407,-20.811003469059607,0.038069242957097085,0.033849857982836226,0.004219384974260859,-12.465000522012009,results/top10_market_windows_return/random/NVDA/seed_47/last_model_comparison_20260827_191451.csv,results/top10_market_windows_return/random/NVDA/seed_47/last_model_comparison_20260827_191451.csv
NVDA,48,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.0025028419126277464,0.0020790753562398285,0.00042376655638791784,-20.38245295516046,0.03733938700384701,0.033849857982836226,0.0034895290210107816,-10.30884390351111,results/top10_market_windows_return/random/NVDA/seed_48/last_model_comparison_20260827_191541.csv,results/top10_market_windows_return/random/NVDA/seed_48/last_model_comparison_20260827_191541.csv
NVDA,49,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.002651574829229223,0.0020790753562398285,0.0005724994729893944,-27.53625409830285,0.03806586924045783,0.033849857982836226,0.004216011257621603,-12.455033813611145,results/top10_market_windows_return/random/NVDA/seed_49/last_model_comparison_20260827_211403.csv,results/top10_market_windows_return/random/NVDA/seed_49/last_model_comparison_20260827_211403.csv
NVDA,50,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.002180741950593115,0.0020790753562398285,0.00010166659435328646,-4.889990834058007,0.0358588389396716,0.033849857982836226,0.0020089809568353753,-5.93497602812408,results/top10_market_windows_return/random/NVDA/seed_50/last_model_comparison_20260828_092337.csv,results/top10_market_windows_return/random/NVDA/seed_50/last_model_comparison_20260828_092337.csv
NVDA,51,Shared-target JEPA--MAE,random,65a2be9d33c30bbb95dd,0.002630669153779576,0.0020790753562398285,0.0005515937975397473,-26.53072655035208,0.038368227626319536,0.033849857982836226,0.0045183696434833096,-13.34826765233218,results/top10_market_windows_return/random/NVDA/seed_51/last_model_comparison_20260828_092429.csv,results/top10_market_windows_return/random/NVDA/seed_51/last_model_comparison_20260828_092429.csv
