model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,-0.2163979411125183,-0.20360058546066284,-0.012797355651855469,0.012797355651855469,0.0001637723116800771
naive_last,0,2,1,-0.2163979411125183,-0.20164847373962402,-0.014749467372894287,0.014749467372894287,0.0002175467877840731
naive_last,0,3,2,-0.2163979411125183,-0.2639722228050232,0.04757428169250488,0.04757428169250488,0.0022633122785578053
naive_last,0,4,3,-0.2163979411125183,-0.31812596321105957,0.10172802209854126,0.10172802209854126,0.010348590480081299
naive_last,0,5,4,-0.2163979411125183,-0.29404956102371216,0.07765161991119385,0.07765161991119385,0.006029774074832517
naive_last,1,1,1,-0.28158342838287354,-0.29144287109375,0.009859442710876465,0.009859442710876465,9.720861056905505e-05
naive_last,1,2,2,-0.28158342838287354,-0.1587815284729004,-0.12280189990997314,0.12280189990997314,0.015080306621499062
naive_last,1,3,3,-0.28158342838287354,-0.20852035284042358,-0.07306307554244995,0.07306307554244995,0.005338213007721748
naive_last,1,4,4,-0.28158342838287354,-0.18379813432693481,-0.09778529405593872,0.09778529405593872,0.009561963733606405
naive_last,1,5,5,-0.28158342838287354,-0.18541687726974487,-0.09616655111312866,0.09616655111312866,0.009248005552993988
naive_last,2,1,2,-0.19606423377990723,-0.18524444103240967,-0.010819792747497559,0.010819792747497559,0.00011706791509880077
naive_last,2,2,3,-0.19606423377990723,-0.24123162031173706,0.045167386531829834,0.045167386531829834,0.002040092806115723
naive_last,2,3,4,-0.19606423377990723,-0.2630165219306946,0.06695228815078735,0.06695228815078735,0.004482608888626061
naive_last,2,4,5,-0.19606423377990723,-0.2962747812271118,0.10021054744720459,0.10021054744720459,0.010042153819668442
naive_last,2,5,6,-0.19606423377990723,-0.28189677000045776,0.08583253622055054,0.08583253622055054,0.00736722427405212
naive_last,3,1,3,-0.16492146253585815,-0.13266336917877197,-0.03225809335708618,0.03225809335708618,0.0010405845870344876
naive_last,3,2,4,-0.16492146253585815,-0.10124975442886353,-0.06367170810699463,0.06367170810699463,0.0040540864132623256
naive_last,3,3,5,-0.16492146253585815,-0.06257385015487671,-0.10234761238098145,0.10234761238098145,0.010475033760087626
naive_last,3,4,6,-0.16492146253585815,-0.08182734251022339,-0.08309412002563477,0.08309412002563477,0.006904632782834597
naive_last,3,5,7,-0.16492146253585815,-0.07937848567962646,-0.08554297685623169,0.08554297685623169,0.0073176008894257905
naive_last,4,1,4,-0.06548953056335449,-0.06634670495986938,0.0008571743965148926,0.0008571743965148926,7.347479460406703e-07
naive_last,4,2,5,-0.06548953056335449,-0.043288230895996094,-0.0222012996673584,0.0222012996673584,0.0004928977069198481
naive_last,4,3,6,-0.06548953056335449,-0.018515348434448242,-0.04697418212890625,0.04697418212890625,0.0022065737866796553
naive_last,4,4,7,-0.06548953056335449,-0.024344265460968018,-0.041145265102386475,0.041145265102386475,0.0016929328403456623
naive_last,4,5,8,-0.06548953056335449,-0.026744425296783447,-0.038745105266571045,0.038745105266571045,0.0015011831821176713
naive_last,5,1,5,-0.14995884895324707,-0.12360566854476929,-0.026353180408477783,0.026353180408477783,0.0006944901176417773
naive_last,5,2,6,-0.14995884895324707,-0.12128472328186035,-0.02867412567138672,0.02867412567138672,0.0008222054830184788
naive_last,5,3,7,-0.14995884895324707,-0.12667518854141235,-0.023283660411834717,0.023283660411834717,0.0005421288421736392
naive_last,5,4,8,-0.14995884895324707,-0.07913458347320557,-0.0708242654800415,0.0708242654800415,0.005016076580787399
naive_last,5,5,9,-0.14995884895324707,-0.027251720428466797,-0.12270712852478027,0.12270712852478027,0.015057039390796945
naive_last,6,1,6,-0.06793403625488281,-0.029124796390533447,-0.038809239864349365,0.038809239864349365,0.001506157098848604
naive_last,6,2,7,-0.06793403625488281,-0.032783329486846924,-0.03515070676803589,0.03515070676803589,0.001235572186292444
naive_last,6,3,8,-0.06793403625488281,-0.02869439125061035,-0.03923964500427246,0.03923964500427246,0.0015397497400613247
naive_last,6,4,9,-0.06793403625488281,-0.027474820613861084,-0.04045921564102173,0.04045921564102173,0.0016369481302866973
naive_last,6,5,10,-0.06793403625488281,-0.03601139783859253,-0.03192263841629028,0.03192263841629028,0.0010190548434572122
