model,rolling_step,horizon_step,target_index,predicted_value,locked
naive_last,0,1,0,-0.043741583824157715,True
naive_last,0,2,1,-0.043741583824157715,True
naive_last,0,3,2,-0.043741583824157715,True
naive_last,0,4,3,-0.043741583824157715,True
naive_last,0,5,4,-0.043741583824157715,True
naive_last,1,1,1,-0.13124847412109375,True
naive_last,1,2,2,-0.13124847412109375,True
naive_last,1,3,3,-0.13124847412109375,True
naive_last,1,4,4,-0.13124847412109375,True
naive_last,1,5,5,-0.13124847412109375,True
naive_last,2,1,2,-0.09850317239761353,True
naive_last,2,2,3,-0.09850317239761353,True
naive_last,2,3,4,-0.09850317239761353,True
naive_last,2,4,5,-0.09850317239761353,True
naive_last,2,5,6,-0.09850317239761353,True
naive_last,3,1,3,-0.12050670385360718,True
naive_last,3,2,4,-0.12050670385360718,True
naive_last,3,3,5,-0.12050670385360718,True
naive_last,3,4,6,-0.12050670385360718,True
naive_last,3,5,7,-0.12050670385360718,True
naive_last,4,1,4,-0.07235544919967651,True
naive_last,4,2,5,-0.07235544919967651,True
naive_last,4,3,6,-0.07235544919967651,True
naive_last,4,4,7,-0.07235544919967651,True
naive_last,4,5,8,-0.07235544919967651,True
naive_last,5,1,5,-0.07574951648712158,True
naive_last,5,2,6,-0.07574951648712158,True
naive_last,5,3,7,-0.07574951648712158,True
naive_last,5,4,8,-0.07574951648712158,True
naive_last,5,5,9,-0.07574951648712158,True
naive_last,6,1,6,-0.03964877128601074,True
naive_last,6,2,7,-0.03964877128601074,True
naive_last,6,3,8,-0.03964877128601074,True
naive_last,6,4,9,-0.03964877128601074,True
naive_last,6,5,10,-0.03964877128601074,True
naive_last,7,1,7,-0.002483546733856201,True
naive_last,7,2,8,-0.002483546733856201,True
naive_last,7,3,9,-0.002483546733856201,True
naive_last,7,4,10,-0.002483546733856201,True
naive_last,7,5,11,-0.002483546733856201,True
naive_last,8,1,8,0.019106388092041016,True
naive_last,8,2,9,0.019106388092041016,True
naive_last,8,3,10,0.019106388092041016,True
naive_last,8,4,11,0.019106388092041016,True
naive_last,8,5,12,0.019106388092041016,True
naive_last,9,1,9,0.07156050205230713,True
naive_last,9,2,10,0.07156050205230713,True
naive_last,9,3,11,0.07156050205230713,True
naive_last,9,4,12,0.07156050205230713,True
naive_last,9,5,13,0.07156050205230713,True
naive_last,10,1,10,0.07259213924407959,True
naive_last,10,2,11,0.07259213924407959,True
naive_last,10,3,12,0.07259213924407959,True
naive_last,10,4,13,0.07259213924407959,True
naive_last,10,5,14,0.07259213924407959,True
naive_last,11,1,11,0.03535270690917969,True
naive_last,11,2,12,0.03535270690917969,True
naive_last,11,3,13,0.03535270690917969,True
naive_last,11,4,14,0.03535270690917969,True
naive_last,11,5,15,0.03535270690917969,True
naive_last,12,1,12,0.09017288684844971,True
naive_last,12,2,13,0.09017288684844971,True
naive_last,12,3,14,0.09017288684844971,True
naive_last,12,4,15,0.09017288684844971,True
naive_last,12,5,16,0.09017288684844971,True
naive_last,13,1,13,0.26021265983581543,True
naive_last,13,2,14,0.26021265983581543,True
naive_last,13,3,15,0.26021265983581543,True
naive_last,13,4,16,0.26021265983581543,True
naive_last,13,5,17,0.26021265983581543,True
naive_last,14,1,14,0.15993690490722656,True
naive_last,14,2,15,0.15993690490722656,True
naive_last,14,3,16,0.15993690490722656,True
naive_last,14,4,17,0.15993690490722656,True
naive_last,14,5,18,0.15993690490722656,True
naive_last,15,1,15,0.17130839824676514,True
naive_last,15,2,16,0.17130839824676514,True
naive_last,15,3,17,0.17130839824676514,True
naive_last,15,4,18,0.17130839824676514,True
naive_last,15,5,19,0.17130839824676514,True
naive_last,16,1,16,0.14716672897338867,True
naive_last,16,2,17,0.14716672897338867,True
naive_last,16,3,18,0.14716672897338867,True
naive_last,16,4,19,0.14716672897338867,True
naive_last,16,5,20,0.14716672897338867,True
naive_last,17,1,17,0.1077427864074707,True
naive_last,17,2,18,0.1077427864074707,True
naive_last,17,3,19,0.1077427864074707,True
naive_last,17,4,20,0.1077427864074707,True
naive_last,17,5,21,0.1077427864074707,True
naive_last,18,1,18,0.08432126045227051,True
naive_last,18,2,19,0.08432126045227051,True
naive_last,18,3,20,0.08432126045227051,True
naive_last,18,4,21,0.08432126045227051,True
naive_last,18,5,22,0.08432126045227051,True
naive_last,19,1,19,0.1035466194152832,True
naive_last,19,2,20,0.1035466194152832,True
naive_last,19,3,21,0.1035466194152832,True
naive_last,19,4,22,0.1035466194152832,True
naive_last,19,5,23,0.1035466194152832,True
naive_last,20,1,20,0.09383022785186768,True
naive_last,20,2,21,0.09383022785186768,True
naive_last,20,3,22,0.09383022785186768,True
naive_last,20,4,23,0.09383022785186768,True
naive_last,20,5,24,0.09383022785186768,True
naive_last,21,1,21,0.08771407604217529,True
naive_last,21,2,22,0.08771407604217529,True
naive_last,21,3,23,0.08771407604217529,True
naive_last,21,4,24,0.08771407604217529,True
naive_last,21,5,25,0.08771407604217529,True
naive_last,22,1,22,0.07442033290863037,True
naive_last,22,2,23,0.07442033290863037,True
naive_last,22,3,24,0.07442033290863037,True
naive_last,22,4,25,0.07442033290863037,True
naive_last,22,5,26,0.07442033290863037,True
naive_last,23,1,23,0.10848820209503174,True
naive_last,23,2,24,0.10848820209503174,True
naive_last,23,3,25,0.10848820209503174,True
naive_last,23,4,26,0.10848820209503174,True
naive_last,23,5,27,0.10848820209503174,True
naive_last,24,1,24,0.08434700965881348,True
naive_last,24,2,25,0.08434700965881348,True
naive_last,24,3,26,0.08434700965881348,True
naive_last,24,4,27,0.08434700965881348,True
naive_last,24,5,28,0.08434700965881348,True
naive_last,25,1,25,0.06921851634979248,True
naive_last,25,2,26,0.06921851634979248,True
naive_last,25,3,27,0.06921851634979248,True
naive_last,25,4,28,0.06921851634979248,True
naive_last,25,5,29,0.06921851634979248,True
naive_last,26,1,26,0.07525169849395752,True
naive_last,26,2,27,0.07525169849395752,True
naive_last,26,3,28,0.07525169849395752,True
naive_last,26,4,29,0.07525169849395752,True
naive_last,26,5,30,0.07525169849395752,True
naive_last,27,1,27,0.0553666353225708,True
naive_last,27,2,28,0.0553666353225708,True
naive_last,27,3,29,0.0553666353225708,True
naive_last,27,4,30,0.0553666353225708,True
naive_last,27,5,31,0.0553666353225708,True
naive_last,28,1,28,0.054048895835876465,True
naive_last,28,2,29,0.054048895835876465,True
naive_last,28,3,30,0.054048895835876465,True
naive_last,28,4,31,0.054048895835876465,True
naive_last,28,5,32,0.054048895835876465,True
naive_last,29,1,29,0.08613359928131104,True
naive_last,29,2,30,0.08613359928131104,True
naive_last,29,3,31,0.08613359928131104,True
naive_last,29,4,32,0.08613359928131104,True
naive_last,29,5,33,0.08613359928131104,True
naive_last,30,1,30,0.0750802755355835,True
naive_last,30,2,31,0.0750802755355835,True
naive_last,30,3,32,0.0750802755355835,True
naive_last,30,4,33,0.0750802755355835,True
naive_last,30,5,34,0.0750802755355835,True
naive_last,31,1,31,0.05943107604980469,True
naive_last,31,2,32,0.05943107604980469,True
naive_last,31,3,33,0.05943107604980469,True
naive_last,31,4,34,0.05943107604980469,True
naive_last,31,5,35,0.05943107604980469,True
naive_last,32,1,32,0.03619801998138428,True
naive_last,32,2,33,0.03619801998138428,True
naive_last,32,3,34,0.03619801998138428,True
naive_last,32,4,35,0.03619801998138428,True
naive_last,32,5,36,0.03619801998138428,True
naive_last,33,1,33,0.04513728618621826,True
naive_last,33,2,34,0.04513728618621826,True
naive_last,33,3,35,0.04513728618621826,True
naive_last,33,4,36,0.04513728618621826,True
naive_last,33,5,37,0.04513728618621826,True
naive_last,34,1,34,0.048637986183166504,True
naive_last,34,2,35,0.048637986183166504,True
naive_last,34,3,36,0.048637986183166504,True
naive_last,34,4,37,0.048637986183166504,True
naive_last,34,5,38,0.048637986183166504,True
naive_last,35,1,35,0.03538048267364502,True
naive_last,35,2,36,0.03538048267364502,True
naive_last,35,3,37,0.03538048267364502,True
naive_last,35,4,38,0.03538048267364502,True
naive_last,35,5,39,0.03538048267364502,True
naive_last,36,1,36,0.021532416343688965,True
naive_last,36,2,37,0.021532416343688965,True
naive_last,36,3,38,0.021532416343688965,True
naive_last,36,4,39,0.021532416343688965,True
naive_last,36,5,40,0.021532416343688965,True
naive_last,37,1,37,0.03309130668640137,True
naive_last,37,2,38,0.03309130668640137,True
naive_last,37,3,39,0.03309130668640137,True
naive_last,37,4,40,0.03309130668640137,True
naive_last,37,5,41,0.03309130668640137,True
naive_last,38,1,38,0.01949632167816162,True
naive_last,38,2,39,0.01949632167816162,True
naive_last,38,3,40,0.01949632167816162,True
naive_last,38,4,41,0.01949632167816162,True
naive_last,38,5,42,0.01949632167816162,True
naive_last,39,1,39,0.041712403297424316,True
naive_last,39,2,40,0.041712403297424316,True
naive_last,39,3,41,0.041712403297424316,True
naive_last,39,4,42,0.041712403297424316,True
naive_last,39,5,43,0.041712403297424316,True
naive_last,40,1,40,0.031048178672790527,True
naive_last,40,2,41,0.031048178672790527,True
naive_last,40,3,42,0.031048178672790527,True
naive_last,40,4,43,0.031048178672790527,True
naive_last,40,5,44,0.031048178672790527,True
naive_last,41,1,41,0.0035872459411621094,True
naive_last,41,2,42,0.0035872459411621094,True
naive_last,41,3,43,0.0035872459411621094,True
naive_last,41,4,44,0.0035872459411621094,True
naive_last,41,5,45,0.0035872459411621094,True
naive_last,42,1,42,0.02473282814025879,True
naive_last,42,2,43,0.02473282814025879,True
naive_last,42,3,44,0.02473282814025879,True
naive_last,42,4,45,0.02473282814025879,True
naive_last,42,5,46,0.02473282814025879,True
naive_last,43,1,43,0.012515664100646973,True
naive_last,43,2,44,0.012515664100646973,True
naive_last,43,3,45,0.012515664100646973,True
naive_last,43,4,46,0.012515664100646973,True
naive_last,43,5,47,0.012515664100646973,True
naive_last,44,1,44,0.03307235240936279,True
naive_last,44,2,45,0.03307235240936279,True
naive_last,44,3,46,0.03307235240936279,True
naive_last,44,4,47,0.03307235240936279,True
naive_last,44,5,48,0.03307235240936279,True
naive_last,45,1,45,0.010622382164001465,True
naive_last,45,2,46,0.010622382164001465,True
naive_last,45,3,47,0.010622382164001465,True
naive_last,45,4,48,0.010622382164001465,True
naive_last,45,5,49,0.010622382164001465,True
naive_last,46,1,46,0.004657149314880371,True
naive_last,46,2,47,0.004657149314880371,True
naive_last,46,3,48,0.004657149314880371,True
naive_last,46,4,49,0.004657149314880371,True
naive_last,46,5,50,0.004657149314880371,True
naive_last,47,1,47,-0.013168871402740479,True
naive_last,47,2,48,-0.013168871402740479,True
naive_last,47,3,49,-0.013168871402740479,True
naive_last,47,4,50,-0.013168871402740479,True
naive_last,47,5,51,-0.013168871402740479,True
naive_last,48,1,48,-0.0032805800437927246,True
naive_last,48,2,49,-0.0032805800437927246,True
naive_last,48,3,50,-0.0032805800437927246,True
naive_last,48,4,51,-0.0032805800437927246,True
naive_last,48,5,52,-0.0032805800437927246,True
naive_last,49,1,49,-0.050641536712646484,True
naive_last,49,2,50,-0.050641536712646484,True
naive_last,49,3,51,-0.050641536712646484,True
naive_last,49,4,52,-0.050641536712646484,True
naive_last,49,5,53,-0.050641536712646484,True
naive_last,50,1,50,-0.0750531554222107,True
naive_last,50,2,51,-0.0750531554222107,True
naive_last,50,3,52,-0.0750531554222107,True
naive_last,50,4,53,-0.0750531554222107,True
naive_last,50,5,54,-0.0750531554222107,True
naive_last,51,1,51,-0.05016016960144043,True
naive_last,51,2,52,-0.05016016960144043,True
naive_last,51,3,53,-0.05016016960144043,True
naive_last,51,4,54,-0.05016016960144043,True
naive_last,51,5,55,-0.05016016960144043,True
naive_last,52,1,52,0.003943800926208496,True
naive_last,52,2,53,0.003943800926208496,True
naive_last,52,3,54,0.003943800926208496,True
naive_last,52,4,55,0.003943800926208496,True
naive_last,52,5,56,0.003943800926208496,True
naive_last,53,1,53,0.016370654106140137,True
naive_last,53,2,54,0.016370654106140137,True
naive_last,53,3,55,0.016370654106140137,True
naive_last,53,4,56,0.016370654106140137,True
naive_last,53,5,57,0.016370654106140137,True
naive_last,54,1,54,0.02327263355255127,True
naive_last,54,2,55,0.02327263355255127,True
naive_last,54,3,56,0.02327263355255127,True
naive_last,54,4,57,0.02327263355255127,True
naive_last,54,5,58,0.02327263355255127,True
naive_last,55,1,55,0.04226958751678467,True
naive_last,55,2,56,0.04226958751678467,True
naive_last,55,3,57,0.04226958751678467,True
naive_last,55,4,58,0.04226958751678467,True
naive_last,55,5,59,0.04226958751678467,True
naive_last,56,1,56,0.08150255680084229,True
naive_last,56,2,57,0.08150255680084229,True
naive_last,56,3,58,0.08150255680084229,True
naive_last,56,4,59,0.08150255680084229,True
naive_last,56,5,60,0.08150255680084229,True
naive_last,57,1,57,0.0672764778137207,True
naive_last,57,2,58,0.0672764778137207,True
naive_last,57,3,59,0.0672764778137207,True
naive_last,57,4,60,0.0672764778137207,True
naive_last,57,5,61,0.0672764778137207,True
naive_last,58,1,58,0.10323727130889893,True
naive_last,58,2,59,0.10323727130889893,True
naive_last,58,3,60,0.10323727130889893,True
naive_last,58,4,61,0.10323727130889893,True
naive_last,58,5,62,0.10323727130889893,True
naive_last,59,1,59,0.11386895179748535,True
naive_last,59,2,60,0.11386895179748535,True
naive_last,59,3,61,0.11386895179748535,True
naive_last,59,4,62,0.11386895179748535,True
naive_last,59,5,63,0.11386895179748535,True
naive_last,60,1,60,0.08202695846557617,True
naive_last,60,2,61,0.08202695846557617,True
naive_last,60,3,62,0.08202695846557617,True
naive_last,60,4,63,0.08202695846557617,True
naive_last,60,5,64,0.08202695846557617,True
previous_patch,0,1,0,-0.015659749507904053,True
previous_patch,0,2,1,0.009534358978271484,True
previous_patch,0,3,2,-0.04633969068527222,True
previous_patch,0,4,3,-0.00500798225402832,True
previous_patch,0,5,4,-0.08947962522506714,True
previous_patch,1,1,1,-0.03328794240951538,True
previous_patch,1,2,2,-0.0031027793884277344,True
previous_patch,1,3,3,-0.04146665334701538,True
previous_patch,1,4,4,-0.011093974113464355,True
previous_patch,1,5,5,-0.1384897232055664,True
previous_patch,2,1,2,-0.16907578706741333,True
previous_patch,2,2,3,0.02381110191345215,True
previous_patch,2,3,4,-0.07977062463760376,True
previous_patch,2,4,5,-0.027656912803649902,True
previous_patch,2,5,6,-0.03170710429549217,True
previous_patch,3,1,3,-0.10239875316619873,True
previous_patch,3,2,4,-0.008306622505187988,True
previous_patch,3,3,5,-0.11435472965240479,True
previous_patch,3,4,6,-0.04099619388580322,True
previous_patch,3,5,7,-0.2378367930650711,True
previous_patch,4,1,4,-0.10321176052093506,True
previous_patch,4,2,5,0.0050716400146484375,True
previous_patch,4,3,6,-0.12066447734832764,True
previous_patch,4,4,7,-0.05569511651992798,True
previous_patch,4,5,8,-0.015202547423541546,True
previous_patch,5,1,5,-0.08198875188827515,True
previous_patch,5,2,6,0.009030938148498535,True
previous_patch,5,3,7,-0.10646295547485352,True
