model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,-0.024555563926696777,-0.012999951839447021,-0.011555612087249756,0.011555612087249756,0.00013353217071099266
naive_last,0,2,1,-0.024555563926696777,-0.002666652202606201,-0.021888911724090576,0.021888911724090576,0.0004791244564650299
naive_last,0,3,2,-0.024555563926696777,-0.030444443225860596,0.005888879299163818,0.005888879299163818,3.4678899400120144e-05
naive_last,0,4,3,-0.024555563926696777,-0.07566666603088379,0.05111110210418701,0.05111110210418701,0.00261234475830463
naive_last,0,5,4,-0.024555563926696777,-0.06855553388595581,0.04399996995925903,0.04399996995925903,0.0019359973564156974
naive_last,1,1,1,-0.09860211610794067,-0.1205376386642456,0.02193552255630493,0.02193552255630493,0.00048116714981816244
naive_last,1,2,2,-0.09860211610794067,-0.03655916452407837,-0.062042951583862305,0.062042951583862305,0.003849327841237482
naive_last,1,3,3,-0.09860211610794067,-0.02569890022277832,-0.07290321588516235,0.07290321588516235,0.0053148788863985885
naive_last,1,4,4,-0.09860211610794067,-0.0021504759788513184,-0.09645164012908936,0.09645164012908936,0.00930291888359136
naive_last,1,5,5,-0.09860211610794067,0.01860213279724121,-0.11720424890518188,0.11720424890518188,0.013736835961427829
naive_last,2,1,2,0.030345916748046875,0.02207958698272705,0.008266329765319824,0.008266329765319824,6.83322077890125e-05
naive_last,2,2,3,0.030345916748046875,-0.008157491683959961,0.038503408432006836,0.038503408432006836,0.0014825124608819351
naive_last,2,3,4,0.030345916748046875,0.01392209529876709,0.016423821449279785,0.016423821449279785,0.00026974191099782274
naive_last,2,4,5,0.030345916748046875,0.005112051963806152,0.025233864784240723,0.025233864784240723,0.0006367479319493441
naive_last,2,5,6,0.030345916748046875,0.03165102005004883,-0.0013051033020019531,0.0013051033020019531,1.7032946288964013e-06
naive_last,3,1,3,-0.026180744171142578,-0.025051355361938477,-0.0011293888092041016,0.0011293888092041016,1.2755190823554585e-06
naive_last,3,2,4,-0.026180744171142578,-0.016016483306884766,-0.010164260864257812,0.010164260864257812,0.00010331219891668297
naive_last,3,3,5,-0.026180744171142578,-0.02371668815612793,-0.0024640560150146484,0.0024640560150146484,6.071572045129869e-06
naive_last,3,4,6,-0.026180744171142578,-0.022381961345672607,-0.0037987828254699707,0.0037987828254699707,1.4430750955085614e-05
naive_last,3,5,7,-0.026180744171142578,-0.013963043689727783,-0.012217700481414795,0.012217700481414795,0.0001492722050535633
naive_last,4,1,4,-0.035161733627319336,-0.02300584316253662,-0.012155890464782715,0.012155890464782715,0.00014776567299179533
naive_last,4,2,5,-0.035161733627319336,-0.021398425102233887,-0.01376330852508545,0.01376330852508545,0.0001894286615566898
naive_last,4,3,6,-0.035161733627319336,-0.007936537265777588,-0.027225196361541748,0.027225196361541748,0.000741211316924506
naive_last,4,4,7,-0.035161733627319336,-0.002109706401824951,-0.033052027225494385,0.033052027225494385,0.001092436503714822
naive_last,4,5,8,-0.035161733627319336,-0.00994575023651123,-0.025215983390808105,0.025215983390808105,0.0006358458183655102
naive_last,5,1,5,-0.04246014356613159,-0.03973954916000366,-0.0027205944061279297,0.0027205944061279297,7.401633922654582e-06
naive_last,5,2,6,-0.04246014356613159,-0.05334240198135376,0.010882258415222168,0.010882258415222168,0.00011842354821567369
naive_last,5,3,7,-0.04246014356613159,-0.06024092435836792,0.017780780792236328,0.017780780792236328,0.00031615616558156034
naive_last,5,4,8,-0.04246014356613159,-0.05994945764541626,0.017489314079284668,0.017489314079284668,0.0003058761069638649
naive_last,5,5,9,-0.04246014356613159,-0.06840264797210693,0.025942504405975342,0.025942504405975342,0.00067301353485405
naive_last,6,1,6,-0.07612258195877075,-0.06696856021881104,-0.009154021739959717,0.009154021739959717,8.379611401565512e-05
naive_last,6,2,7,-0.07612258195877075,-0.0715937614440918,-0.004528820514678955,0.004528820514678955,2.0510215254176956e-05
naive_last,6,3,8,-0.07612258195877075,-0.053382158279418945,-0.022740423679351807,0.022740423679351807,0.0005171268691164244
naive_last,6,4,9,-0.07612258195877075,-0.05453842878341675,-0.021584153175354004,0.021584153175354004,0.00046587566829714433
naive_last,6,5,10,-0.07612258195877075,-0.05762183666229248,-0.01850074529647827,0.01850074529647827,0.0003422775765251629
naive_last,7,1,7,0.0011260509490966797,-0.012897968292236328,0.014024019241333008,0.014024019241333008,0.00019667311568127843
naive_last,7,2,8,0.0011260509490966797,-0.01801621913909912,0.0191422700881958,0.0191422700881958,0.00036642650412943567
naive_last,7,3,9,0.0011260509490966797,-0.013819277286529541,0.01494532823562622,0.01494532823562622,0.00022336283607060636
naive_last,7,4,10,0.0011260509490966797,-0.0011259913444519043,0.002252042293548584,0.002252042293548584,5.0716944919315665e-06
naive_last,7,5,11,0.0011260509490966797,-0.004606425762176514,0.005732476711273193,0.005732476711273193,3.286128924528953e-05
naive_last,8,1,8,0.023902297019958496,0.022428154945373535,0.001474142074584961,0.001474142074584961,2.1730948560616525e-06
naive_last,8,2,9,0.023902297019958496,0.03948616981506348,-0.01558387279510498,0.01558387279510498,0.00024285709129401312
naive_last,8,3,10,0.023902297019958496,0.050542235374450684,-0.026639938354492188,0.026639938354492188,0.0007096863155311439
naive_last,8,4,11,0.023902297019958496,0.052753567695617676,-0.02885127067565918,0.02885127067565918,0.0008323958196001513
naive_last,8,5,12,0.023902297019958496,0.0461198091506958,-0.022217512130737305,0.022217512130737305,0.0004936178452794593
naive_last,9,1,9,0.13620758056640625,0.12031102180480957,0.01589655876159668,0.01589655876159668,0.00025270058046089616
naive_last,9,2,10,0.13620758056640625,0.11470723152160645,0.021500349044799805,0.021500349044799805,0.0004622650090482239
naive_last,9,3,11,0.13620758056640625,0.1144784688949585,0.021729111671447754,0.021729111671447754,0.000472154294030247
naive_last,9,4,12,0.13620758056640625,0.11299169063568115,0.023215889930725098,0.023215889930725098,0.000538977545275543
naive_last,9,5,13,0.13620758056640625,0.09560847282409668,0.04059910774230957,0.04059910774230957,0.001648287549471661
naive_last,10,1,10,0.11928975582122803,0.1079566478729248,0.011333107948303223,0.011333107948303223,0.00012843933576789368
naive_last,10,2,11,0.11928975582122803,0.10339999198913574,0.015889763832092285,0.015889763832092285,0.0002524845946396681
naive_last,10,3,12,0.11928975582122803,0.10164749622344971,0.01764225959777832,0.01764225959777832,0.00031124932371540126
naive_last,10,4,13,0.11928975582122803,0.1011800765991211,0.018109679222106934,0.018109679222106934,0.0003279604815276116
naive_last,10,5,14,0.11928975582122803,0.11099433898925781,0.008295416831970215,0.008295416831970215,6.881394041613476e-05
naive_last,11,1,11,0.12187349796295166,0.1340254545211792,-0.012151956558227539,0.012151956558227539,0.0001476700481930493
naive_last,11,2,12,0.12187349796295166,0.1546720266342163,-0.03279852867126465,0.03279852867126465,0.0010757434829997692
naive_last,11,3,13,0.12187349796295166,0.15620577335357666,-0.034332275390625,0.034332275390625,0.001178705133497715
naive_last,11,4,14,0.12187349796295166,0.1474752426147461,-0.025601744651794434,0.025601744651794434,0.0006554493292156849
naive_last,11,5,15,0.12187349796295166,0.13284564018249512,-0.010972142219543457,0.010972142219543457,0.00012038790488588802
naive_last,12,1,12,0.0809410810470581,0.09501290321350098,-0.014071822166442871,0.014071822166442871,0.00019801617908399294
naive_last,12,2,13,0.0809410810470581,0.1007542610168457,-0.019813179969787598,0.019813179969787598,0.00039256210051519247
naive_last,12,3,14,0.0809410810470581,0.10593259334564209,-0.024991512298583984,0.024991512298583984,0.0006245756869702745
naive_last,12,4,15,0.0809410810470581,0.09884047508239746,-0.017899394035339355,0.017899394035339355,0.0003203883068323421
