forecast_target,rolling_step,horizon_step,target_index,predicted_value,locked
value,35,1,35,5.656525135040283,True
value,35,2,36,5.974493026733398,True
value,35,3,37,5.794989585876465,True
value,35,4,38,5.766120433807373,True
value,35,5,39,5.706766605377197,True
value,36,1,36,5.442067623138428,True
value,36,2,37,5.756638526916504,True
value,36,3,38,5.559822082519531,True
value,36,4,39,5.531064987182617,True
value,36,5,40,5.511507034301758,True
value,37,1,37,5.635682582855225,True
value,37,2,38,5.926791191101074,True
value,37,3,39,5.739355564117432,True
value,37,4,40,5.7199907302856445,True
value,37,5,41,5.659309387207031,True
value,38,1,38,5.565430641174316,True
value,38,2,39,5.886343002319336,True
value,38,3,40,5.707666397094727,True
value,38,4,41,5.686278343200684,True
value,38,5,42,5.621486663818359,True
value,39,1,39,5.690530776977539,True
value,39,2,40,6.001323699951172,True
value,39,3,41,5.802943229675293,True
value,39,4,42,5.780826091766357,True
value,39,5,43,5.721596717834473,True
value,40,1,40,5.690423965454102,True
value,40,2,41,6.003879547119141,True
value,40,3,42,5.796062469482422,True
value,40,4,43,5.7601447105407715,True
value,40,5,44,5.697463512420654,True
value,41,1,41,5.671343803405762,True
value,41,2,42,5.976864814758301,True
value,41,3,43,5.764937400817871,True
value,41,4,44,5.747020721435547,True
value,41,5,45,5.7113447189331055,True
value,42,1,42,5.849973678588867,True
value,42,2,43,6.155762672424316,True
value,42,3,44,5.968091011047363,True
value,42,4,45,5.928053855895996,True
value,42,5,46,5.8513383865356445,True
value,43,1,43,5.591485023498535,True
value,43,2,44,5.908639907836914,True
value,43,3,45,5.68565559387207,True
value,43,4,46,5.662844657897949,True
value,43,5,47,5.6252899169921875,True
value,44,1,44,5.793682098388672,True
value,44,2,45,6.087228775024414,True
value,44,3,46,5.906495094299316,True
value,44,4,47,5.852137565612793,True
value,44,5,48,5.789777755737305,True
value,45,1,45,5.845832824707031,True
value,45,2,46,6.162866592407227,True
value,45,3,47,5.966679573059082,True
value,45,4,48,5.941561698913574,True
value,45,5,49,5.850937843322754,True
value,46,1,46,5.614063262939453,True
value,46,2,47,5.896844863891602,True
value,46,3,48,5.733612060546875,True
value,46,4,49,5.694355010986328,True
value,46,5,50,5.68326473236084,True
value,47,1,47,5.598537445068359,True
value,47,2,48,5.903647422790527,True
value,47,3,49,5.7106547355651855,True
value,47,4,50,5.682973861694336,True
value,47,5,51,5.632521629333496,True
value,48,1,48,5.684793472290039,True
value,48,2,49,5.991183280944824,True
value,48,3,50,5.794700622558594,True
value,48,4,51,5.755556583404541,True
value,48,5,52,5.682093620300293,True
value,49,1,49,5.529623508453369,True
value,49,2,50,5.842580795288086,True
value,49,3,51,5.648236274719238,True
value,49,4,52,5.608580589294434,True
value,49,5,53,5.575811386108398,True
value,50,1,50,5.292734146118164,True
value,50,2,51,5.610638618469238,True
value,50,3,52,5.423995018005371,True
value,50,4,53,5.383695125579834,True
value,50,5,54,5.368618965148926,True
value,51,1,51,5.5475311279296875,True
value,51,2,52,5.852029323577881,True
value,51,3,53,5.667452812194824,True
value,51,4,54,5.6463623046875,True
value,51,5,55,5.572213172912598,True
value,52,1,52,5.896698474884033,True
value,52,2,53,6.191758632659912,True
value,52,3,54,6.010327339172363,True
value,52,4,55,5.980109214782715,True
value,52,5,56,5.8768463134765625,True
value,53,1,53,6.0418500900268555,True
value,53,2,54,6.314268112182617,True
value,53,3,55,6.1433539390563965,True
value,53,4,56,6.1035919189453125,True
value,53,5,57,6.009535789489746,True
value,54,1,54,6.2061591148376465,True
value,54,2,55,6.493201732635498,True
value,54,3,56,6.295494079589844,True
value,54,4,57,6.250066757202148,True
value,54,5,58,6.172022819519043,True
value,55,1,55,5.80938720703125,True
value,55,2,56,6.121520042419434,True
value,55,3,57,5.8947038650512695,True
value,55,4,58,5.873445510864258,True
value,55,5,59,5.8417439460754395,True
value,56,1,56,6.327258110046387,True
value,56,2,57,6.617551803588867,True
value,56,3,58,6.4479875564575195,True
value,56,4,59,6.400615215301514,True
value,56,5,60,6.295615196228027,True
value,57,1,57,6.279541969299316,True
value,57,2,58,6.546459197998047,True
value,57,3,59,6.40635871887207,True
value,57,4,60,6.347383975982666,True
value,57,5,61,6.244391441345215,True
value,58,1,58,6.106292724609375,True
value,58,2,59,6.403073310852051,True
value,58,3,60,6.195192337036133,True
value,58,4,61,6.14310884475708,True
value,58,5,62,6.089261054992676,True
value,59,1,59,6.051536560058594,True
value,59,2,60,6.3501996994018555,True
value,59,3,61,6.152713775634766,True
value,59,4,62,6.136713027954102,True
value,59,5,63,6.086265563964844,True
value,60,1,60,5.796288013458252,True
value,60,2,61,6.115659236907959,True
value,60,3,62,5.88063383102417,True
value,60,4,63,5.857649803161621,True
value,60,5,64,5.818748474121094,True
value,61,1,61,5.768492698669434,True
value,61,2,62,6.068509578704834,True
value,61,3,63,5.867548942565918,True
value,61,4,64,5.834718704223633,True
value,61,5,65,5.757450103759766,True
value,62,1,62,5.653603553771973,True
value,62,2,63,5.96091890335083,True
value,62,3,64,5.761834144592285,True
value,62,4,65,5.711305141448975,True
value,62,5,66,5.650031089782715,True
value,63,1,63,5.528715133666992,True
value,63,2,64,5.851073741912842,True
value,63,3,65,5.650487899780273,True
value,63,4,66,5.629014015197754,True
value,63,5,67,5.566727161407471,True
value,64,1,64,5.676621437072754,True
value,64,2,65,6.001667022705078,True
value,64,3,66,5.8019232749938965,True
value,64,4,67,5.790955543518066,True
value,64,5,68,5.703977584838867,True
