model,mse,mae,trend_accuracy
naive_last,0.0043808463960886,0.04672716557979584,0.0
drift,0.004407926000554469,0.04749632974801313,0.5095541401273885
TS-JEPA,0.00538809085264802,0.05399027094244957,0.5334394904458599
GRU,0.005661288741976023,0.05387575179338455,0.5238853503184714
previous_patch,0.038454946130514145,0.13030365109443665,0.5079617834394905
mean_context,0.039744872599840164,0.1453312337398529,0.0
