model,mse,mae,trend_accuracy
naive_last,0.002715025097131729,0.03968764469027519,0.0
previous_patch,0.03692134842276573,0.1415320336818695,0.4057377049180328
mean_context,0.017232663929462433,0.09941839426755905,0.0
drift,0.0032338718828749734,0.042047107666702256,0.5122950819672131
