model,mse,mae,trend_accuracy
naive_last,0.00198280974291265,0.03505386412143707,0.0
drift,0.0020448253016247383,0.03520940863467718,0.5122950819672131
GRU,0.0022105243988335133,0.037498556077480316,0.47540983606557374
TS-JEPA,0.0023818614427000284,0.03840184956789017,0.5409836065573771
mean_context,0.01882089488208294,0.10010683536529541,0.0
previous_patch,0.033127013593912125,0.12057193368673325,0.5081967213114754
