forecast_target,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
value,0,1,0,4.207843780517578,4.3482489585876465,-0.14040517807006836,0.14040517807006836,0.019713614028887605
value,0,2,1,4.489476680755615,4.360668182373047,0.12880849838256836,0.12880849838256836,0.016591629255572116
value,0,3,2,4.321876049041748,3.964174270629883,0.35770177841186523,0.35770177841186523,0.12795056227901114
value,0,4,3,4.299567699432373,3.619656562805176,0.6799111366271973,0.6799111366271973,0.4622791537096873
value,0,5,4,4.428995132446289,3.772826671600342,0.6561684608459473,0.6561684608459473,0.43055704900893943
value,1,1,1,3.933908462524414,3.711190938949585,0.2227175235748291,0.2227175235748291,0.04960309530730456
value,1,2,2,4.224495887756348,4.5405168533325195,-0.3160209655761719,0.3160209655761719,0.09986925068369601
value,1,3,3,4.072628021240234,4.22957706451416,-0.15694904327392578,0.15694904327392578,0.024633002184600628
value,1,4,4,4.00515079498291,4.384126663208008,-0.37897586822509766,0.37897586822509766,0.14362270869696658
value,1,5,5,4.147944450378418,4.374007225036621,-0.22606277465820312,0.22606277465820312,0.051104378086165525
value,2,1,2,4.443418979644775,4.442543029785156,0.0008759498596191406,0.0008759498596191406,7.672881565667922e-07
value,2,2,3,4.674043655395508,4.0879058837890625,0.5861377716064453,0.5861377716064453,0.34355748730376945
value,2,3,4,4.612920761108398,3.9499149322509766,0.6630058288574219,0.6630058288574219,0.439576729098917
value,2,4,5,4.605259895324707,3.7392489910125732,0.8660109043121338,0.8660109043121338,0.7499748863875197
value,2,5,6,4.652232646942139,3.8303229808807373,0.8219096660614014,0.8219096660614014,0.6755354991651643
value,3,1,3,3.8316237926483154,4.006031513214111,-0.1744077205657959,0.1744077205657959,0.030418052992956746
value,3,2,4,4.090272903442383,4.177140235900879,-0.0868673324584961,0.0868673324584961,0.007545933448454889
value,3,3,5,3.951171875,4.387806415557861,-0.43663454055786133,0.43663454055786133,0.19064972200817465
value,3,4,6,3.9602551460266113,4.282933712005615,-0.3226785659790039,0.3226785659790039,0.10412145694226638
value,3,5,7,4.115215301513672,4.296272277832031,-0.18105697631835938,0.18105697631835938,0.03278162867354695
value,4,1,4,4.349732875823975,4.291672706604004,0.0580601692199707,0.0580601692199707,0.0033709832498516334
value,4,2,5,4.562472343444824,4.415404796600342,0.14706754684448242,0.14706754684448242,0.02162886333485403
value,4,3,6,4.4653730392456055,4.548336029052734,-0.0829629898071289,0.0829629898071289,0.006882857677737775
value,4,4,7,4.447850227355957,4.5170578956604,-0.06920766830444336,0.06920766830444336,0.004789701352137854
value,4,5,8,4.548521041870117,4.504179000854492,0.044342041015625,0.044342041015625,0.0019662166014313698
value,5,1,5,4.6676483154296875,4.666088104248047,0.001560211181640625,0.001560211181640625,2.4342589313164353e-06
value,5,2,6,4.899067401885986,4.680347442626953,0.2187199592590332,0.2187199592590332,0.047838420578273144
value,5,3,7,4.802845001220703,4.6472296714782715,0.15561532974243164,0.15561532974243164,0.02421613085084573
value,5,4,8,4.806333065032959,4.939310550689697,-0.13297748565673828,0.13297748565673828,0.017683011691588035
value,5,5,9,4.842471122741699,5.2580695152282715,-0.41559839248657227,0.41559839248657227,0.17272202383742297
value,6,1,6,5.2880072593688965,5.506913185119629,-0.21890592575073242,0.21890592575073242,0.047919804328785176
value,6,2,7,5.53708553314209,5.483455181121826,0.05363035202026367,0.05363035202026367,0.0028762146578173997
value,6,3,8,5.35792350769043,5.509673118591309,-0.1517496109008789,0.1517496109008789,0.023027944408568146
value,6,4,9,5.332551956176758,5.51749324798584,-0.18494129180908203,0.18494129180908203,0.03420328141601203
value,6,5,10,5.283990859985352,5.462756633758545,-0.17876577377319336,0.17876577377319336,0.03195720187272855
value,7,1,7,5.592892646789551,5.3440842628479,0.2488083839416504,0.2488083839416504,0.06190561191965571
value,7,2,8,5.777520656585693,5.39146089553833,0.3860597610473633,0.3860597610473633,0.14904213909994724
value,7,3,9,5.702134132385254,5.320625305175781,0.38150882720947266,0.38150882720947266,0.14554898523874726
value,7,4,10,5.652161121368408,5.514272689819336,0.13788843154907227,0.13788843154907227,0.019013219555063188
value,7,5,11,5.641818046569824,5.482534885406494,0.15928316116333008,0.15928316116333008,0.025371125430183383
value,8,1,8,5.712615013122559,5.684001922607422,0.02861309051513672,0.02861309051513672,0.0008187089488274069
value,8,2,9,5.947879791259766,5.497254371643066,0.4506254196166992,0.4506254196166992,0.20306326880472625
value,8,3,10,5.790026664733887,5.600747585296631,0.18927907943725586,0.18927907943725586,0.035826569912615014
value,8,4,11,5.726778984069824,5.7773756980896,-0.05059671401977539,0.05059671401977539,0.0025600274695989356
value,8,5,12,5.678854942321777,5.809573650360107,-0.13071870803833008,0.13071870803833008,0.01708738063121018
value,9,1,9,5.699018955230713,5.720799446105957,-0.02178049087524414,0.02178049087524414,0.00047438978276659327
value,9,2,10,5.906012058258057,5.8003740310668945,0.10563802719116211,0.10563802719116211,0.011159392788840705
value,9,3,11,5.762624740600586,5.842231750488281,-0.07960700988769531,0.07960700988769531,0.006337276023259619
value,9,4,12,5.722142219543457,5.903407573699951,-0.18126535415649414,0.18126535415649414,0.03285712861747925
value,9,5,13,5.724388599395752,5.851430892944336,-0.12704229354858398,0.12704229354858398,0.016139744350084584
