model,mse,mae,trend_accuracy
naive_last,0.0006001538713462651,0.017455389723181725,0.0
previous_patch,0.03003707341849804,0.10271284729242325,0.4918032786885246
mean_context,0.005422790069133043,0.05959264934062958,0.0
drift,0.0006360384434042843,0.01752218569673892,0.5409836065573771
