model,mse,mae,trend_accuracy
naive_last,0.0013374165864661336,0.029891494661569595,0.0
previous_patch,0.002371743321418762,0.041585978120565414,0.5208333333333334
mean_context,0.0045129586942493916,0.059831809252500534,0.0
drift,0.0012183709180550364,0.028486406964400756,0.5892857142857143
